vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,action,schedule,service,utm-status,logtraffic,fsso,ips-sensor,ssl-ssh-profile,comments,nat,logtraffic-start,capture-packet,auto-asic-offload,status
DTH1TBP,72,DSDS_HKATS_0053,1eae0d44-bac2-51ea-b0e1-ab5366ecc007,I.HTBP,D.SDN2,net_10.151.25.0/24 net_10.151.5.0/24,range_10.241.151.41-42 range_10.241.51.41-42,accept,always,TCP/10022,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,73,DSDS_HKATS_0054,40124108-bac2-51ea-9601-5072da4d6601,X.HTBP,D.SDN2,net_10.152.25.0/24 net_10.152.5.0/24,range_10.241.151.41-42 range_10.241.51.41-42,accept,always,TCP/10022,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,74,DSDS_HKATS_0055,55858bbc-bac2-51ea-071d-b19aa32afb4a,D.SDN2,I.SMARTTBP,net_192.168.80.0/24,host_10.1.150.21,accept,always,TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,75,DSDS_HKATS_0056,76119e3e-bac2-51ea-e710-3d4749a68d5c,I.HTBP,D.SDN2,host_10.151.5.38 host_10.151.5.86,host_10.63.107.108,accept,always,TCP/29109-29110,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,76,DSDS_HKATS_0057,934e3ffc-bac2-51ea-f939-3ac0db4085c5,X.HTBP,D.SDN2,host_10.152.5.36 host_10.152.5.99,host_10.63.107.108,accept,always,TCP/29109-29110,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,77,DSDS_HKATS_0058,a4fe74a6-bac2-51ea-1d54-255fb1272aec,I.HTBP,D.SDN2,host_10.151.5.86 range_10.151.5.37-38,host_10.161.5.199,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,78,DSDS_HKATS_0059,bd63e170-bac2-51ea-b197-e65957b1bbf7,X.HTBP,D.SDN2,host_10.152.5.99 range_10.152.5.35-36,host_10.161.5.199,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,79,DSDS_HKATS_0060,f46fe89e-bac2-51ea-6f2d-8a814e9359e0,D.SDN2,I.PWTBP,net_10.163.143.0/24 net_10.63.142.0/24,range_10.151.58.101-102 range_10.151.58.155-157,accept,always,TCP/8082-8083 TCP/8090-8093 TCP/8443,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,80,DSDS_HKATS_0061,1718d57c-bac3-51ea-aae1-e73a7b6ed9f4,D.SDN2,X.HTBP,net_10.163.143.0/24 net_10.63.142.0/24,range_10.152.58.101-102 range_10.152.58.155-157,accept,always,TCP/8082-8083 TCP/8090-8093 TCP/8443,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,81,DSDS_HKATS_0062,353b9f62-bac3-51ea-407d-54f45044c142,D.SDN2,I.HTBP,net_10.163.143.0/24 net_10.63.142.0/24,range_10.151.54.133-138 range_10.151.54.53-77 range_10.151.54.80-83,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,82,DSDS_HKATS_0063,52e7a90c-bac3-51ea-8157-79dcf3dcc348,D.SDN2,X.HTBP,net_10.163.143.0/24 net_10.63.142.0/24,host_10.152.54.79 range_10.151.54.82-85 range_10.152.54.43-46 range_10.152.54.59-76,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,83,DSDS_HKATS_0064,88af842e-bac3-51ea-8b30-22ad6ab6890a,D.SDN2,I.HTBP,net_10.163.143.0/24 net_10.63.142.0/24,host_10.151.54.86,accept,always,TCP/14030 TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,84,DSDS_HKATS_0065,b36fa61c-bac3-51ea-968a-7ca2e7bda383,D.SDN2,X.HTBP,net_10.163.143.0/24 net_10.63.142.0/24,host_10.152.54.99,accept,always,TCP/14030 TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,85,DSDS_HKATS_0066,c41318f0-bac3-51ea-f732-2eabfdd8c53f,D.CCI,I.HTBP,net_10.244.128.0/24 net_10.248.128.0/24,range_10.151.5.75-77,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,86,DSDS_HKATS_0067,dc93e936-bac3-51ea-6e4d-15bc26caf29f,I.HTBP,D.CCI,host_10.151.54.37 host_10.151.54.75 host_10.151.54.86,host_10.245.126.180,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,87,DSDS_HKATS_0068,fc5493f6-bac3-51ea-8cb0-568f74da91ed,D.CCI,I.HTBP,net_192.168.36.0/24,host_10.151.5.37,accept,always,TCP/3010,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,105,DSDS_HKATS_0068_2,9eb4c508-bdbc-51ea-8d43-c6c7872ad9e9,D.SDN2,I.HTBP,net_192.168.80.0/24,host_10.151.5.37,accept,always,TCP/3010,enable,all,disable,sdn3-all,certificate-inspection,,,,,,
DTH1TBP,88,DSDS_HKATS_0069,14df1ad6-bac4-51ea-8838-776dcdf4fa08,D.CCI,I.HTBP,net_192.168.36.0/24,range_10.151.54.133-138 range_10.151.54.53-77 range_10.151.54.80-83,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,89,DSDS_HKATS_0070,29084d20-bac4-51ea-6e29-a4ab4c7f88ed,D.CCI,I.PWTBP,net_192.168.36.0/24,range_10.151.14.101-102 range_10.151.14.155-157,accept,always,TCP/8082-8083 TCP/8090-8093 TCP/8443,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,90,DSDS_HKATS_0071,794d8868-bac4-51ea-4245-252ae5115cbb,D.CCI,I.PWTBP,net_192.168.36.0/24,host_10.151.14.157,accept,always,TCP/8443,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,91,DSDS_HKATS_0072,8d4adcd0-bac4-51ea-85c0-4674b927e386,D.CCI,I.HTBP,net_192.168.36.0/24,host_10.151.5.37,accept,always,TCP/22 TCP/3010,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,92,DSDS_HKATS_0073,ad3a27d0-bac4-51ea-def8-b9ded1b0b13c,D.SDN2,I.HTBP,net_172.24.4.0/24,range_10.151.5.75-77,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,93,DSDS_HKATS_0074,d3849eb6-bac4-51ea-4567-183620457d94,D.SDN2,X.HTBP,net_172.24.4.0/24,host_10.152.5.79 range_10.152.5.45-46,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,94,DSDS_HKATS_0075,e990be2e-bac4-51ea-d575-ec6cd8e9e658,D.SDN2,I.HTBP,net_172.24.4.0/24,host_10.151.5.171,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,95,DSDS_HKATS_0076,fac47d98-bac4-51ea-2ea0-0330b57fab3a,D.SDN2,X.HTBP,net_172.24.4.0/24,host_10.152.5.171,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,96,DSDS_HKATS_0077,08c63a30-bac5-51ea-114d-09b7cefb0751,D.SDN2,I.HTBP,net_10.161.5.0/24 net_10.162.5.0/24 net_10.170.33.0/24 net_10.170.43.0/24,range_10.151.5.75-77,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,97,DSDS_HKATS_0078,2897d986-bac5-51ea-f398-4ebfe882c9e7,D.SDN2,I.HTBP,net_10.161.5.0/24 net_10.162.5.0/24 net_10.170.33.0/24 net_10.170.43.0/24,host_10.152.5.79 range_10.152.5.45-46,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,98,DSDS_HKATS_0079,43f070bc-bac5-51ea-17fe-70c703233a39,I.SMARTTBP,I.HTBP,net_10.1.150.0/24,range_10.151.5.75-77,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,101,DSDS_HKATS_0080,61018592-bac5-51ea-5eac-a31ed149230b,I.SMARTTBP,X.HTBP,net_10.1.150.0/24,host_10.152.5.79 range_10.152.5.45-46,accept,always,TCP/12024-12027,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,102,DSDS_HKATS_0081,764b0a36-bac5-51ea-a567-200c76d018d1,I.HTBP,D.SDN2,host_10.151.5.37,net_10.161.5.0/24 net_10.162.5.0/24 net_10.170.33.0/24 net_10.170.43.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,103,DSDS_HKATS_0082,97ad75f6-bac5-51ea-b36b-ead1d9c6319e,X.HTBP,D.SDN2,host_10.152.5.35,net_10.161.5.0/24 net_10.162.5.0/24 net_10.170.33.0/24 net_10.170.43.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5259:2020_0622,,,,,
DTH1TBP,106,WIN_HKATS_5001,e9d68d84-bdbf-51ea-9cd8-74e778183ac1,I.SMARTTBP,D.CCI,net_10.1.153.0/24,host_10.245.79.99,accept,always,PORT_PATCH_MGT TCP/3389,enable,all,disable,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,107,WIN_HKATS_5002,276435e8-bdc0-51ea-a11d-f4e8c09f1397,D.CCI,I.SMARTTBP,host_10.245.79.99,net_10.1.153.0/24,accept,always,PORT_PATCH_MGT TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,108,WIN_HKATS_5003,6dd95562-bdc0-51ea-bfab-faf912642e0b,I.SMARTTBP,D.CCI,net_10.1.153.0/24,range_10.245.127.83-84,accept,always,TCP/1688,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,109,WIN_HKATS_5004,94ffb5d2-bdc0-51ea-be1a-7d7903eda65b,I.SMARTTBP,D.CCI,net_10.1.153.0/24,NetGp_AD,accept,always,PORT_AD_TCP PORT_AD_UDP,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,110,WIN_HKATS_5005,bc81a7c8-bdc0-51ea-7d03-9c05e1f007db,D.CCI,I.SMARTTBP,NetGp_AD,net_10.1.153.0/24,accept,always,PORT_AD_TCP PORT_AD_UDP,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,111,WIN_HKATS_5006,d8cd5882-bdc0-51ea-fce1-81f73b1972a0,I.SMARTTBP,D.SDN2,net_10.1.153.0/24,NetGp_TIME_SERVER,accept,always,UDP/123,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,112,WIN_HKATS_5007,1b75447e-bdc1-51ea-3ab9-677a3e1da28d,D.CCI,I.SMARTTBP,NetGp_WIN_JUMPNODE,net_10.1.153.0/24,accept,always,PORT_HP_ILO,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,113,WIN_HKATS_5008,3c322f60-bdc1-51ea-41a1-e1a73a993f17,I.SMARTTBP,D.CCI,net_10.1.153.0/24,NetGp_SCOM,accept,always,PORT_SCOM,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,114,WIN_HKATS_5009,ae7daf2c-bdc1-51ea-df80-7322091c9b63,I.SMARTTBP,D.CCI,net_10.1.153.0/24,NetGp_SCCM,accept,always,PORT_SCCM,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,115,WIN_HKATS_5010,e5311cf2-bdc1-51ea-b10f-ce31fbd76049,I.SMARTTBP,D.CCI,net_10.1.153.0/24,host_10.245.127.67 host_10.249.127.51,accept,always,PORT_TRENDMICRO,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,116,WIN_HKATS_5011,0c7da500-bdc2-51ea-62a0-edccf5678421,D.CCI,I.SMARTTBP,host_10.245.127.67 host_10.249.127.51,net_10.1.153.0/24,accept,always,PORT_TRENDMICRO,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,117,WIN_HKATS_5012,39dd75de-bdc2-51ea-b517-3c4c22169687,D.CCI,I.SMARTTBP,range_10.193.46.21-23 NetGp_CCI_CO_JUMPNODE,net_10.1.153.0/24,accept,always,TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,118,WIN_HKATS_5013,3d5f9ed0-bdc2-51ea-16d3-c48c1cbf5c49,D.SDN2,I.SMARTTBP,NetGp_CO_JUMPNODE,net_10.1.153.0/24,accept,always,PORT_HP_ILO,enable,all,,sdn3-all,certificate-inspection,NCR-5407:2020_0704,,,,,
DTH1TBP,119,SOTC_SMARTS_0001,f8365c5a-c284-51ea-54e3-3842a1dec286,D.CCI,I.SMARTTBP,net_192.168.234.0/24 net_192.168.237.0/24 net_192.168.70.0/24 net_192.168.86.0/24 net_192.168.90.0/24,host_10.1.150.21,accept,always,TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,120,SOTC_SMARTS_0003,25c999de-c285-51ea-a63a-d75a62f056e9,I.SMARTTBP,D.OTPC,net_10.1.150.0/24,net_10.70.12.0/24,accept,always,TCP/61001-61002 TCP/62001-62004,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,121,SOTC_SMARTS_0005,4c82e68e-c285-51ea-a7d4-a0417d5b6177,D.OTPC,I.SMARTTBP,net_10.70.12.0/24,net_10.1.150.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,122,SOTC_SMARTS_0006,4a54c222-c287-51ea-60a9-1e21d9577dec,I.SMARTTBP,D.SDN2,net_10.1.150.0/24,net_10.204.130.0/24 net_10.204.131.0/24,accept,always,TCP/21 TCP/6800,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,123,SOTC_SMARTS_0007,825b0ec4-c287-51ea-ed9a-098457a3bea1,X.HTBP,D.SDN2,net_10.2.150.0/24,net_10.204.130.0/24 net_10.204.131.0/24,accept,always,TCP/21 TCP/6800,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,124,SOTC_SMARTS_0008,99eba468-c287-51ea-d24b-8b27dd98bb17,I.SMARTTBP,D.CCI,host_10.1.150.21,host_10.244.192.75,accept,always,TCP/1435,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,125,SOTC_SMARTS_0010,b41737f8-c287-51ea-9ce0-f44622793f12,I.SMARTTBP,D.CCI,host_10.1.150.21,host_10.244.240.15,accept,always,TCP/139 TCP/445,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,126,SOTC_SMARTS_0011,cc9657aa-c287-51ea-c05b-565030403c83,D.CCI,I.SMARTTBP,host_10.244.192.17,net_10.1.150.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,127,SOTC_SMARTS_0013,e9e044ba-c287-51ea-5525-d928df876003,I.SMARTTBP,D.CCI,net_10.1.150.0/24,host_10.244.192.161,accept,always,TCP/1433-1434,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,128,SOTC_SMARTS_0015,ff72e8f0-c287-51ea-1c14-bfae8280284e,I.SMARTTBP,D.OTPC,net_10.1.150.0/24,host_10.70.12.200 host_10.70.14.61,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,129,SOTC_SMARTS_0017,19935d46-c288-51ea-0865-75eddebeac21,I.SMARTTBP,D.OTPC,net_10.1.150.0/24,host_10.244.192.59,accept,always,TCP/1433-1435,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,130,SOTC_SMARTS_0019,326ffa72-c288-51ea-e767-2bc574b8ce16,I.SMARTTBP,D.OTPC,net_10.1.150.0/24,host_10.1.125.103 host_10.1.125.15,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,131,SOTC_SMARTS_0022,4178ab9a-c288-51ea-cbbe-39e071ba05f7,D.CCI,I.SMARTTBP,net_10.193.46.0/24,host_10.1.150.21,accept,always,TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,132,SOTC_SMARTS_0023,57b2c9fe-c288-51ea-686e-1444115a9739,D.SDN2,I.SMARTTBP,net_10.18.113.0/24,net_10.1.150.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,133,SOTC_SMARTS_0024,6fbbfe76-c288-51ea-4f71-9d3d0547a7e2,D.SDN2,X.HTBP,net_10.18.113.0/24,net_10.2.150.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,134,SOTC_SMARTS_0025,8175a69e-c288-51ea-8cf8-b7a7fc654909,I.SMARTTBP,D.SDN2,host_10.1.150.21,net_10.18.113.0/24,accept,always,TCP/22 TCP/8025 TCP/8026 TCP/8028 TCP/8032,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,135,SOTC_SMARTS_0026,9bdd3a38-c288-51ea-ffe1-93e1ae59b788,X.HTBP,D.SDN2,host_10.2.150.21 host_10.2.150.27,net_10.18.113.0/24,accept,always,TCP/22 TCP/8025 TCP/8026 TCP/8028 TCP/8032,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,136,SOTC_SMARTS_0027,b487053c-c288-51ea-8802-3a08dc59680a,D.SDN2,I.SMARTTBP,host_10.216.111.13,host_10.1.150.122 host_10.1.150.21,accept,always,TCP/8099,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,137,SOTC_SMARTS_0029,ceca7d84-c288-51ea-46d2-20f368a23a8e,D.SDN2,I.SMARTTBP,net_10.193.46.0/24,host_10.1.153.21,accept,always,TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,138,SOTC_SMARTS_0030,e5a163ec-c288-51ea-7abb-242f39b69b7a,I.SMARTTBP,D.CCI,net_10.1.150.0/24,net_10.244.128.0/24 host_10.244.129.41 host_10.248.129.41,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,,,,
DTH1TBP,11,Tester_vlan99_to_vl703,6e0718c4-967b-51ea-87c4-cab88631e90d,D.OTPC,I.HTBP,10.1.1.0/24,net_10.151.54.0/24,accept,always,ALL,,all,,,,,,,,,
DTH1TBP,12,Tester_vl703_to_vl99,6e23b808-967b-51ea-a461-144b0dcfb48e,I.HTBP,D.OTPC,net_10.151.54.0/24,10.1.1.0/24,accept,always,ALL,,all,,,,,,,,,
DTH1TBP,99,allow-all-ping,739d61f8-967b-51ea-09c6-80763ff9341d,any,any,all,all,accept,always,ALL_ICMP,enable,all,,sdn3-all,certificate-inspection,,,,,,
DTH1TBP,100,allow-all,73c7a418-967b-51ea-71c6-34263711891d,any,any,all,all,accept,always,ALL,enable,all,,sdn3-all,certificate-inspection,,,,,,disable
