vdom,name,uuid,extip,extintf,mappedip
DTH1HKATS1,dstnat_4.3.2.1-1.2.3.4,1f024ebc-7ff4-51ea-4d90-f653753e6ae9,4.3.2.1,any,1.2.3.4
