vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,schedule,service,logtraffic,action,utm-status,comments,status,nat,ippool,poolname,ips-sensor
root,999,Explicit Deny,a2e91eb8-2e7a-51e8-e00f-5f9307bafd5c,any,any,all,all,always,ALL,all,,,,,,,,
root,10,Interface1-2,e8ebdb5e-f93f-51e8-20a0-a72c4c9e3d1a,Zone1,Zone2,Network1,Network2,always,ALL_ICMP,all,accept,enable,Testing,,,,,
root,11,Interface1-3,e8ec4206-f93f-51e8-a1f0-be01e21d5804,Zone1,Zone2,Network1,Network2,always,ALL_TCP,all,accept,enable,Testing,,,,,
root,12,Interface1-4,e8eca71e-f93f-51e8-63ca-8001e6d6cf6c,Zone1,Zone2,Network1,Network2,always,ALL_UDP,all,accept,enable,Testing,,,,,
root,13,Interface1-5,e8ed0ba0-f93f-51e8-4a89-00d099e3216e,Zone1,Zone2,Network1,Network2,always,FTP,all,accept,enable,Testing,,,,,
root,14,Interface1-6,e8ed7220-f93f-51e8-8823-2c19c1041e54,Zone1,Zone2,Network1,Network2,always,NFS,all,accept,enable,Testing,,,,,
root,15,Interface1-7,e8edd72e-f93f-51e8-fa67-fea8cd064f08,Zone1,Zone2,Network1,Network2,always,HTTP,all,accept,enable,Testing,,,,,
root,16,Interface1-8,e8ee3ca0-f93f-51e8-44fd-7c70b77d0e28,Zone1,Zone2,Network1,Network2,always,TCP/123,all,accept,enable,Testing,,,,,
root,17,Interface1-9,e8eea0e6-f93f-51e8-1bac-8988aaf6c3a0,Zone1,Zone2,Network1,Network2,always,UDP/122-123,all,accept,enable,Testing,,,,,
CT901TEST1,10,Interface1-2,979b5bc8-f9e7-51e8-d7e2-79cb5468bd3f,Zone1,Zone2,Network1,Network2,always,ALL_ICMP,all,accept,enable,Testing,,,,,
CT901TEST1,11,Interface1-3,979bec96-f9e7-51e8-054d-76683a220d15,Zone1,Zone2,Network1,Network2,always,ALL_TCP,all,accept,enable,Testing,,,,,
CT901TEST1,12,Interface1-4,979c7490-f9e7-51e8-37e6-0db0ea61fda4,Zone1,Zone2,Network1,Network2,always,ALL_UDP,all,accept,enable,Testing,,,,,
CT901TEST1,13,Interface1-5,979cfbea-f9e7-51e8-b856-a30eb97b7310,Zone1,Zone2,Network1,Network2,always,FTP,all,accept,enable,Testing,,,,,
CT901TEST1,14,Interface1-6,979d84ca-f9e7-51e8-984b-1b47bf67cf57,Zone1,Zone2,Network1,Network2,always,NFS,all,accept,enable,Testing,,,,,
CT901TEST1,15,Interface1-7,979e0ca6-f9e7-51e8-7f3b-d2ab7dd28d1b,Zone1,Zone2,Network1,Network2,always,HTTP,all,accept,enable,Testing,,,,,
CT901TEST1,16,Interface1-8,979e93ba-f9e7-51e8-17c0-2e21587606bc,Zone1,Zone2,Network1,Network2,always,TCP/123,all,accept,enable,Testing,,,,,
CT901TEST1,17,Interface1-9,979f1c36-f9e7-51e8-0460-de4a2cf6da18,Zone1,Zone2,Network1,Network2,always,UDP/122-123,all,accept,enable,Testing,,,,,
CT901NM,1,SourceCode to OTPNM PING,8bb7fd5e-c138-51e7-e343-6f1d110d7436,I.DEVMGT,I.NM,Net_10.163.245.0,Net_10.8.148.0,always,PING,all,accept,,,disable,,,,
CT901NM,2,NM to SourceCode PING,a17f3cba-c138-51e7-e16b-10f0b7ff6b3f,I.NM,I.DEVMGT,Net_10.8.148.0,Net_10.163.245.0,always,PING,all,accept,,,disable,,,,
CT901NM,3,SourceCode to OTPCNM,6011c34c-c165-51e7-10fa-ef99007db42a,I.DEVMGT,I.NM,Net_10.163.245.0,Net_10.8.148.0,always,SSH,all,accept,,,disable,,,,
CT901NM,11,Srcnat_NMC_to_OTPC,3affa9ae-01a5-51e8-8629-bbb2d1e31ad5,E.NMC,I.NM,Host_10.18.109.3,Net_10.8.148.0,always,TCP/22 TCP/8022,all,accept,enable,,,enable,enable,Srcnat_10.90.1.66,
CT901NM,4,NMC ansibletower to OTPCNM,55d7d134-c474-51e7-e426-ba8c6039e18c,E.NMC,I.NM,Range_10.164.1.26-27 Host_10.164.1.251-252,Net_10.8.148.0,always,TCP/22 TCP/8022,all,accept,,,,,,,
CT901NM,5,NMC to OTPCNM ping,7c253e80-c474-51e7-ab70-c1b3c85c8fc2,E.NMC,I.NM,Net_10.64.24.0 Net_10.164.1.0,Net_10.8.148.0,always,PING,all,accept,,,,,,,
CT901NM,6,OTPCNM to NMC ansibletower,165e83bc-c6dc-51e7-5eb3-e4a7943c5446,I.NM,E.NMC,Net_10.8.148.0,Range_10.164.1.26-27,always,TCP/22 TCP/443,all,accept,,,,,,,
CT901NM,7,OTPCNM to NMC ping,3b92721a-c6dc-51e7-bd34-ba2d1892440f,I.NM,E.NMC,Net_10.8.148.0,Net_10.64.24.0 Net_10.164.1.0,always,PING,all,accept,,,,,,,
CT901NM,8,NMC to OTPC FW,34c6ba48-d642-51e7-1c9b-678d793cb984,E.NMC,I.NM,Host_10.164.1.251,Host_10.8.148.25 Host_10.8.148.31,always,TCP/8443,all,accept,enable,,,,,,
CT901NM,9,NMC to FAZ,91ddee2a-df2c-51e7-884f-e34002dd72f4,E.NMC,I.NM,Host_10.164.1.251,Host_10.8.150.7,always,PING TCP/8443,all,accept,,,,,,,
CT901NM,10,12,c827b840-df30-51e7-b2ba-ca06a188bac4,I.NM,E.NMC,Host_10.8.150.7,Host_10.164.1.251,always,PING TCP/8443,all,accept,,Reverse of NMC to FAZ,,,,,
CT901NM,12,PIM to HSN NM,781a73cc-c28f-51e8-8463-b670e9b89fc1,E.NMC,I.HSN.NM,Host_10.63.142.210 Host_10.63.142.70 Host_10.163.143.210,Host_10.90.3.179,always,TCP/22 TCP/139 TCP/445 TCP/3389,all,accept,enable,IT-NCR-2018-[T]1843:4,,,,,
CT901NM,13,Ansible Tower to HSN NM,a64ee0fc-c28f-51e8-fb2b-eb5d22e3ad0b,E.NMC,I.HSN.NM,Host_10.164.1.26 Host_10.164.1.27 Host_10.164.1.251-252,Net_10.70.144.0,always,TCP/22 TCP/8022 PING,all,accept,enable,IT-NCR-2018-[T]1843,,,,,
CT901NM,30,HSN NM to NM ping,c20d59a8-2b72-51e9-dd98-ab5118a4b77a,I.HSN.NM,E.NMC,Net_10.70.144.0,Host_10.164.1.26 Host_10.164.1.27 Host_10.164.1.251-252,always,PING,all,accept,enable,Reverse of Ansible Tower to HSN NM,,,,,
CT901NM,14,HSN NM to Networker,7ae78d3a-250c-51e9-3542-ec3c66bc6025,I.HSN.NM,E.NMC,Net_10.70.144.0,NetGp_NMC_Networker,always,PORT_Network_Backup PING,all,accept,enable,,,,,,
CT901NM,15,Networker to HSN NM,81be33ac-250c-51e9-e6b9-092cc11634b6,E.NMC,I.HSN.NM,NetGp_NMC_Networker,Net_10.70.144.0,always,PORT_Network_Backup PING,all,accept,enable,,,,,,
CT901NM,16,HSN NM to AD,95b938e8-250c-51e9-27b2-855b86f1329c,I.HSN.NM,E.NMC,Net_10.70.144.0,Range_192.168.35.21-26 Range_192.168.176.50-55,always,PORT_AD_TCP PORT_AD_UDP,all,accept,enable,,,,,,
CT901NM,17,HSN NM to Antivirus,95d955f6-250c-51e9-b715-6296dbbe51ee,I.HSN.NM,E.NMC,Net_10.70.144.0,Host_192.168.166.74 Host_192.168.188.74,always,TCP/8080 TCP/11267,all,accept,enable,,,,,,
CT901NM,18,Antivirus to HSN NM,990dd1de-250c-51e9-fddf-718d505a53d6,E.NMC,I.HSN.NM,Host_192.168.166.74 Host_192.168.188.74,Net_10.70.144.0,always,TCP/80 TCP/137 TCP/139 TCP/443 TCP/445 TCP/8080 TCP/11267,all,accept,enable,,,,,,
CT901NM,19,HSN NM to SCOM,9bf744e8-250c-51e9-ad24-a9936d5eb276,I.HSN.NM,E.NMC,Net_10.70.144.0,Host_192.168.150.36 Host_192.168.188.36,always,TCP/5723,all,accept,enable,,,,,,
CT901NM,20,HSN NM to Patch MGT,a01eacb4-250c-51e9-1c62-524284d5e720,I.HSN.NM,E.NMC,Net_10.70.144.0,Host_192.168.150.94,always,TCP/137-139 TCP/443 TCP/445 TCP/3121 TCP/5120,all,accept,enable,,,,,,
CT901NM,21,Patch MGT to HSN NM,a309fbb8-250c-51e9-4ab3-8c8795856d54,E.NMC,I.HSN.NM,Host_192.168.150.94,Net_10.70.144.0,always,TCP/137-139 TCP/443 TCP/445 TCP/3121 TCP/3389 TCP/5120,all,accept,enable,,,,,,
CT901NM,22,HSN NM to KMS,a55826c4-250c-51e9-bedd-3b1959401f58,I.HSN.NM,E.NMC,Net_10.70.144.0,Range_192.168.150.131-132,always,TCP/1688,all,accept,enable,,,,,,
CT901NM,23,HSN NM to HP iLo,a7af742c-250c-51e9-4b78-825572d99cca,I.HSN.NM,E.NMC,Net_10.70.126.0,Net_192.168.150.0 Net_192.168.180.0,always,PORT_HP_ILO,all,accept,enable,,,,,,
CT901NM,24,HP iLo to HSN NM,aa561578-250c-51e9-c015-fb81a8602c0e,E.NMC,I.HSN.NM,Net_192.168.150.0 Net_192.168.180.0,Net_10.70.126.0,always,PORT_HP_ILO,all,accept,enable,,,,,,
CT901NM,25,HSN NM to Cert Server,ac501626-250c-51e9-fec6-e1cab5c0bd17,I.HSN.NM,E.NMC,Net_10.70.144.0,Range_192.168.176.81-82 Host_192.168.176.121,always,TCP/80 TCP/443,all,accept,enable,,,,,,
CT901NM,26,VCSA to HSN NM,af802228-250c-51e9-895b-c470af71f1cf,E.NMC,I.HSN.NM,Host_192.168.166.27 Host_192.168.166.42 Host_192.168.188.34 Host_192.168.188.60,Net_10.70.144.0,always,PORT_ESXI_MGT,all,accept,enable,,,,,,
CT901NM,27,HSN NM to VCSA,b1f93382-250c-51e9-9eed-2ed93b736808,I.HSN.NM,E.NMC,Net_10.70.144.0,Host_192.168.166.27 Host_192.168.166.42 Host_192.168.188.34 Host_192.168.188.60,always,PORT_ESXI_INFO,all,accept,enable,,,,,,
CT901NM,28,IEIP Jumpnode to HSN NM,b44faa3a-250c-51e9-74dd-83a9687bc5fa,E.NMC,I.HSN.NM,Range_192.168.150.107-108 Host_192.168.150.8 Range_192.168.188.174-175 Host_192.168.190.124,Net_10.70.144.0,always,TCP/22 TCP/80 TCP/443 TCP/902 UDP/427,all,accept,enable,,,,,,
CT901NM,999,Explicit Deny,a36bfacc-2e7a-51e8-145c-dae95e1279d7,any,any,all,all,always,ALL,all,,,,,,,,
CT901CASH1,2,Yum Repository,295ffcea-5ee4-51e6-b52c-8f54afc3ae15,I.CASHMGT,E.NMC,NET_10.70.13.0_mgt Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt NET_10.90.25.0_mgt NET_10.91.25.0_mgt,HOST_10.164.1.21 HOST_10.164.129.21,always,"TCP/80,443",all,accept,enable,,,,,,otpc-all
CT901CASH1,3,CTM Management,4d91d49e-5ee4-51e6-be3a-e8279e7a8b40,E.NMC,I.CASHMGT,HOST_10.164.1.21 HOST_10.164.1.26 HOST_10.164.1.27 HOST_10.164.129.21,NET_10.70.13.0_mgt Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt NET_10.90.25.0_mgt NET_10.91.25.0_mgt,always,TCP/22 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,4,Puppet,6e47e32c-5ee4-51e6-8d5a-837230a7719b,I.CASHMGT,E.NMC,NET_10.1.88.0_mgt NET_10.1.95.0_mgt NET_10.70.13.0_mgt Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt,HOST_10.164.1.118,always,PORT_PUPPET,all,accept,enable,,,,,,otpc-all
CT901CASH1,5,ILO,87aeb0d4-5ee4-51e6-fc4a-5bd411ab2562,E.NMC,I.CASHMGT,HOST_10.164.1.8 HOST_10.164.1.21 HOST_10.164.129.21,Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt NET_10.90.25.0_mgt NET_10.91.25.0_mgt,always,PORT_ILO ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,6,One View,a4c94206-5ee4-51e6-a32b-2fb202bb4eba,E.NMC,I.CASHMGT,HOST_10.164.1.36 Host_10.164.130.36,Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt NET_10.90.25.0_mgt NET_10.91.25.0_mgt,always,PORT_ONEVIEW,all,accept,enable,,,,,,otpc-all
CT901CASH1,7,One View2,c5d79e20-5ee4-51e6-528f-9c8ec1604260,I.CASHMGT,E.NMC,Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt NET_10.90.25.0_mgt NET_10.91.25.0_mgt,HOST_10.164.1.36 Host_10.164.130.36,always,PORT_ONEVIEW,all,accept,enable,,,,,,otpc-all
CT901CASH1,8,VNC,e5e27f40-5ee5-51e6-f699-04c810058193,E.NMC,I.CASHMGT,HOST_10.164.1.21,HOST_10.90.10.37 HOST_10.90.10.38 HOST_10.91.10.37 HOST_10.91.10.38,always,PORT_VNC,all,accept,enable,,,,,,otpc-all
CT901CASH1,13,NTP dev,957a5b46-6911-51e6-b6a6-16938b8744a5,I.Dev.CASHMGT,E.NMC,NET_10.163.247.0,HOST_10.164.1.21 HOST_10.164.129.21,always,NTP_UDP/123,all,accept,enable,,,,,,otpc-all
CT901CASH1,14,Yum Repository dev,66011eb2-6912-51e6-1f42-d7651cdf7ab4,I.Dev.CASHMGT,E.NMC,NET_10.163.247.0,HOST_10.164.1.21 HOST_10.164.129.21,always,TCP/80 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,15,ILO dev,ec5c521a-6912-51e6-7830-9eb0a7f3509f,E.NMC,I.Dev.CASHMGT,HOST_10.164.1.21 HOST_10.164.129.21,NET_10.163.247.0,always,PORT_ILO2 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,16,Yum Repository dev2,6a38bbde-6917-51e6-6f8a-9b680e23768b,I.Dev.CASH,E.NMC,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.223.0 NET_10.163.224.0 NET_10.163.225.0 NET_10.163.226.0 NET_10.163.227.0 NET_10.163.228.0 NET_10.163.229.0 NET_10.163.230.0 NET_10.163.246.0,HOST_10.164.1.21 HOST_10.164.1.26,always,"TCP/80,443 ALL_ICMP",all,accept,enable,,,,,,otpc-all
CT901CASH1,17,CTM Management2,7def3e28-6917-51e6-0f68-e5d4beada8c8,E.NMC,I.Dev.CASH,HOST_10.164.1.21 HOST_10.164.1.26,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.223.0 NET_10.163.224.0 NET_10.163.225.0 NET_10.163.226.0 NET_10.163.227.0 NET_10.163.228.0 NET_10.163.229.0 NET_10.163.230.0 NET_10.163.246.0 NET_10.163.220.0,always,TCP/22 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,18,App Mgt,19e76a58-7417-51e6-64a3-ad3b9834a552,I.Dev.CASHMGT,I.Dev.CASH,NET_10.163.247.0,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.223.0 NET_10.163.224.0 NET_10.163.225.0 NET_10.163.226.0,always,TCP/22 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,19,Wabi Mgt,ae5c1aa0-5f2a-51e6-f6d5-232922d04ddf,I.Dev.CASHMGT,I.Dev.CASH,NET_10.163.247.0,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0,always,TCP/3389 - B,all,accept,enable,,,,,,otpc-all
CT901CASH1,20,Puppet2,b5d1aa8e-5f2a-51e6-46e8-588d1b6f0034,I.Dev.CASH,E.NMC,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0,HOST_10.164.1.118,always,PORT_PUPPET,all,accept,enable,,,,,,otpc-all
CT901CASH1,21,VNC2,32dcbb50-5f8e-51e6-dc59-d7c935ae4286,E.NMC,I.Dev.CASHMGT,HOST_10.164.1.21,NET_10.163.247.0,always,PORT_VNC,all,accept,enable,,,,,,otpc-all
CT901CASH1,22,OCG testing,367070b8-5f8e-51e6-e029-3f6c1304ff62,I.CASHMGT,I.Dev.CASH,NET_10.1.95.0_mgt,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.246.0,always,PORT_OCG_TESTING PORT_OCG_DB ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,23,OCG DB,1b1af0e8-74cb-51e6-2b5a-deceb224eeba,I.Dev.CASH,I.CASHMGT,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.246.0,NET_10.1.95.0_mgt,always,PORT_OCG_DB ALL_ICMP PORT_OCG_TESTING,all,accept,enable,,,,,,otpc-all
CT901CASH1,24,OCG testing_ocg-to-otpc,cbc9deb2-7508-51e6-0d0b-4e012c2f633e,E.OCG,I.Dev.CASH,NET_10.1.95.0_SDN2OCG,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.246.0,always,PORT_OCG_TESTING PORT_OCG_DB ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,25,OCG_DB_otpc-to-ocg,843e69ae-7509-51e6-1a91-5eb01eeec799,I.Dev.CASH,E.OCG,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.246.0,NET_10.1.95.0_SDN2OCG,always,PORT_OCG_DB ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,26,AMS Tandem,4cd05a48-7574-51e6-b2da-574925103cee,E.OCG,I.Dev.CASH,HOST_10.70.12.1_SDN2OCG HOST_10.70.12.2_SDN2OCG HOST_10.70.12.3_SDN2OCG HOST_10.70.12.4_SDN2OCG,NET_10.163.246.0,always,ALL_ICMP PORT_SFTP,all,accept,enable,,,,,,otpc-all
CT901CASH1,27,MTL development server_1,eec61c94-7636-51e6-81e0-1cdd4e3cefc4,E.MTC,I.Dev.CASHMGT,RANGE_10.193.40.1-250,NET_10.163.247.0,always,ALL_ICMP PORT_MTC,all,accept,enable,,,,,,otpc-all
CT901CASH1,28,MTL development server_2,67ad01be-7640-51e6-5b60-f21b13bde5c1,E.MTC,I.Dev.CASH,RANGE_10.193.40.1-250,NET_10.163.231.0 NET_10.163.232.0,always,ALL_ICMP PORT_MTC,all,accept,enable,,,,,,otpc-all
CT901CASH1,29,MTC VDI IP_1,1f71a674-7641-51e6-a83c-acf39698dd99,E.MTC,I.Dev.CASHMGT,RANGE_10.193.36.1-200,NET_10.163.247.0,always,ALL_ICMP PORT_MTC PORT_MTC_VDI_1 PORT_MTC_VDI_2,all,accept,enable,,,,,,otpc-all
CT901CASH1,30,MTC VDI IP_2,faddcef4-7641-51e6-6823-65c4af1e9de5,E.MTC,I.Dev.CASH,RANGE_10.193.36.1-200,NET_10.163.231.0 NET_10.163.232.0,always,ALL_ICMP PORT_MTC,all,accept,enable,,,,,,otpc-all
CT901CASH1,31,Citrix XenApp Worker_1,793aac2c-7642-51e6-4445-dab38954acba,E.MTC,I.Dev.CASHMGT,HOST_10.193.35.19,NET_10.163.247.0,always,ALL_ICMP PORT_MTC,all,accept,enable,,,,,,otpc-all
CT901CASH1,32,Citrix XenApp Worker_2,b27fc436-7642-51e6-a3c8-49b06e18d840,E.MTC,I.Dev.CASH,HOST_10.193.35.19,NET_10.163.231.0 NET_10.163.232.0,always,ALL_ICMP PORT_MTC,all,accept,enable,,,,,,otpc-all
CT901CASH1,33,MTC WABI,0fc35e74-83bc-51e6-3538-4a43f515a591,E.MTC,I.Dev.CASHMGT,RANGE_10.193.40.1-250 HOST_10.193.35.19 HOST_10.193.35.21 RANGE_10.193.36.1-200,RANGE_10.163.247.130-159,always,PORT_MTC_WABI PORT_MTC_WABI_2,all,accept,enable,,,,,,otpc-all
CT901CASH1,34,UCN NAT WABI,74f798d4-83bf-51e6-e14e-cdd0fa0b0f4d,E.UCN,I.Dev.CASHMGT,NET_192.168.86.0,RANGE_10.163.247.130-159,always,PORT_MTC_WABI,all,accept,enable,Clone of MTC WABI,,,,,otpc-all
CT901CASH1,35,MTC VDI IP WABI,c4a5894a-83bf-51e6-bc1c-838f7e7c0ffc,E.MTC,I.Dev.CASHMGT,RANGE_10.193.36.1-200,RANGE_10.163.247.130-159,always,PORT_MTC_WABI,all,accept,enable,,,,,,otpc-all
CT901CASH1,36,Citrix XenApp Worker WABI,f48bb120-83bf-51e6-6fe4-c336b188497c,E.MTC,I.Dev.CASHMGT,HOST_10.193.35.19,RANGE_10.163.247.130-159,always,PORT_MTC_WABI,all,accept,enable,,,,,,otpc-all
CT901CASH1,37,OA Prod to OTPC UAT,262d3e56-8550-51e6-833f-5d02767bb205,E.OAPROD,I.CASHMGT,HOSTGP_OAPROD_HOST,HOST_10.90.10.17,always,ALL_ICMP TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,38,DEV_IAN_ESQ-6/F_WABI,9c681380-a1ab-51e6-f753-ce73f44d90b5,E.Dev.CASHIAN,I.Dev.CASHMGT,RANGE_10.63.125.6-9,HOST_10.163.247.146 HOST_10.163.247.153,always,ALL_ICMP PORT_MTC_WABI,all,accept,enable,,,,,,otpc-all
CT901CASH1,39,Solarflare capture,c6066192-aba6-51e6-1205-b4a508117d5d,E.NMC,I.Dev.CASHMGT,HOST_10.164.1.8,HOST_10.163.247.20,always,"TCP/22 TCP/80,443",all,accept,enable,,,,,,otpc-all
CT901CASH1,40,Citrix XenApp Worker JIRA,8039008c-c8b8-51e6-b5dc-415e4505bd92,E.MTC,I.Dev.CASHMGT,HOST_10.193.35.19 HOST_10.193.35.21,HOST_10.163.247.107,always,TCP/80 TCP/8080 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,41,CTM Management3,a042ea22-cd78-51e6-a729-b75f45f0d9f4,E.NMC,I.CASHMGT,HOST_10.164.1.26 HOST_10.164.1.27,Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt,always,ALL_ICMP TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,42,OTPC Test Data,e26a0e56-d3b0-51e6-898e-50d17835fd8e,E.OCG,I.Dev.CASH,HOST_10.70.12.1_SDN2OCG HOST_10.70.12.2_SDN2OCG HOST_10.70.12.3_SDN2OCG HOST_10.70.12.4_SDN2OCG,NET_10.163.246.0,always,TCP/20001,all,accept,enable,,,,,,otpc-all
CT901CASH1,43,MIT SSH,2d72f766-deb3-51e6-2324-120739f8076b,E.OCG,I.CASHMGT,HOST_10.1.95.145_SDN2OCG HOST_10.1.95.114_SDN2OCG HOST_10.1.95.120_SDN2OCG HOST_10.1.95.130_SDN2OCG HOST_10.1.95.132_SDN2OCG HOST_10.1.95.146_SDN2OCG,HOST_10.90.10.17 HOST_10.90.10.18,always,ALL_ICMP PORT_OCG_TESTING,all,accept,enable,Market_Zone:Core_Zone:43:OTPC:CTSD&S:MIT:,,,,,otpc-all
CT901CASH1,44,DEV IAN ESQ 6/F UAT,71974f7e-e9b6-51e6-2551-094dd485574f,E.Dev.CASHIAN,I.Dev.CASH,NET_10.63.116.0 NET_10.63.125.0,HOST_10.163.234.16 HOST_10.163.234.17 HOST_10.163.234.20 HOST_10.163.234.24 HOST_10.163.234.25 HOST_10.163.234.27 HOST_10.163.234.21,always,ALL_ICMP,all,accept,enable,Market_Zone:Core_Zone:43:OTPC:CTSD&S:DEV_IAN_ESQ_UAT:2017_0202,,,,,otpc-all
CT901CASH1,45,DEV IAN ESQ 6/F UAT_2,b5a8e2fe-ec27-51e6-bc01-8920affc22ec,E.Dev.CASHIAN,I.Dev.CASH,NET_10.63.116.0 NET_10.63.125.0,HOST_10.163.234.16 HOST_10.163.234.17 HOST_10.163.234.20 NET_10.163.231.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0,always,"TCP/80,443 TCP/8080 TCP/8443",all,accept,enable,Market_Zone:Core_Zone:44:OTPC:CTSD&S:DEV_IAN_ESQ_UAT:2017_0206,,,,,otpc-all
CT901CASH1,46,DEV IAN ESQ 6/F UAT_3,0c9340be-ec28-51e6-3e21-b38fa3d83267,E.Dev.CASHIAN,I.Dev.CASH,NET_10.63.116.0 NET_10.63.125.0,HOST_10.163.234.24 HOST_10.163.234.25 NET_10.163.231.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0,always,TCP/3001,all,accept,enable,Market_Zone:Core_Zone:46:OTPC:CTSD&S:DEV_IAN_ESQ_UAT:2017_0206,,,,,otpc-all
CT901CASH1,47,DEV IAN ESQ 6/F UAT_4,3420fc3e-ec28-51e6-ab6e-6626a092369f,E.Dev.CASHIAN,I.Dev.CASH,NET_10.63.116.0 NET_10.63.125.0,HOST_10.163.234.27 NET_10.163.231.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.223.0,always,TCP/22,all,accept,enable,Market_Zone:Core_Zone:47:OTPC:CTSD&S:DEV_IAN_ESQ_UAT:2017_0206,,,,,otpc-all
CT901CASH1,48,DEV IAN ESQ 6/F UAT_5,b3e2ac7e-ec28-51e6-0981-ed3c24b9169d,E.Dev.CASHIAN,I.Dev.CASH,NET_10.63.116.0 NET_10.63.125.0,HOST_10.163.234.21 NET_10.163.246.0,always,PORT_MAPDRIVE,all,accept,enable,Market_Zone:Core_Zone:48:OTPC:CTSD&S:DEV_IAN_ESQ_UAT:2017_0206,,,,,otpc-all
CT901CASH1,49,NTP dev_2,7f820e78-edb5-51e6-11a7-2dc6a05f32e3,I.Dev.CASH,E.NMC,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0 NET_10.163.223.0 NET_10.163.224.0 NET_10.163.225.0 NET_10.163.226.0 NET_10.163.227.0 NET_10.163.228.0 NET_10.163.229.0 NET_10.163.230.0,HOST_10.164.1.100 HOST_10.164.129.100,always,ALL_ICMP NTP_UDP/123,all,accept,enable,Market_Zone:Admin_Zone:49:OTPC:TSE:DEV_NTP:2017_0207,,,,,otpc-all
CT901CASH1,50,OTPC to SMTP,d46eb77a-f354-51e6-fb53-693e8580a0d4,I.Dev.CASH,E.UCN,NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.231.0 NET_10.163.232.0 NET_10.163.238.0,HOST_192.168.110.23,always,ALL_ICMP TCP/25,all,accept,enable,Market_Zone:Admin_Zone:50:OTPC:SD&D:UCN_SMTP:2017_0215,,,,,otpc-all
CT901CASH1,51,Yum Repository_2,ee436102-f50a-51e6-0e5a-e2d3e88d0d16,I.CASHMGT,E.NMC,NET_10.70.3.0_mgt,HOST_10.164.1.21,always,"ALL_ICMP TCP/80,443",all,accept,enable,Market_Zone:Admin_Zone:51:OTPC:TSE:YUM:2017_0217,,,,,otpc-all
