vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,schedule,service,logtraffic,action,utm-status,comments,status,nat,ippool,poolname,ips-sensor
CT901CASH1,250,STATWEB to STAGING,07d08330-8c68-51e7-6dfd-47ca638886ba,I.SATWEB,E.UCN,Net_10.70.15.0,Host_10.193.48.22,always,PORT_SFTP,all,accept,enable,,,,,,otpc-all
CT901CASH1,251,SAT WEB to TOF APP ping,da048052-8ecc-51e7-039b-0544035085e7,I.SATWEB,I.TOFAPP,Net_10.70.14.0 Net_10.70.15.0 Net_10.70.4.0 Net_10.70.5.0_,Net_10.70.12.0 Net_10.70.13.0 Net_10.70.2.0 Net_10.70.22.0 Net_10.1.141.0 Net_10.70.16.0 Net_10.70.3.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,252,,048ee28c-8ecc-51e7-f9aa-69e01e836f0c,I.SATWEB,I.TOFAPP,Range_10.70.14.51-52,Range_10.70.12.30-32,always,TCP/50000-50005 TCP/51000-51005,all,accept,enable,,,,,,otpc-all
CT901CASH1,253,,04b02e60-8ecc-51e7-0419-2c2b0b9cf765,I.SATWEB,I.TOFAPP,Range_10.70.14.51-52,Host_10.70.22.208,always,UDP/123,all,accept,enable,,,,,,otpc-all
CT901CASH1,397,20171023,86cc3a32-b7a4-51e7-89d6-0489008e455f,I.SATWEB,E.OCG,Host_10.70.14.61,Range_10.70.12.1-4_2,always,TCP/22,all,accept,enable,Clone of 254,,,,,otpc-all
CT901CASH1,254,,04d181b4-8ecc-51e7-716f-4b217ac34a1e,I.SATWEB,I.TOFAPP,Host_10.70.14.61,Range_10.70.12.30-34 Range_10.70.13.72-73 Range_10.70.12.131-134,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,255,,04f2d29c-8ecc-51e7-75ba-c8ff5786f0fc,I.SATWEB,I.TOFAPP,Range_10.70.14.51-52,Range_10.70.12.30-34,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,256,SAT WEB to UCN PING,05142492-8ecc-51e7-d7e8-0948dd88bc46,I.SATWEB,E.UCN,Net_10.70.14.0 Net_10.70.15.0 Net_10.70.4.0 Net_10.70.5.0_,Net_192.168.0.0/16 Net_10.193.46.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,257,,053575e8-8ecc-51e7-0dc4-d7e1d90f9284,I.SATWEB,E.UCN,Net_10.70.14.0,Host_192.168.25.16,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,258,Temp SAT WEB to UCN,0556ca7c-8ecc-51e7-bca0-f58c1ca5b753,I.SATWEB,E.UCN,Range_10.70.14.51-52 Host_10.70.14.61,Net_192.168.0.0/16,always,ALL,all,accept,enable,,,,,,otpc-all
CT901CASH1,259,SAT WEB to CCASS Host PING,05781c2c-8ecc-51e7-aebb-305c874a401f,I.SATWEB,E.XSYS,Net_10.70.14.0,Host_172.22.5.3 Host_172.22.3.2,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,260,,059971c4-8ecc-51e7-165e-2845815c5061,I.SATWEB,I.TOFAPP,Net_10.70.14.0 Net_10.70.4.0,Net_10.70.12.0 Net_10.70.2.0,always,PORT_DOLLARU TCP/22 TCP/1888-1889,all,accept,enable,,,,,,otpc-all
CT901CASH1,261,,05bac2f2-8ecc-51e7-d03e-fbb15040a7f3,I.SATWEB,I.TOFAPP,Range_10.70.14.101-102,Range_10.70.12.101-106,always,TCP/1888-1889,all,accept,enable,,,,,,otpc-all
CT901CASH1,262,,05fcb19e-8ecc-51e7-924b-98863460e532,I.SATWEB,I.TOFAPP,Range_10.70.14.101-102,Net_10.1.141.0,always,TCP/32900-32999,all,accept,enable,,,,,,otpc-all
CT901CASH1,263,,05fe696c-8ecc-51e7-abce-3279a5d5d1e9,I.SATWEB,E.UCN,Range_10.70.14.101-102,Range_192.168.176.50-55,always,TCP/389,all,accept,enable,,,,,,otpc-all
CT901CASH1,264,,061eb6c2-8ecc-51e7-3645-463e6c5be521,I.TOFAPP,I.SATWEB,Range_10.70.12.30-34,Range_10.70.14.51-52,always,TCP/22 UDP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,265,TOF APP to SAT WEB ping,f62c7168-8ecc-51e7-b16e-bf3d2987b928,I.TOFAPP,I.SATWEB,Net_10.70.12.0 Net_10.70.13.0 Net_10.70.2.0 Net_10.70.22.0 Net_10.1.141.0 Net_10.70.16.0 Net_10.70.3.0,Net_10.70.14.0 Net_10.70.4.0 Net_10.70.5.0_,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,266,,06615ab8-8ecc-51e7-7210-a5477754621f,I.TOFAPP,I.SATWEB,Range_10.70.12.30-34 Range_10.70.13.72-73 Range_10.70.12.1-4 Range_10.70.12.131-134 Range_10.70.12.80-81 Range_10.70.2.80-81,Host_10.70.14.61,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,267,,0682ace0-8ecc-51e7-dd9d-175b6921aeec,I.CASH.Trust,I.SATWEB,Net_10.1.93.0 Host_10.1.90.86,Net_10.70.14.0,always,TCP/22 PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,268,,06a3ffe4-8ecc-51e7-3111-2e82d2eb02dd,E.SMARTS,I.SATWEB,Host_10.2.150.21 Host_10.1.150.21,Host_10.70.14.61,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,269,SMARTS to SAT WEB ping,06c550f4-8ecc-51e7-fc22-f6f03ca995d2,E.SMARTS,I.SATWEB,Net_10.2.150.0 Net_10.1.150.0,Net_10.70.14.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,270,,06e6a204-8ecc-51e7-206d-4106fc6a597d,I.TOFAPP,I.SATWEB,Range_10.70.12.131-134,Host_10.70.14.53,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,271,,801f4e00-8ecc-51e7-01d4-59458f527253,E.XSYS,I.SATWEB,Host_172.22.3.2 Host_172.22.5.3 Host_172.22.8.4,Host_10.70.14.61,always,PORT_FTPS TCP/50001-50002,all,accept,enable,,,,,,otpc-all
CT901CASH1,272,Temp UCN to SAT WEB,07294a5a-8ecc-51e7-77f9-22d8420ee66d,E.UCN,I.SATWEB,Net_192.168.0.0/16,Host_10.70.14.61,always,ALL,all,accept,enable,,,,,,otpc-all
CT901CASH1,273,,074a989a-8ecc-51e7-ce4f-9ad21f3e9d21,I.TOFAPP,I.SATWEB,Net_10.70.12.0 Net_10.70.2.0,Net_10.70.14.0 Net_10.70.4.0,always,PORT_DOLLARU TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,274,CCCG to CCCG admin SSH,076bf166-8ecc-51e7-6d25-d5b90d1325a4,I.TOFAPP,I.SATWEB,Net_10.1.141.0 Range_10.70.12.101-102,Range_10.70.14.101-102,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,275,IIS to SAT WEB SSH,078d41b8-8ecc-51e7-0507-c773834a724f,E.MDF1.TB,I.SATWEB,Range_192.168.20.14-15 Range_192.168.20.24-25,Host_10.70.14.61,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,276,,07ae8e86-8ecc-51e7-ad0a-e2a05a70d7f9,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Host_10.70.15.61,Host_10.70.13.70 Range_10.70.13.72-73,always,TCP/50004 UDP/50004 UDP/514 UDP/162 TCP/162,all,accept,enable,,,,,,otpc-all
CT901CASH1,277,,07cfe18a-8ecc-51e7-09bf-400c5b8798ee,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Host_10.70.15.61,Host_10.70.16.11 Range_10.70.13.72-73 Range_10.70.13.61-64,always,PORT_DOLLARU,all,accept,enable,,,,,,otpc-all
CT901CASH1,278,,07f13998-8ecc-51e7-b74a-44369e84a790,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Host_10.70.15.61 Host_10.70.15.217,Host_10.70.16.12,always,TCP/1556 TCP/13724,all,accept,enable,,,,,,otpc-all
CT901CASH1,279,,27b72c64-8ecd-51e7-7aed-b52257ac58b2,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Host_10.70.15.61,Host_10.70.16.11,always,TCP/383 TCP/9383,all,accept,enable,,,,,,otpc-all
CT901CASH1,280,,0833e23e-8ecc-51e7-7bb7-ce9f75a3ddbd,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Host_10.70.15.61,Range_10.70.13.61-64,always,UDP/123,all,accept,enable,,,,,,otpc-all
CT901CASH1,281,,08552e58-8ecc-51e7-7fff-5036854d95b8,I.SATWEB,E.UCN,Range_10.70.15.51-52,Host_192.168.150.65 Host_192.168.150.73,always,TCP/21 TCP/80 TCP/443 TCP/2967 TCP/7070 TCP/11267,all,accept,enable,,,,,,otpc-all
CT901CASH1,282,SAT WEB to NMC Ping,08768bb6-8ecc-51e7-f15f-8609408adcc8,I.SATWEB,E.NMC,Net_10.70.15.0,Net_10.164.1.0 Net_10.164.129.0 Net_10.63.142.0 Net_10.163.142.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,283,SAT WEB to NMC CTM,08b976d8-8ecc-51e7-f759-f35246b21e7b,I.SATWEB,E.NMC,Net_10.70.15.0,Net_10.164.1.0 Net_10.164.129.0,always,TCP/80,all,accept,enable,,,,,,otpc-all
CT901CASH1,284,,08bb32ac-8ecc-51e7-fed3-d45b6609b07c,I.SATWEB,E.NMC,Net_10.70.15.0,Host_10.164.1.23 Host_10.164.1.24 Range_10.63.142.1-6 Host_10.163.142.24,always,PORT_DOLLARU TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,285,,08da73ce-8ecc-51e7-3ba8-93bfdc98f8e1,I.SATWEB,I.TOFAPP,Net_10.70.15.0 Net_10.70.5.0_,Net_10.70.3.0 Net_10.70.13.0,always,PORT_DOLLARU TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,286,,08fbc790-8ecc-51e7-7755-afcfcfe91dec,I.SATWEB,E.UCN,Net_10.70.15.0 Net_10.70.5.0_,Host_192.168.214.6,always,UDP/514-515,all,accept,enable,,,,,,otpc-all
CT901CASH1,287,SAT WEB OneView,091d1788-8ecc-51e7-9098-c1f41e436c50,I.SATWEB,E.NMC,Net_10.70.15.0 Net_10.70.5.0_,Range_10.164.1.35-36,always,TCP/443 UDP/161-162 UDP/2162,all,accept,enable,,,,,,otpc-all
CT901CASH1,288,SAT WEB NTP,093e69e2-8ecc-51e7-1110-2883283c09c4,I.SATWEB,E.NMC,Net_10.70.15.0,HOST_10.164.1.100 HOST_10.164.129.100,always,UDP/123,all,accept,enable,,,,,,otpc-all
CT901CASH1,289,SAT WEB to UCN SNMP and BMC ,095fbec6-8ecc-51e7-8f13-1162075a2862,I.SATWEB,E.UCN,Net_10.70.15.0 Net_10.70.5.0_,Host_192.168.150.225 Host_192.168.150.226 Host_192.168.188.225 Host_192.168.188.226,always,UDP/161-162 PORT_BMC_Monitor,all,accept,enable,,,,,,otpc-all
CT901CASH1,290,SAT WEB to NMC SNMP and BMC,09810ec8-8ecc-51e7-30e4-d601eb8d6bac,I.SATWEB,E.NMC,Net_10.70.15.0,Host_10.164.129.8,always,UDP/161-162 PORT_BMC_Monitor,all,accept,enable,,,,,,otpc-all
CT901CASH1,291,SAT WEB Networker,1effac14-8ed1-51e7-54b0-7a028b9082c5,I.SATWEB,E.NMC,Net_10.70.15.0,NetGp_Networker,always,PORT_Network_Backup,all,accept,enable,,,,,,otpc-all
CT901CASH1,292,SAT WEB Bladelogic,1f2669ee-8ed1-51e7-1679-f88030fc6e05,I.SATWEB,E.UCN,Net_10.70.15.0,Host_192.168.150.230 Host_192.168.188.230,always,TCP/4750,all,accept,enable,,,,,,otpc-all
CT901CASH1,293,,1f47adca-8ed1-51e7-cf24-3959fa5adc73,I.SATWEB,E.UCN,Net_10.70.15.0,Host_192.168.150.109,always,TCP/5985-5986,all,accept,enable,,,,,,otpc-all
CT901CASH1,294,,1f69192e-8ed1-51e7-c5bb-c715caa78b10,I.TOFAPP,I.SATWEB,Host_10.70.13.70 Range_10.70.13.72-73,Range_10.70.15.51-52 Host_10.70.15.61,always,UDP/514 TCP/705 TCP/22 TCP/21 TCP/443 TCP/80 TCP/5988-5989 UDP/22 TCP/3002-23002 TCP/3389 TCP/9300 TCP/1311 TCP/2301 TCP/2381 TCP/3257 TCP/8008 PORT_DOLLARU,all,accept,enable,,,,,,otpc-all
CT901CASH1,295,,1f8aa940-8ed1-51e7-2c23-936b9c0bbec1,I.TOFAPP,I.SATWEB,Range_10.70.13.61-64,Range_10.70.15.51-52 Host_10.70.15.61,always,PORT_DOLLARU TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,296,,1fabeb6e-8ed1-51e7-01da-236d000b44e8,I.TOFAPP,I.SATWEB,Host_10.70.16.12,Range_10.70.15.51-52 Host_10.70.15.61 Host_10.70.15.217,always,TCP/1556 TCP/13724,all,accept,enable,,,,,,otpc-all
CT901CASH1,297,,1fccb812-8ed1-51e7-cc05-dba72637eaa0,I.TOFAPP,I.SATWEB,Host_10.70.16.11,Range_10.70.15.51-52 Host_10.70.15.61,always,TCP/383 TCP/9383 PORT_DOLLARU,all,accept,enable,,,,,,otpc-all
CT901CASH1,298,Temp UCN to SAT WEB Bladelogic,1fee2204-8ed1-51e7-1cc2-6311c1087421,E.UCN,I.SATWEB,Net_192.168.150.0,Net_10.70.15.0,always,TCP/4750,all,accept,enable,,,,,,otpc-all
CT901CASH1,299,,201028fe-8ed1-51e7-d7b3-47a05a4fbba8,I.TOFAPP,I.SATWEB,Host_10.70.13.63,Host_10.70.15.217,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,300,NMC to SAT WEB Ping,2030cfe6-8ed1-51e7-f99c-bbe2a1d0aa3e,E.NMC,I.SATWEB,Net_10.164.1.0 Net_10.164.129.0 Net_10.63.142.0 Net_10.163.142.0,Net_10.70.15.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,301,NMC CTM to SAT WEB,2051c7f0-8ed1-51e7-fc10-21975a21052b,E.NMC,I.SATWEB,HOST_10.164.1.21 HOST_10.164.1.26 HOST_10.164.1.27 HOST_10.164.129.21 HOST_10.164.129.26,Net_10.70.15.0 Net_10.70.5.0_,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,302,,2099b09c-8ed1-51e7-ab69-0719bacbfda1,I.TOFAPP,I.SATWEB,Host_10.70.13.70,Range_10.70.15.51-52 Host_10.70.15.217,always,UDP/161,all,accept,enable,,,,,,otpc-all
CT901CASH1,303,NMC to SAT WEB DollarU,209b670c-8ed1-51e7-5994-2fab6e9461e5,E.NMC,I.SATWEB,Host_10.164.1.23 Host_10.164.1.24 Range_10.63.142.1-6 Host_10.163.142.24,Net_10.70.15.0,always,PORT_DOLLARU,all,accept,enable,,,,,,otpc-all
CT901CASH1,304,,20b5dcd6-8ed1-51e7-a6a4-1c6b1e54e1f6,I.TOFAPP,I.SATWEB,Net_10.70.3.0 Net_10.70.13.0,Net_10.70.15.0 Net_10.70.5.0_,always,PORT_DOLLARU,all,accept,enable,,,,,,otpc-all
CT901CASH1,305,Temp MTC to SAT Web,20d80ae0-8ed1-51e7-bce2-d5a0051447a8,E.MTC,I.SATWEB,Net_10.193.36.0,Net_10.70.15.0,always,ALL,all,accept,enable,,,,,,otpc-all
CT901CASH1,306,SAT WEB OneView 2,20f8fcaa-8ed1-51e7-52e8-04a4254ea0b5,E.NMC,I.SATWEB,HOST_10.164.1.36 Host_10.164.130.36,Net_10.70.15.0 Net_10.70.5.0_,always,PORT_ONEVIEW,all,accept,enable,,,,,,otpc-all
CT901CASH1,307,,2119a70c-8ed1-51e7-8b98-d828abe93a4a,E.NMC,I.SATWEB,NetGp_Networker,Net_10.70.15.0,always,PORT_Network_Backup,all,accept,enable,,,,,,otpc-all
CT901CASH1,308,,213bae1a-8ed1-51e7-cd06-437613bbc22e,E.UCN,I.SATWEB,Host_192.168.150.225 Host_192.168.150.226 Host_192.168.188.225 Host_192.168.188.226,Net_10.70.15.0 Net_10.70.5.0_,always,PORT_BMC_Monitor,all,accept,enable,,,,,,otpc-all
CT901CASH1,309,,215cc50a-8ed1-51e7-ddcd-6de5839ef86f,E.NMC,I.SATWEB,Host_10.164.129.8,Net_10.70.15.0,always,PORT_BMC_Monitor,all,accept,enable,,,,,,otpc-all
CT901CASH1,310,,217e54e0-8ed1-51e7-7f6d-87b7f1ad86f9,E.UCN,I.SATWEB,Host_192.168.150.230 Host_192.168.188.230,Net_10.70.15.0,always,TCP/4750,all,accept,enable,,,,,,otpc-all
CT901CASH1,311,,85c314e0-8ed1-51e7-be4a-b1ef90b41344,E.NMC,I.SATWEB,Net_10.63.142.0 Net_10.163.143.0,Net_10.70.15.0 Net_10.70.5.0_,always,TCP/22 TCP/80 TCP/443 TCP/8080 TCP/8443,all,accept,enable,,,,,,otpc-all
CT901CASH1,312,,21c15484-8ed1-51e7-a222-18f253e9c98c,I.TOFAPP,I.SATWEB,Host_10.70.16.12,Host_10.70.15.217,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,313,,21e1d010-8ed1-51e7-bb12-4aa1f931f678,E.UCN,I.SATWEB,Net_10.193.46.0,Range_10.70.15.51-52,always,TCP/22 TCP/80 TCP/443 TCP/5000-65535,all,accept,enable,,,,,,otpc-all
CT901CASH1,314,,2203619e-8ed1-51e7-e0e1-ac0334fa4105,E.UCN,I.SATWEB,Net_10.193.46.0,Host_10.70.15.61,always,TCP/3389 TCP/445 TCP/139 UDP/137-138,all,accept,enable,,,,,,otpc-all
CT901CASH1,315,,2224f570-8ed1-51e7-7f11-e81797ce4d3c,E.UCN,I.SATWEB,Net_10.193.46.0,Net_10.70.15.0,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,316,,40ff8f1e-8ed1-51e7-d69d-fc21235a1350,E.UCN,I.SATWEB,Range_192.168.166.181-182,Net_10.70.15.0,always,TCP/17988 TCP/17990 TCP/3002 TCP/3389 TCP/9330 TCP/22 TCP/21 TCP/80 TCP/443,all,accept,enable,,,,,,otpc-all
CT901CASH1,317,UCN to SAT WEB Ping,4126068a-8ed1-51e7-ace1-557f14e9eff4,E.UCN,I.SATWEB,Net_192.168.0.0/16 Net_10.193.46.0,Net_10.70.14.0 Net_10.70.15.0,always,ALL,all,accept,enable,,,,,,otpc-all
CT901CASH1,318,OADM-WEB Mgmt to SIEM 1,3b867dbc-8ed2-51e7-3cd6-7710cc4bb6db,I.OAdmWEB,E.UCN,Net_10.90.22.0 Net_10.91.22.0,Host_192.168.214.6,always,UDP/514-515,all,accept,enable,,,,,,otpc-all
CT901CASH1,319,OADM-APP Mgmt to SIEM 1,641d4fd0-8ed2-51e7-f858-cc770bb0c245,I.OAdmAPP,E.UCN,Net_10.90.25.0 Net_10.91.25.0,Host_192.168.214.6,always,UDP/514-515,all,accept,enable,,,,,,otpc-all
CT901CASH1,321,OADM-WEB Mgmt to SIEM 2,64601b94-8ed2-51e7-4518-1ffb90c0fea6,I.OAdmWEB,E.UCN,Net_10.90.22.0 Net_10.91.22.0,Host_192.168.150.109,always,TCP/5985-5986,all,accept,enable,,,,,,otpc-all
CT901CASH1,322,OADM-APP Mgmt to SIEM 2,647e512c-8ed2-51e7-61b0-6cc8a0e24ce8,I.OAdmAPP,E.UCN,Net_10.90.25.0 Net_10.91.25.0,Host_192.168.150.109,always,TCP/5985-5986,all,accept,enable,,,,,,otpc-all
CT901CASH1,320,OTPC Mgmt to SIEM 1,dd19ab04-8ed2-51e7-75d8-e8d2ac8a7393,I.CASHMGT,E.UCN,Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt,Host_192.168.214.6,always,UDP/514-515,all,accept,enable,,,,,,otpc-all
CT901CASH1,323,OTPC Mgmt to SIEM 2,81c304de-8ed3-51e7-c21a-eba4c55c8971,I.CASHMGT,E.UCN,Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt,Host_192.168.150.109,always,TCP/5985-5986,all,accept,enable,,,,,,otpc-all
CT901CASH1,324,OADM-WEB Mgmt to SIEM 3,81e602f4-8ed3-51e7-aadc-388d289de7f5,I.OAdmWEB,E.UCN,Net_10.90.22.0 Net_10.91.22.0,Host_192.168.176.81 Host_192.168.176.121,always,TCP/80,all,accept,enable,,,,,,otpc-all
CT901CASH1,325,OADM-APP Mgmt to SIEM 3,82041280-8ed3-51e7-2368-29850e7fc5fe,I.OAdmAPP,E.UCN,Net_10.90.25.0 Net_10.91.25.0,Host_192.168.176.81 Host_192.168.176.121,always,TCP/80,all,accept,enable,,,,,,otpc-all
CT901CASH1,326,OTPC Mgmt to SIEM 3,8223cfee-8ed3-51e7-2430-db27202e40c0,I.CASHMGT,E.UCN,Net_10.90.10.0/23_mgt Net_10.91.10.0/23_mgt,Host_192.168.176.81 Host_192.168.176.121,always,TCP/80,all,accept,enable,,,,,,otpc-all
CT901CASH1,327,OTPC APP to SAT WEB DTS SFTP,928d165a-930c-51e7-4062-2b6e1f61e7e9,I.OAdmAPP,I.SATWEB,Net_10.90.20.0 Net_10.91.20.0,Net_10.70.14.0 Net_10.70.4.0,always,TCP/22 PING,all,accept,enable,IT-NCR-2019-[T]2554:Plike79,,,,,otpc-all
CT901CASH1,328,Env 63 to CSC,b59056d0-930c-51e7-280c-641cb046de08,I.Dev.CASH,I.CSCDMZ,RANGE_10.163.237.18-19 Range_10.163.223.18-19 Range_10.163.224.18-19,Host_10.1.125.15_CSCDMZ,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,329,CSC to Env63,07cd16f6-939c-51e7-a595-dc68045baf34,I.CSCDMZ,I.Dev.CASH,Host_10.1.125.15_CSCDMZ,Range_10.163.223.18-19 Range_10.163.224.18-19,always,TCP/22,all,accept,enable,Reverse of Env 63 to CSC,,,,,otpc-all
CT901CASH1,330,Pegasus01,7f51baf4-96e1-51e7-bc2c-dd2257c9f9ee,I.Dev.CASH,E.UCN,NET_10.163.231.0 NET_10.163.232.0 NET_10.163.233.0 NET_10.163.234.0 NET_10.163.235.0 NET_10.163.236.0 NET_10.163.237.0 NET_10.163.238.0,Host_192.168.25.231 Host_192.168.25.232,always,ALL_ICMP TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,331,Pegasus02,ab607324-96e1-51e7-d0b1-f11380d1b169,I.Dev.CASHMGT,E.UCN,NET_10.163.247.0,Host_192.168.25.231 Host_192.168.25.232,always,ALL_ICMP TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,332,Dev.Cash to Dev.MGT,5e931cbe-97ad-51e7-a9a6-543ba9880d10,I.Dev.CASH,I.Dev.CASHMGT,NET_10.163.246.0,Net_10.163.245.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,333,Dev.MGT to Dev.CASH,63a8f05c-97ad-51e7-d384-5a30344be508,I.Dev.CASHMGT,I.Dev.CASH,Net_10.163.245.0,NET_10.163.246.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,334,CSI to TOF APP SFTP,897cf75a-9916-51e7-9681-abf9fa653a1b,E.TOF,I.TOFAPP,Host_10.63.109.102_E.TOF Host_10.63.109.104_E.TOF Range_10.63.109.100-101,Host_10.70.12.45 Host_10.70.12.50 Host_10.70.12.70 Range_10.70.12.53-55 Range_10.70.12.76-77 Range_10.70.12.82-83 Range_10.70.2.76-77 Range_10.70.2.82-83,always,TCP/22,all,accept,enable,IT_NCR Request IT-NCR-2018-[T]1511,,,,,otpc-all
CT901CASH1,335,CSI to TOF APP PING,cc1519a8-9916-51e7-25fa-ee1acb6041c0,E.TOF,I.TOFAPP,Net_10.63.109.0_E.TOF,Net_10.70.12.0 Net_10.70.2.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,336,Cash to NMC NTP,f9241664-9917-51e7-fb54-da56893b0000,I.CASH.Trust,E.NMC,Net_10.1.88.0 Net_10.1.89.0 Net_10.2.88.0 Net_10.2.89.0,HOST_10.164.1.100 HOST_10.164.129.100,always,ALL_ICMP NTP_UDP/123,all,accept,enable,,,,,,otpc-all
CT901CASH1,337,Cash to CSC SFTP,d46f4342-9918-51e7-01b5-608886aa12c1,I.CASH.Trust,E.OMD1.TB,Range_10.1.89.87-88_,Range_10.1.101.1-2 Range_10.2.101.1-2,always,ALL_ICMP TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,338,CTM to DEV Management,f5b93bec-995a-51e7-631e-ecf4676f2a19,E.NMC,I.Dev.CASHMGT,HOST_10.164.1.21 HOST_10.164.1.26,Net_10.163.245.0,always,ALL_ICMP TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,339,DEV Management to CTM,1ead0fa6-995b-51e7-b4ec-65d86e96b530,I.Dev.CASHMGT,E.NMC,Net_10.163.245.0,HOST_10.164.1.21 HOST_10.164.1.26 HOST_10.164.129.21,always,ALL_ICMP TCP/80,all,accept,enable,,,,,,otpc-all
CT901CASH1,340,rsyslog OADM APP to OTPC,1016c152-9de4-51e7-d51f-012f051877bf,I.OAdmAPP,I.CASHMGT,Host_10.90.25.11 Host_10.91.25.11,HOST_10.90.10.17 Host_10.91.10.17,always,TCP/514-515 UDP/514-515,all,accept,enable,,,,,,otpc-all
CT901CASH1,341,rsyslog OADM WEB to OTPC,27edccc6-9de4-51e7-81c7-e0605e32cf9a,I.OAdmWEB,I.CASHMGT,Host_10.90.22.11 Host_10.91.22.11,HOST_10.90.10.17 Host_10.91.10.17,always,TCP/514-515 UDP/514-515,all,accept,enable,Clone of rsyslog OADM APP to OTPC,,,,,otpc-all
CT901CASH1,342,OADM APP to OTPC ping,6ec18f48-9de4-51e7-ba13-8a4b199ff062,I.OAdmAPP,I.CASHMGT,Net_10.90.25.0 Net_10.91.25.0,Net_10.90.10.0/23_mgt,always,PING,all,accept,enable,Clone of rsyslog OADM APP to OTPC,,,,,otpc-all
CT901CASH1,343,OADM WEB to OTPC ping,8c6e6fb6-9de4-51e7-56ba-ed4c337e9d5f,I.OAdmWEB,I.CASHMGT,Net_10.90.22.0 Net_10.91.22.0,Net_10.90.10.0/23_mgt,always,PING,all,accept,enable,Clone of rsyslog OADM WEB to OTPC,,,,,otpc-all
CT901CASH1,344,OTPC DL from CMSA staging server,18eae72e-9de7-51e7-44b5-2379084ebac2,I.CASHMGT,E.UCN,Net_10.90.10.0/23_mgt,Host_10.193.48.22,always,TCP/22 ALL_ICMP,all,accept,enable,,,,,,otpc-all
CT901CASH1,345,OMDC to CSC PING,0d10cb92-9de9-51e7-d24a-ff0c7c0c83fe,I.CASH.Trust,E.OMD1.TB,Net_10.1.89.0,Net_10.1.101.0 Net_10.1.102.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,346,TOF APP to CASH PING,314a6edc-9de9-51e7-1130-4713c83eb75c,I.TOFAPP,I.CASH.Trust,Net_10.70.12.0 Net_10.70.2.0,Net_10.1.89.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,347,TOF APP to OMDC SFTP,0db73936-9dea-51e7-1b73-a49b95b83a5c,I.TOFAPP,I.CASH.Trust,Net_10.70.12.0 Net_10.70.2.0,Range_10.1.89.90-98,always,TCP/22,all,accept,enable,,,,,,otpc-all
CT901CASH1,348,CSC to OMDC PING,41a59ba2-9dea-51e7-ebf5-9c60137bb724,E.OMD1.TB,I.CASH.Trust,Net_10.1.101.0 Net_10.2.101.0,Net_10.1.89.0,always,PING,all,accept,enable,,,,,,otpc-all
CT901CASH1,349,TBC,45fc6b3a-9deb-51e7-e234-259ef6cc5967,E.OMD1.TB,I.CASH.Trust,Range_10.1.101.1-2 Range_10.2.101.1-2,Host_10.1.89.84,always,TCP/5081,all,accept,enable,,,,,,otpc-all
