vdom,name,uuid,type,start-ip,end-ip,subnet,wildcard-fqdn,fqdn,comment,associated-interface
CT901CASH1,HOST_10.63.116.29,ac6d4434-3c65-51e8-428f-3cf987901f84,,,,10.63.116.29 255.255.255.255,,,,E.Dev.CASHIAN
CT901CASH1,Host_10.1.88.101,af80619c-3c65-51e8-201e-20d56f8dd1f5,,,,10.1.88.101 255.255.255.255,,,MTC,I.CASH.Trust
CT901CASH1,Host_10.163.231.139,6aa0306a-48ff-51e8-0fbd-7fae60b836a0,,,,10.163.231.139 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.231.140,6e1dd6e8-48ff-51e8-26b1-927486d92101,,,,10.163.231.140 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.238.23,720a9804-48ff-51e8-5cd2-8912b00a6c30,,,,10.163.238.23 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.236.23,766b6f4a-48ff-51e8-6636-d2404bba55c4,,,,10.163.236.23 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.247.162,827ef388-48ff-51e8-caed-3ef49c2410c2,,,,10.163.247.162 255.255.255.255,,,,I.Dev.CASHMGT
CT901CASH1,Host_10.163.238.16,82905d62-48ff-51e8-b688-c0c86b72fd72,,,,10.163.238.16 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.236.16,8299cf32-48ff-51e8-a85b-938f3180058c,,,,10.163.236.16 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.238.27,82a336c6-48ff-51e8-132a-2e0d3596ca18,,,,10.163.238.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.18.117.52,1f622d58-4ac4-51e8-3653-8773be5756f5,,,,10.18.117.52 255.255.255.255,,,,Dev.MiddleSky
CT901CASH1,Range_10.163.247.188-189,24a2f068-4ac4-51e8-523e-48084db06be5,iprange,10.163.247.188,10.163.247.189,,,,,I.Dev.CASHMGT
CT901CASH1,Net_10.164.139.0,292b82ee-4ac4-51e8-9495-fcc7af747e9e,,,,10.164.139.0 255.255.255.0,,,,E.NMC
CT901CASH1,Net_10.164.140.0,2be092cc-4ac4-51e8-1dd3-d94c229eab50,,,,10.164.140.0 255.255.255.0,,,,E.NMC
CT901CASH1,Net_10.90.34.0,2f5a1324-4ac4-51e8-0b4d-173668c4119d,,,,10.90.34.0 255.255.255.0,,,,I.BCAN
CT901CASH1,Host_192.168.166.27,327b267e-4ac4-51e8-7d68-1545ce0b5054,,,,192.168.166.27 255.255.255.255,,,,E.UCN
CT901CASH1,Range_192.168.166.42-43,364611f6-4ac4-51e8-ff30-a4822d42d25f,iprange,192.168.166.42,192.168.166.43,,,,,E.UCN
CT901CASH1,Host_192.168.188.34,394d5314-4ac4-51e8-9934-02378d713624,,,,192.168.188.34 255.255.255.255,,,,E.UCN
CT901CASH1,Range_192.168.188.60-61,3bae660c-4ac4-51e8-f53b-d6eb823fea5e,iprange,192.168.188.60,192.168.188.61,,,,,E.UCN
CT901CASH1,Host_10.90.34.112,4034d9ae-4ac4-51e8-9f7f-c7ea311f0486,,,,10.90.34.112 255.255.255.255,,,,I.BCAN
CT901CASH1,Range_192.168.150.107-108,40425656-4ac4-51e8-1d1b-10e050ea1a53,iprange,192.168.150.107,192.168.150.108,,,,,E.UCN
CT901CASH1,Host_192.168.150.8,4585d516-4ac4-51e8-a1c2-07934c0ca99c,,,,192.168.150.8 255.255.255.255,,,,E.UCN
CT901CASH1,Range_192.168.188.174-175,4596486a-4ac4-51e8-f8b5-40609365847a,iprange,192.168.188.174,192.168.188.175,,,,,E.UCN
CT901CASH1,Host_192.168.190.124,45a533ca-4ac4-51e8-29b6-e8e19315a27a,,,,192.168.190.124 255.255.255.255,,,,E.UCN
CT901CASH1,Host_10.90.34.111,b02902b4-5819-51e8-0181-1cfa48d17028,,,,10.90.34.111 255.255.255.255,,,,I.BCAN
CT901CASH1,Host_204.109.139.147,5cd89f7e-581a-51e8-85e6-c5da89a2eb1d,,,,204.109.139.147 255.255.255.255,,,,E.TOF
CT901CASH1,Host_204.109.222.82,60a10920-581a-51e8-478a-2369fd9d4df1,,,,204.109.222.82 255.255.255.255,,,,E.TOF
CT901CASH1,Host_10.3.53.51,64f6c000-581a-51e8-9f74-4ec814755873,,,,10.3.53.51 255.255.255.255,,,,E.TOF
CT901CASH1,Host_10.63.109.100,6788d2ea-581a-51e8-1173-e2e06b6c51d7,,,,10.63.109.100 255.255.255.255,,,,E.TOF
CT901CASH1,Host_10.163.236.38,6b01c602-581a-51e8-6fef-adf791724c1a,,,,10.163.236.38 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.237.38,6ecc06e4-581a-51e8-5d88-6f4d6450acea,,,,10.163.237.38 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.238.38,74268cf4-581a-51e8-e129-f63b24669255,,,,10.163.238.38 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.63.91.11,7a3498de-581a-51e8-f7ff-ef88761cd578,,,,10.63.91.11 255.255.255.255,,,,E.TOF
CT901CASH1,Host_10.63.92.11,7eb6bcfc-581a-51e8-42ff-5dc84eb15302,,,,10.63.92.11 255.255.255.255,,,,E.TOF
CT901CASH1,Range_10.1.89.90-98,fa08d928-6263-51e8-951b-ec446845e9c4,iprange,10.1.89.90,10.1.89.98,,,,,I.CASH.Trust
CT901CASH1,Host_10.1.126.15,7a922b42-6897-51e8-1e08-7ad94633729a,,,,10.1.126.15 255.255.255.255,,,,E.WATEREZOES
CT901CASH1,Range_10.163.247.181-184,7d61f08c-6897-51e8-9329-a70f429222fd,iprange,10.163.247.181,10.163.247.184,,,,,I.Dev.CASHMGT
CT901CASH1,Host_10.70.12.200,802f1ed4-6897-51e8-3fe2-235aed815fdc,,,,10.70.12.200 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.163.247.192,e30bacd0-711f-51e8-2a13-4d7dc60f640f,,,,10.163.247.192 255.255.255.255,,,,I.Dev.CASHMGT
CT901CASH1,Host_10.18.117.53,e99c0798-711f-51e8-b073-80f277d40650,,,,10.18.117.53 255.255.255.255,,,,Dev.MiddleSky
CT901CASH1,NET_10.163.220.0,ca9b2ff0-7a83-51e8-9827-11c40da7e647,,,,10.163.220.0 255.255.255.0,,,"OTPC OTPC-DEV, VL168",I.Dev.CASH
CT901CASH1,Range_10.163.246.181-184,d1db7734-7a83-51e8-72ca-dc0f40330134,iprange,10.163.246.181,10.163.246.184,,,,,I.Dev.CASH
CT901CASH1,Host_10.1.121.16,d5b99818-7a83-51e8-2f17-7196341cf81c,,,,10.1.121.16 255.255.255.255,,,,E.WATERCT
CT901CASH1,Host_10.1.121.18,d9219a28-7a83-51e8-785b-167698e452c8,,,,10.1.121.18 255.255.255.255,,,,E.WATERCT
CT901CASH1,Host_10.1.125.61,de8f570c-7a83-51e8-4ec5-f2b6cc8ccd52,,,,10.1.125.61 255.255.255.255,,,,E.WATEREZOES
CT901CASH1,Range_10.1.125.101-102,e3039c1c-7a83-51e8-982d-8bc3213a7643,iprange,10.1.125.101,10.1.125.102,,,,,E.WATEREZOES
CT901CASH1,Host_10.1.125.11,e6f8f9c0-7a83-51e8-f33c-914c9852ac30,,,,10.1.125.11 255.255.255.255,,,,E.WATEREZOES
CT901CASH1,Host_10.1.125.13,eb0bccc2-7a83-51e8-5771-1cebf26cfe41,,,,10.1.125.13 255.255.255.255,,,,E.WATEREZOES
CT901CASH1,Range_10.1.125.41-42,eeb8f854-7a83-51e8-c8b4-66a1d9e8b545,iprange,10.1.125.41,10.1.125.42,,,,,E.WATEREZOES
CT901CASH1,Host_10.1.125.115,f22437ce-7a83-51e8-8033-ec6cb27264cb,,,,10.1.125.115 255.255.255.255,,,,E.WATEREZOES
CT901CASH1,Host_10.1.125.103,f5f874be-7a83-51e8-e81d-a169da35dacf,,,,10.1.125.103 255.255.255.255,,,,E.WATEREZOES
CT901CASH1,Range_192.168.25.173-175,f9e31980-7a83-51e8-7d89-765d3fd9ed3a,iprange,192.168.25.173,192.168.25.175,,,,,E.UCN
CT901CASH1,Range_192.168.66.28-30,fd6647da-7a83-51e8-e4a7-6d1c07298753,iprange,192.168.66.28,192.168.66.30,,,,,E.UCN
CT901CASH1,Range_10.18.117.51-52,014b908a-7a84-51e8-0a79-53b30fbcfcaa,iprange,10.18.117.51,10.18.117.52,,,,,Dev.MiddleSky
CT901CASH1,Host_10.163.212.113,05890664-7a84-51e8-ea53-93b669ff145c,,,,10.163.212.113 255.255.255.255,,,,I.DEV.EMFTProxy
CT901CASH1,Host_10.90.35.11,09297df8-7a84-51e8-b548-006b23f82e63,,,,10.90.35.11 255.255.255.255,,,,I.BCAN
CT901CASH1,Host_10.90.34.11,0c1041f0-7a84-51e8-ba7f-72a23858e14d,,,,10.90.34.11 255.255.255.255,,,,I.BCAN
CT901CASH1,Range_10.241.51.21-22,0f5cc3b0-7a84-51e8-dc71-b4a32feb0ffd,iprange,10.241.51.21,10.241.51.22,,,,,E.XSYS
CT901CASH1,Range_10.241.151.21-22,14343e54-7a84-51e8-1841-aece37d4bbbb,iprange,10.241.151.21,10.241.151.22,,,,,E.XSYS
CT901CASH1,Range_10.241.50.21-22,17f0a398-7a84-51e8-c9a0-bf25948538c3,iprange,10.241.50.21,10.241.50.22,,,,,E.EMFTProxy
CT901CASH1,Range_10.241.150.21-22,1b2055e0-7a84-51e8-d96b-449cf261b612,iprange,10.241.150.21,10.241.150.22,,,,,E.EMFTProxy
CT901CASH1,Host_10.241.52.21,1f350ebe-7a84-51e8-276d-bddacc7fa0a1,,,,10.241.52.21 255.255.255.255,,,,E.EMFTAdmin
CT901CASH1,Host_10.241.152.21,22ac2f82-7a84-51e8-b864-7dbcfe3a6e96,,,,10.241.152.21 255.255.255.255,,,,E.EMFTAdmin
CT901CASH1,Range_10.241.81.21-22,2531c500-7a84-51e8-00e7-ac42cd7dbbc5,iprange,10.241.81.21,10.241.81.22,,,,,E.XSYS
CT901CASH1,Range_10.241.181.21-22,29357750-7a84-51e8-61bf-8c7ce39fbad4,iprange,10.241.181.21,10.241.181.22,,,,,E.XSYS
CT901CASH1,Range_10.241.80.21-22,2ce3b88a-7a84-51e8-1173-c31125551841,iprange,10.241.80.21,10.241.80.22,,,,,E.EMFTProxy
CT901CASH1,Range_10.241.180.21-22,31699172-7a84-51e8-b7f3-8f073d5b37e1,iprange,10.241.180.21,10.241.180.22,,,,,E.EMFTProxy
CT901CASH1,Host_10.241.82.21,34d05b20-7a84-51e8-778b-8df877884be3,,,,10.241.82.21 255.255.255.255,,,,E.EMFTAdmin
CT901CASH1,Host_10.241.182.21,3795d7a4-7a84-51e8-dfd8-85109ea6e610,,,,10.241.182.21 255.255.255.255,,,,E.EMFTAdmin
CT901CASH1,Host_10.63.109.102,b9465c62-7eba-51e8-bc65-d18e6263a17c,,,,10.63.109.0 255.255.255.0,,,,E.TOF1.TB
CT901CASH1,Host_10.63.109.104,c0f7a0ec-7eba-51e8-e1dc-0e4982d75736,,,,10.63.109.0 255.255.255.0,,,,E.TOF1.TB
CT901CASH1,Range_192.168.234.37-38,bfc4c83a-8676-51e8-f2bd-0dc94f7b5fc1,iprange,192.168.234.37,192.168.234.38,,,,,E.UCN
CT901CASH1,Host_10.163.246.178,c38102b8-8676-51e8-23cc-5c135e011b42,,,,10.163.246.178 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.234.19,5142d496-8bbd-51e8-a45a-7b52ca95a751,,,,10.163.234.19 255.255.255.255,,,dvtofapp01_E60,I.Dev.CASH
CT901CASH1,HOST_192.168.25.14,55bb5746-8bbd-51e8-acc6-b14047f9c98a,,,,192.168.25.14 255.255.255.255,,,dev DIT server,E.UCN
CT901CASH1,Host_192.168.25.14,748901b2-8f34-51e8-f772-fd8ce338e35a,,,,192.168.25.14 255.255.255.255,,,,E.UCN
CT901CASH1,HOST_192.168.166.185,1273102e-918e-51e8-6d80-03f1306c0827,,,,192.168.166.185 255.255.255.255,,,SCCM SSCMAPP1,E.UCN
CT901CASH1,HOST_192.168.166.184,18d6f2f0-918e-51e8-8537-c0de6db9b15b,,,,192.168.166.184 255.255.255.255,,,SCCM SSCMSQL1,E.UCN
CT901CASH1,HOST_192.168.166.159,1d0ae6a6-918e-51e8-29bc-3290f4ab1309,,,,192.168.166.159 255.255.255.255,,,SATVSYM2,E.UCN
CT901CASH1,HOST_192.168.166.219,1f9e2b30-918e-51e8-9f86-dacb98f25ba9,,,,192.168.166.219 255.255.255.255,,,WWINKMS110,E.UCN
CT901CASH1,HOST_10.1.95.148_SDN2OCG,22f543cc-918e-51e8-ff8a-f4c45bc48002,,,,10.1.95.148 255.255.255.255,,,MIT VPN,E.OCG
CT901CASH1,Range_10.18.113.5-8,241d21d8-9243-51e8-cab0-146b49f31c25,iprange,10.18.113.5,10.18.113.8,,,,,Dev.MiddleSky
CT901CASH1,Range_10.163.246.178-179,cb9535e0-9243-51e8-8c91-6f410bbcfa2d,iprange,10.163.246.178,10.163.246.179,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.225.31-39,cebb24de-995d-51e8-086e-42086d380be4,iprange,10.163.225.31,10.163.225.39,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.247.9-12,d6241fd2-995d-51e8-5c63-9a9cf4e66642,iprange,10.163.247.9,10.163.247.12,,,,,I.Dev.CASHMGT
CT901CASH1,Range_10.163.247.101-102,db9e02d4-995d-51e8-22d7-c84b8143ec31,iprange,10.163.247.101,10.163.247.102,,,,,I.Dev.CASHMGT
CT901CASH1,Host_10.164.12.81,6126f03a-9e9c-51e8-aaf1-475ee202ed11,,,,10.164.12.81 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.164.141.81,67fdacb4-9e9c-51e8-8c74-2639299eb65c,,,,10.164.141.81 255.255.255.255,,,,E.NMC
CT901CASH1,Host_10.90.34.114,6b6135f6-9e9c-51e8-623e-633894e3c120,,,,10.90.34.114 255.255.255.255,,,,I.BCAN
CT901CASH1,Host_10.70.12.132,ba852296-a53b-51e8-cd3f-45d3a795eb78,,,,10.70.12.132 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Host_10.70.12.133,bd89a6ec-a53b-51e8-14df-bb99ebdb7f95,,,,10.70.12.133 255.255.255.255,,,,I.TOFAPP
CT901CASH1,HOST_10.163.238.28,c00a0cb8-a53b-51e8-5dc7-a696fcbc5aab,,,,10.163.238.28 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.223.28,c58746c4-a53b-51e8-3a38-d163da298055,,,,10.163.223.28 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.246.132,41385330-a53c-51e8-0490-e2186a1cf992,,,,10.163.246.132 255.255.255.255,,,Env02 OCG,I.Dev.CASH
CT901CASH1,Net_10.18.107.0,414d6104-a54a-51e8-c041-9e38f3c04ff6,,,,10.18.107.0 255.255.255.0,,,,Dev.MiddleSky
CT901CASH1,Host_10.163.246.78,43ab34b2-a54a-51e8-8ea4-606f6c105bec,,,,10.163.246.78 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.1.150.20,feb1758c-ac39-51e8-40a7-a66f16703181,,,,10.1.150.20 255.255.255.255,,,,E.SMARTS
CT901CASH1,Host_10.2.150.20,028ef440-ac3a-51e8-9077-aa6547e73458,,,,10.2.150.20 255.255.255.255,,,,E.SMARTS
CT901CASH1,Host_10.1.90.54,e80ca77a-b5c6-51e8-5398-17ce755459ce,,,,10.1.90.54 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,HOST_10.193.36.118,1509dcca-b5c7-51e8-9aa8-a2c3d1851898,,,,10.193.36.118 255.255.255.255,,,MTC,E.MTC
CT901CASH1,HOST_10.193.36.119,19353790-b5c7-51e8-43bb-db847166f118,,,,10.193.36.119 255.255.255.255,,,MTC,E.MTC
CT901CASH1,HOST_10.193.36.126,1d251a50-b5c7-51e8-56d7-ddd0455d5f23,,,,10.193.36.126 255.255.255.255,,,MTC,E.MTC
CT901CASH1,HOST_10.193.36.128,20dd0bee-b5c7-51e8-ad76-90f590f2a395,,,,10.193.36.128 255.255.255.255,,,MTC,E.MTC
CT901CASH1,HOST_10.1.88.102,2a9d3a32-b5c7-51e8-8767-a30ed432580a,,,,10.1.88.102 255.255.255.255,,,MTC,I.CASH.Trust
CT901CASH1,HOST_10.1.88.103,3017ba28-b5c7-51e8-7cf6-257971336035,,,,10.1.88.103 255.255.255.255,,,MTC,I.CASH.Trust
CT901CASH1,HOST_10.1.88.104,33bf6072-b5c7-51e8-db32-cd9d44e2ee6f,,,,10.1.88.104 255.255.255.255,,,MTC,I.CASH.Trust
CT901CASH1,HOST_10.163.233.28,ac47a432-c28d-51e8-bc25-4f3d6f21c177,,,,10.163.233.28 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.224.28,a8845fae-c925-51e8-b862-dbfcb929c11b,,,,10.163.224.28 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.246.141,adc432f0-c925-51e8-6ddb-b98ee9d605c0,,,,10.163.246.141 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.246.142,ca89e1b4-c925-51e8-f2f2-9a2a7069129b,,,,10.163.246.142 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.246.135,cecfd06c-c925-51e8-bb81-bd311486fb87,,,,10.163.246.135 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Range_10.163.226.31-39,f25b3884-cbdf-51e8-5290-f6ce6b3484ce,iprange,10.163.226.31,10.163.226.39,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.227.31-39,f850fa12-cbdf-51e8-a9cb-9b65aa51b64d,iprange,10.163.227.31,10.163.227.39,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.228.31-39,0269ea5e-cbe0-51e8-cfa6-08cc243b59ab,iprange,10.163.228.31,10.163.228.39,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.229.31-39,14cfa1ac-cbe0-51e8-d7bd-be3a6e656ea2,iprange,10.163.229.31,10.163.229.39,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.230.31-39,19e0d3d2-cbe0-51e8-222e-9c4c3e5deaa5,iprange,10.163.230.31,10.163.230.39,,,,,I.Dev.CASH
CT901CASH1,Range_10.163.220.31-39,219b50d4-cbe0-51e8-25ca-1a8c95db99eb,iprange,10.163.220.31,10.163.220.39,,,,,I.Dev.CASH
CT901CASH1,Host_10.163.225.27,282bfd68-cbe0-51e8-e150-3ba771f97769,,,,10.163.225.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.226.27,2c98f644-cbe0-51e8-d872-2fe0582ed188,,,,10.163.226.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.227.27,332bf4de-cbe0-51e8-5ae0-caf1df697126,,,,10.163.227.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.228.27,38966d00-cbe0-51e8-a0b0-bca60b5c6e50,,,,10.163.228.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.229.27,3bf10316-cbe0-51e8-592b-03b409432ef8,,,,10.163.229.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.230.27,3ee3d594-cbe0-51e8-8501-3448c6a6aff1,,,,10.163.230.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.220.27,51d99bac-cbe0-51e8-c6a6-6384079fa832,,,,10.163.220.27 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.225.19,5bae05dc-cbe0-51e8-ba38-141ba802ecd2,,,,10.163.225.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.226.19,619e2f26-cbe0-51e8-0f34-1df4bca1be3f,,,,10.163.226.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.227.19,659f9682-cbe0-51e8-b0bd-02e97fc0cd83,,,,10.163.227.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.228.19,6b7d4824-cbe0-51e8-1193-670e4d37cd56,,,,10.163.228.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.229.19,71bca19e-cbe0-51e8-626f-75f3a67f25fc,,,,10.163.229.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.230.19,768b7240-cbe0-51e8-ba88-58197eee9218,,,,10.163.230.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.220.19,7a82261e-cbe0-51e8-eb7d-aa21b0ed1bfd,,,,10.163.220.19 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.225.51,7da22416-cbe0-51e8-ffda-28fd7a0e62f0,,,,10.163.225.51 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.226.51,82d75a78-cbe0-51e8-7d49-41118bde106e,,,,10.163.226.51 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.227.51,8700c2ce-cbe0-51e8-791b-8e7c19f553e4,,,,10.163.227.51 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.228.51,8b6a3296-cbe0-51e8-6226-dbc03db627c3,,,,10.163.228.51 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.229.51,8f9766ea-cbe0-51e8-3633-6cdb2f5b2ad7,,,,10.163.229.51 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.230.51,924da020-cbe0-51e8-ce4b-85185450c373,,,,10.163.230.51 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.220.51,958122a8-cbe0-51e8-02c7-d251ab0882e4,,,,10.163.220.51 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Range_10.63.109.100-101,d01baae0-d12c-51e8-787a-1d15c6b1635b,iprange,10.63.109.100,10.63.109.101,,,,,E.TOF
CT901CASH1,Host_10.63.109.102_E.TOF,fc04fdf0-d12c-51e8-02cb-1e1239f33695,,,,10.63.109.102 255.255.255.255,,,,E.TOF
CT901CASH1,Host_10.63.109.104_E.TOF,0b0fa6c4-d12d-51e8-691a-42f0e2635ee8,,,,10.63.109.104 255.255.255.255,,,,E.TOF
CT901CASH1,Net_10.63.109.0_E.TOF,3c7b4c68-d12d-51e8-b912-7d5f6515fbfa,,,,10.63.109.0 255.255.255.0,,,,E.TOF
CT901CASH1,HOST_10.163.237.29,68d51b98-d12f-51e8-2381-b40eab81afa7,,,,10.163.237.29 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,HOST_10.163.231.141,6e221d9e-d12f-51e8-ab0a-b274ef8273d1,,,,10.163.231.141 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,RANGE_10.163.223.18-19,76a280e4-d12f-51e8-baf4-86ec66db9b23,iprange,10.163.223.18,10.163.223.19,,,,,I.Dev.CASH
CT901CASH1,RANGE_10.163.224.18-19,84634038-d12f-51e8-83e9-c9555a6bb2a4,iprange,10.163.224.18,10.163.224.19,,,,,I.Dev.CASH
CT901CASH1,Host_172.16.64.40,8aef5b44-d12f-51e8-484e-fe55d8bed3c4,,,,172.16.64.40 255.255.255.255,,,,E.XSYS
CT901CASH1,Range_10.1.89.119-122,ecc1d3b2-d290-51e8-0223-d6236f5f29ef,iprange,10.1.89.119,10.1.89.122,,,,,I.CASH.Trust
CT901CASH1,Host_10.70.12.30,f0c48d42-d290-51e8-6c2c-4cc02ec3fa90,,,,10.70.12.30 255.255.255.255,,,,I.TOFAPP
CT901CASH1,Range_10.1.150.120-121,459ba1d0-d73b-51e8-efb7-f82349a788fc,iprange,10.1.150.120,10.1.150.121,,,,,E.SMARTS
CT901CASH1,Range_10.1.89.90-94,8528c2d0-d8c9-51e8-3bba-65e465fb8121,iprange,10.1.89.90,10.1.89.94,,,,,I.CASH.Trust
CT901CASH1,Range_10.2.89.90-94,8817e098-d8c9-51e8-7262-203820226da0,iprange,10.2.89.90,10.2.89.94,,,,,I.CASH.Trust
CT901CASH1,Host_10.163.227.11,920c48b4-d8c9-51e8-b688-4eb4d4a1fb37,,,,10.163.227.11 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.229.11,95549940-d8c9-51e8-a77a-884b62e5c534,,,,10.163.229.11 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.226.11,9813ab12-d8c9-51e8-5b2f-103429c0b498,,,,10.163.226.11 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.1.90.45,1139eb96-d8ca-51e8-ea3f-5dd006754a81,,,,10.1.90.45 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.63.116.5,f35bed58-d8ca-51e8-8388-f303f12e92a2,,,,10.63.116.5 255.255.255.255,,,,E.CASHIAN
CT901CASH1,Host_10.63.116.7,f36a6090-d8ca-51e8-9028-95dd983590c4,,,,10.63.116.7 255.255.255.255,,,,E.CASHIAN
CT901CASH1,HOST_10.163.237.23,273e45f4-db63-51e8-19aa-440a7f508a40,,,,10.163.237.23 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.163.247.78,2cc1e77e-db63-51e8-a305-43735b30a295,,,,10.163.247.78 255.255.255.255,,,,I.Dev.CASHMGT
CT901CASH1,HOST_10.163.237.177,317ae5ea-db63-51e8-c510-de094b568c73,,,,10.163.237.177 255.255.255.255,,,ENV-63 OMD-C RTS,I.Dev.CASH
CT901CASH1,Range_10.2.89.94-95,4350c76e-dbf2-51e8-36d5-926460a3b1db,iprange,10.2.89.94,10.2.89.95,,,,,I.CASH.Trust
CT901CASH1,Host_10.1.88.45,60b71b9c-dcdc-51e8-c7c8-2c9bd12cc1c6,,,,10.1.88.45 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,HOST_192.168.25.203,93804242-e0b0-51e8-c091-7be26493f1b9,,,,192.168.25.203 255.255.255.255,,,,E.UCN
CT901CASH1,Host_10.1.88.84_CASH,967740d4-e0b2-51e8-3d2c-8d5d62b3e185,,,,10.1.88.84 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Host_10.1.88.85,99598ad2-e0b2-51e8-805c-d66d874edbe0,,,,10.1.88.85 255.255.255.255,,,,I.Dev.CASH
CT901CASH1,Net_10.1.140.0,13d8e76c-e0b3-51e8-65bd-09cda80cc71b,,,,10.1.140.0 255.255.255.0,,,CCCG MGT,I.CCCG
CT901CASH1,Net_10.2.140.0,18890922-e0b3-51e8-499d-ca86c4c1d4d2,,,,10.2.140.0 255.255.255.0,,,CCCG DR MGT,I.CCCG
CT901CASH1,Host_10.1.90.130,6ef4478c-e620-51e8-3009-f130e09564e3,,,,10.1.90.130 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.90.107,72aa6d84-e620-51e8-febc-019857567bc6,,,,10.1.90.107 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.90.108,7851fb76-e620-51e8-9866-859f34b1877e,,,,10.1.90.108 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.90.102,7e4b4aa0-e620-51e8-d0f7-d671212428f5,,,,10.1.90.102 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.88.123,87b53038-e620-51e8-f632-3adb8b7a0dbe,,,,10.1.88.123 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.1.88.124,92896c68-e620-51e8-8a65-943f7cff9c94,,,,10.1.88.124 255.255.255.255,,,,I.CASH.Trust
CT901CASH1,Host_10.2.88.123,9c9b318c-e620-51e8-49e0-8657dd022807,,,,10.2.88.123 255.255.255.255,,,,I.CASH.Trust
