vdom,name,uuid,type,start-ip,end-ip,subnet,wildcard-fqdn,fqdn,comment,associated-interface
CT901HSN,android,f15c7068-69c8-51e6-8fb1-b6166ae37b40,wildcard-fqdn,,,,*.android.com,,,
CT901HSN,skype,f15d08b6-69c8-51e6-a18e-8a5fd36f732a,wildcard-fqdn,,,,*.messenger.live.com,,,
CT901HSN,swscan.apple.com,f15d1798-69c8-51e6-0d79-855ca6149d41,fqdn,,,,,swscan.apple.com,,
CT901HSN,update.microsoft.com,f15d1f36-69c8-51e6-c2a2-4da5eaba5360,fqdn,,,,,update.microsoft.com,,
CT901HSN,appstore,f15c7fcc-69c8-51e6-820b-7de9b804eb69,wildcard-fqdn,,,,*.appstore.com,,,
CT901HSN,eease,f15ca5c4-69c8-51e6-edc4-3dcfc1e12f9c,wildcard-fqdn,,,,*.eease.com,,,
CT901HSN,google-drive,f15cc2fc-69c8-51e6-4728-9e0f54055b78,wildcard-fqdn,,,,*drive.google.com,,,
CT901HSN,google-play,f15cca36-69c8-51e6-2e3a-6150b689cce9,fqdn,,,,,play.google.com,,
CT901HSN,google-play2,f15cd1b6-69c8-51e6-e882-c153700afb47,wildcard-fqdn,,,,*.ggpht.com,,,
CT901HSN,google-play3,f15cd922-69c8-51e6-4122-031c934879f7,wildcard-fqdn,,,,*.books.google.com,,,
CT901HSN,microsoft,f15d0122-69c8-51e6-efd9-c4d9759d8d34,wildcard-fqdn,,,,*.microsoft.com,,,
CT901HSN,adobe,f15c6190-69c8-51e6-ac24-a8946b870739,wildcard-fqdn,,,,*.adobe.com,,,
CT901HSN,Adobe Login,f15c68e8-69c8-51e6-7454-f634f2d5fe02,wildcard-fqdn,,,,*.adobelogin.com,,,
CT901HSN,fortinet,f15cb44c-69c8-51e6-9463-c41c0c7a5a85,wildcard-fqdn,,,,*.fortinet.com,,,
CT901HSN,googleapis.com,f15cbb9a-69c8-51e6-379c-77293429d52b,wildcard-fqdn,,,,*.googleapis.com,,,
CT901HSN,citrix,f15c96ba-69c8-51e6-e41e-b52c3f7a3730,wildcard-fqdn,,,,*.citrixonline.com,,,
CT901HSN,verisign,f15d26c0-69c8-51e6-64b2-55433a0321a4,wildcard-fqdn,,,,*.verisign.com,,,
CT901HSN,Windows update 2,f15d2f76-69c8-51e6-884e-b726919a8c97,wildcard-fqdn,,,,*.windowsupdate.com,,,
CT901HSN,*.live.com,10c3ff8c-4ccf-51e6-ff29-fd99390de258,wildcard-fqdn,,,,*.live.com,,,
CT901HSN,auth.gfx.ms,f15c8738-69c8-51e6-c61e-b32f699062ac,fqdn,,,,,auth.gfx.ms,,
CT901HSN,autoupdate.opera.com,f15c8f4e-69c8-51e6-312b-1b4cdb850a84,fqdn,,,,,autoupdate.opera.com,,
CT901HSN,softwareupdate.vmware.com,f15d1022-69c8-51e6-3c2c-4c20d60aae2e,fqdn,,,,,softwareupdate.vmware.com,,
CT901HSN,firefox update server,f15cad08-69c8-51e6-d1de-04638bd98f7f,wildcard-fqdn,,,,aus*.mozilla.org,,,
CT901HSN,SSLVPN_TUNNEL_ADDR1,3533f5bc-4cce-51e6-b862-64ca3aec4964,iprange,10.212.134.200,10.212.134.210,,,,,
CT901HSN,all,f15c10f0-69c8-51e6-ef57-0ffb518a9525,,,,,,,,
CT901HSN,NET_10.1.93.0,129d4eb8-f818-51e6-5ea9-fec0ad7a7b4d,,,,10.1.93.0 255.255.255.0,,,"OTPC OCG-EP subnet, VL101",I.CASH
CT901HSN,NET_10.1.90.0,36fab1d8-f818-51e6-e9c7-cb9b75d87a8d,,,,10.1.90.0 255.255.255.0,,,"OTPC OMDC-RTS subnet, VL102",I.CASH
CT901HSN,NET_10.186.0.0/16,c49c4044-35f1-51e7-8b55-fa0391e1f251,,,,10.186.0.0 255.255.0.0,,,HSN OCG remote host subnet,HSN
CT901HSN,NET_10.187.0.0/16,e2f48024-35f1-51e7-bc0c-898802eac29b,,,,10.187.0.0 255.255.0.0,,,HSN OCG remote host subnet,HSN
CT901HSN,NET_10.121.0.0/16,ef75cb64-35f1-51e7-f72c-e54c7eda6462,,,,10.121.0.0 255.255.0.0,,,HSN OMDC remote host subnet,HSN
CT901HSN,NET_10.134.0.0/16,fb524b24-35f1-51e7-8038-29c33dd99737,,,,10.134.0.0 255.255.0.0,,,HSN OMDC remote host subnet,HSN
CT901HSN,NET_10.185.0.0/16,06e71384-35f2-51e7-0d48-a4d28266c874,,,,10.185.0.0 255.255.0.0,,,HSN OMDC remote host subnet,HSN
CT901HSN,Net_10.90.1.128/28,eae0b9a4-9e80-51e7-28d5-0bd7d471e0fd,,,,10.90.1.128 255.255.255.240,,,,HSN
CT901HSN,RANGE_10.163.211.211-212,3d800326-242e-51e8-fb33-b0d6faf9c47d,iprange,10.163.211.211,10.163.211.212,,,,,I.DEV.EMFTProxy
CT901HSN,NET_10.2.90.0,1f823434-59a8-51e8-8906-17aee4df8bac,,,,10.2.90.0 255.255.255.0,,,"PCCWT-OMDC-RTS subnet, VL172",I.CASH.CPSP901.HSN
CT901HSN,Net_10.1.145.0,ced30ee4-2fa0-51e9-3f6c-5194bb74cbc9,,,,10.1.145.0 255.255.255.0,,,,I.CCCG
CT901SZMC1,none,7ed8890c-0740-51e8-d15f-a131eef2f8ef,,,,0.0.0.0 255.255.255.255,,,,
CT901SZMC1,adobe,7ed89604-0740-51e8-8108-0698731b7372,wildcard-fqdn,,,,*.adobe.com,,,
CT901SZMC1,Adobe Login,7ed8a36a-0740-51e8-7012-ae808ef1bbad,wildcard-fqdn,,,,*.adobelogin.com,,,
CT901SZMC1,android,7ed8b09e-0740-51e8-4d02-a90b6ebdcea2,wildcard-fqdn,,,,*.android.com,,,
CT901SZMC1,apple,7ed8bdf0-0740-51e8-4fca-849e2c625fa3,wildcard-fqdn,,,,*.apple.com,,,
CT901SZMC1,appstore,7ed8cb06-0740-51e8-5fae-4d1bbb55736b,wildcard-fqdn,,,,*.appstore.com,,,
CT901SZMC1,auth.gfx.ms,7ed8d812-0740-51e8-bf17-f78b11b5b3b1,fqdn,,,,,auth.gfx.ms,,
CT901SZMC1,autoupdate.opera.com,7ed8e550-0740-51e8-6d40-c4535622a7f1,fqdn,,,,,autoupdate.opera.com,,
CT901SZMC1,citrix,7ed8f28e-0740-51e8-5a34-a5704d6a2a43,wildcard-fqdn,,,,*.citrixonline.com,,,
CT901SZMC1,dropbox.com,7ed8ffb8-0740-51e8-2cb7-da553e35e2fc,wildcard-fqdn,,,,*.dropbox.com,,,
CT901SZMC1,eease,7ed90cba-0740-51e8-2777-a96bf0aa6a6b,wildcard-fqdn,,,,*.eease.com,,,
CT901SZMC1,firefox update server,7ed919b2-0740-51e8-f8e2-0fa178c3e373,wildcard-fqdn,,,,aus*.mozilla.org,,,
CT901SZMC1,fortinet,7ed926be-0740-51e8-b499-8dea5fa24efe,wildcard-fqdn,,,,*.fortinet.com,,,
CT901SZMC1,googleapis.com,7ed933ca-0740-51e8-4725-fd8330d28232,wildcard-fqdn,,,,*.googleapis.com,,,
CT901SZMC1,google-drive,7ed940f4-0740-51e8-881b-02ba27123ede,wildcard-fqdn,,,,*drive.google.com,,,
CT901SZMC1,google-play,7ed94e32-0740-51e8-2f6f-989be01f4482,fqdn,,,,,play.google.com,,
CT901SZMC1,google-play2,7ed95b7a-0740-51e8-52bf-e7b9782b200c,wildcard-fqdn,,,,*.ggpht.com,,,
CT901SZMC1,google-play3,7ed968cc-0740-51e8-7e8e-4a14ba2e5eac,wildcard-fqdn,,,,*.books.google.com,,,
CT901SZMC1,Gotomeeting,7ed9763c-0740-51e8-f124-c95b2482ea06,wildcard-fqdn,,,,*.gotomeeting.com,,,
CT901SZMC1,icloud,7ed98366-0740-51e8-1a4c-ec1e5177a6e0,wildcard-fqdn,,,,*.icloud.com,,,
CT901SZMC1,itunes,7ed9909a-0740-51e8-61b1-693fbdd2cbd3,wildcard-fqdn,,,,*itunes.apple.com,,,
CT901SZMC1,microsoft,7ed99e0a-0740-51e8-b4c9-c17323c90c0c,wildcard-fqdn,,,,*.microsoft.com,,,
CT901SZMC1,skype,7ed9ab20-0740-51e8-7dbc-1525906662ea,wildcard-fqdn,,,,*.messenger.live.com,,,
CT901SZMC1,softwareupdate.vmware.com,7ed9b854-0740-51e8-2d4b-0b41f246956f,fqdn,,,,,softwareupdate.vmware.com,,
CT901SZMC1,swscan.apple.com,7ed9c5a6-0740-51e8-5e50-d7c85c301cd6,fqdn,,,,,swscan.apple.com,,
CT901SZMC1,update.microsoft.com,7ed9d30c-0740-51e8-0925-704084c9d902,fqdn,,,,,update.microsoft.com,,
CT901SZMC1,verisign,7ed9e054-0740-51e8-46d1-af4098e77396,wildcard-fqdn,,,,*.verisign.com,,,
CT901SZMC1,Windows update 2,7ed9ed7e-0740-51e8-ee7a-ea55ba1e32e7,wildcard-fqdn,,,,*.windowsupdate.com,,,
CT901SZMC1,live.com,7ed9fa8a-0740-51e8-8e8c-f55f219c2b10,wildcard-fqdn,,,,*.live.com,,,
CT901SZMC1,SSLVPN_TUNNEL_ADDR1,7f33310e-0740-51e8-11fd-8f7a4258b429,iprange,10.212.134.200,10.212.134.210,,,,,ssl.CT901SZMC1
CT901SZMC1,all,7f33481a-0740-51e8-fe58-dea6d8e1539f,,,,,,,,
CT901SZMC1,Host_172.31.0.27,7225aaf2-17c9-51e8-fbd1-c3532f4920ca,,,,172.31.0.27 255.255.255.255,,,,
CT901SZMC1,Net_172.31.0.0,21f4618a-cd0a-51e8-3a78-906f3f72c5d1,,,,172.31.0.0 255.255.255.0,,,,
CT901SZMC1,Host_172.31.0.28,27dc33bc-2e8e-51e9-ebdd-20cd53586474,,,,172.31.0.28 255.255.255.255,,,,
CT901SZMC1,Host_172.31.0.29,27e36178-2e8e-51e9-55fa-0873cab0fdfd,,,,172.31.0.29 255.255.255.255,,,,
CT901SZMC1,Host_172.31.0.30,27eab40a-2e8e-51e9-0964-2b5ede5aea65,,,,172.31.0.30 255.255.255.255,,,,
CT901OTPC,none,b0b5d144-4aa5-51e7-c98d-755c9956fb18,,,,0.0.0.0 255.255.255.255,,,,
CT901OTPC,adobe,b0b5d145-4aa5-51e7-b20e-c67887fd8e84,wildcard-fqdn,,,,*.adobe.com,,,
CT901OTPC,Adobe Login,b0b5d146-4aa5-51e7-3e18-736b66ded074,wildcard-fqdn,,,,*.adobelogin.com,,,
CT901OTPC,android,b0b757e4-4aa5-51e7-7ee8-88ac4d14a004,wildcard-fqdn,,,,*.android.com,,,
CT901OTPC,apple,b0b757e5-4aa5-51e7-17c4-99efcacf654b,wildcard-fqdn,,,,*.apple.com,,,
CT901OTPC,appstore,b0b757e6-4aa5-51e7-a185-6800e4fd14a0,wildcard-fqdn,,,,*.appstore.com,,,
CT901OTPC,auth.gfx.ms,b0b757e7-4aa5-51e7-8435-761adf327743,fqdn,,,,,auth.gfx.ms,,
CT901OTPC,autoupdate.opera.com,b0b757e8-4aa5-51e7-69fd-ec3a82168694,fqdn,,,,,autoupdate.opera.com,,
CT901OTPC,citrix,b0b757e9-4aa5-51e7-6182-005822732042,wildcard-fqdn,,,,*.citrixonline.com,,,
CT901OTPC,dropbox.com,b0b757ea-4aa5-51e7-9865-27daf76cf58f,wildcard-fqdn,,,,*.dropbox.com,,,
CT901OTPC,eease,b0b757eb-4aa5-51e7-ee3f-72e48ad5d7ae,wildcard-fqdn,,,,*.eease.com,,,
CT901OTPC,firefox update server,b0b757ec-4aa5-51e7-ea67-660771b48361,wildcard-fqdn,,,,aus*.mozilla.org,,,
CT901OTPC,fortinet,b0b757ed-4aa5-51e7-a24e-81805a03a40f,wildcard-fqdn,,,,*.fortinet.com,,,
CT901OTPC,googleapis.com,b0b757ee-4aa5-51e7-ce03-c1d658e86cd3,wildcard-fqdn,,,,*.googleapis.com,,,
CT901OTPC,google-drive,b0b757ef-4aa5-51e7-78ba-5737599c6f9b,wildcard-fqdn,,,,*drive.google.com,,,
CT901OTPC,google-play,b0b757f0-4aa5-51e7-02d2-eab7d30e518b,fqdn,,,,,play.google.com,,
CT901OTPC,google-play2,b0b757f1-4aa5-51e7-0386-45abeb454383,wildcard-fqdn,,,,*.ggpht.com,,,
CT901OTPC,google-play3,b0b757f2-4aa5-51e7-8a8f-f54eaa9051fc,wildcard-fqdn,,,,*.books.google.com,,,
CT901OTPC,Gotomeeting,b0b757f3-4aa5-51e7-8b05-657da6f09280,wildcard-fqdn,,,,*.gotomeeting.com,,,
CT901OTPC,icloud,b0b757f4-4aa5-51e7-59ed-807164330ce5,wildcard-fqdn,,,,*.icloud.com,,,
CT901OTPC,itunes,b0b757f5-4aa5-51e7-41d8-da810ad45f60,wildcard-fqdn,,,,*itunes.apple.com,,,
CT901OTPC,microsoft,b0b757f6-4aa5-51e7-3c81-17fe156a1096,wildcard-fqdn,,,,*.microsoft.com,,,
CT901OTPC,skype,b0b757f7-4aa5-51e7-efd9-e5c7b2bbbaf3,wildcard-fqdn,,,,*.messenger.live.com,,,
CT901OTPC,softwareupdate.vmware.com,b0b757f8-4aa5-51e7-345b-0e36de7b0edd,fqdn,,,,,softwareupdate.vmware.com,,
CT901OTPC,swscan.apple.com,b0b757f9-4aa5-51e7-c50c-a31a2fca67c6,fqdn,,,,,swscan.apple.com,,
CT901OTPC,update.microsoft.com,b0b757fa-4aa5-51e7-75e0-40afff5cd56c,fqdn,,,,,update.microsoft.com,,
CT901OTPC,verisign,b0b757fb-4aa5-51e7-b638-6d91c93e944e,wildcard-fqdn,,,,*.verisign.com,,,
CT901OTPC,Windows update 2,b0b8de84-4aa5-51e7-2eb5-750dd082ecbb,wildcard-fqdn,,,,*.windowsupdate.com,,,
CT901OTPC,live.com,b0b8de85-4aa5-51e7-c503-0b0b13fbd03e,wildcard-fqdn,,,,*.live.com,,,
CT901OTPC,SSLVPN_TUNNEL_ADDR1,b103a324-4aa5-51e7-b4ab-a43f86442843,iprange,10.212.134.200,10.212.134.210,,,,,ssl.CT901OTPC
CT901OTPC,all,b103a326-4aa5-51e7-df20-cc6373aac4da,,,,,,,,
CT901OTPC,NET_10.90.18.0/23,7d87443a-6538-51e7-8aea-78cff173bc63,,,,10.90.18.0 255.255.254.0,,,Spine OTPC v 601,I.OTPC
CT901OTPC,NET_10.91.18.0/23,9cfe9250-6538-51e7-356c-2bbea1650b55,,,,10.91.18.0 255.255.254.0,,,Spine OTPC v 1601,I.OTPC
CT901OTPC,HOST_10.164.1.23,ac596202-6538-51e7-75dd-6b0c2a9b08ea,,,,10.164.1.23 255.255.255.255,,,Dollar Universe,E.NMC
CT901OTPC,HOST_10.164.1.24,b5fd5d90-6538-51e7-d60e-55d2519c6681,,,,10.164.1.24 255.255.255.255,,,Dollar Universe,E.NMC
CT901OTPC,HOST_10.164.1.51,c05f75b6-6538-51e7-30c9-fdd8556be03b,,,,10.164.1.51 255.255.255.255,,,Dollar Universe,E.NMC
CT901OTPC,RANGE_10.63.142.1-6,ce7c4dc2-6538-51e7-1fa5-8642af48a95e,iprange,10.63.142.1,10.63.142.6,,,,Dollar Universe,E.NMC
CT901OTPC,HOST_10.163.143.24,d880ddce-6538-51e7-9dff-ddcc6d3fd868,,,,10.163.143.24 255.255.255.255,,,Dollar Universe,E.NMC
CT901OTPC,NET_10.90.20.0/24,7496b73e-6b91-51e7-5233-e160a0d165fd,,,,10.90.20.0 255.255.255.0,,,,I.OADMAPP
CT901OTPC,NET_10.91.20.0/24,de3ed60e-6c35-51e7-bfdf-a7c0d7f290e9,,,,10.91.20.0 255.255.255.0,,,,I.OADMAPP
CT901OTPC,Net_10.70.2.0,9ec92ff2-78c8-51e7-b670-d0092754057c,,,,10.70.2.0 255.255.255.0,,,Spine TOFAPP,I.TOFAPP
CT901OTPC,Net_10.70.12.0,c8709ed0-78c8-51e7-07dd-cf8b85be2114,,,,10.70.12.0 255.255.255.0,,,Spine TOFAPP,I.TOFAPP
CT901OTPC,Host_10.70.12.1,02dc989a-7d7d-51e7-9c53-745f899c3701,,,,10.70.12.1 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.90.18.17,0efe1108-7d7d-51e7-47bc-490e4643ed74,,,,10.90.18.17 255.255.255.255,,,,I.OTPC
CT901OTPC,Range_10.70.12.3-4,1ed0251c-7da0-51e7-ab8e-000fda6272b9,iprange,10.70.12.3,10.70.12.4,,,,,I.TOFAPP
CT901OTPC,Host_192.168.150.226,9a824f96-a540-51e8-7b41-ed268d5343d5,,,,192.168.150.226 255.255.255.255,,,,E.UCN
CT901OTPC,Host_192.168.188.226,9f8288a8-a540-51e8-068c-77ce7e0d0f0f,,,,192.168.188.226 255.255.255.255,,,,E.UCN
CT901OTPC,Range_192.168.150.225-226,a4ca34c8-a540-51e8-c074-417779b821a9,iprange,192.168.150.225,192.168.150.226,,,,,E.UCN
CT901OTPC,Range_192.168.188.225-226,a7dea400-a540-51e8-6b5f-0c1171bc1525,iprange,192.168.188.225,192.168.188.226,,,,,E.UCN
CT901OTPC,Range_192.168.166.181-182,abac181a-a540-51e8-9f03-0ccfc0b2ee57,iprange,192.168.166.181,192.168.166.182,,,,,E.UCN
CT901OTPC,Range_10.164.12.81-82,ae90e092-a540-51e8-c772-ed82fbd44a3d,iprange,10.164.12.81,10.164.12.82,,,,,E.NMC
CT901OTPC,Range_10.164.141.81-82,b18f4de2-a540-51e8-adf5-b9aaf0fe4afc,iprange,10.164.141.81,10.164.141.82,,,,,E.NMC
CT901OTPC,Range_10.164.1.200-201,b60e634e-a540-51e8-9922-239f19129f34,iprange,10.164.1.200,10.164.1.201,,,,,E.NMC
CT901OTPC,Range_10.164.129.200-201,b956ceec-a540-51e8-387c-7ac80eea89aa,iprange,10.164.129.200,10.164.129.201,,,,,E.NMC
CT901OTPC,Host_10.164.11.85,bef622ee-a540-51e8-d552-1fcd9e128b6b,,,,10.164.11.85 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.12.85,c1ab98ac-a540-51e8-09cf-a7aa2f18e7de,,,,10.164.12.85 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.12.95,c7f900e6-a540-51e8-0b15-717be1443a1e,,,,10.164.12.95 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.140.85,cbe2dc54-a540-51e8-953e-9e58b97a4f87,,,,10.164.140.85 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.141.85,d1d83ea6-a540-51e8-dbb1-725bf494791e,,,,10.164.141.85 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.141.95,d5031588-a540-51e8-5c68-21a2e50dbccc,,,,10.164.141.95 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.1.21,d85806a8-a540-51e8-ecf1-7d8d16c09f39,,,,10.164.1.21 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.129.21,da8c26f2-a540-51e8-756c-11fbaafcecbc,,,,10.164.129.21 255.255.255.255,,,,E.NMC
CT901OTPC,Range_10.164.1.26-27,def0f0f6-a540-51e8-674d-58c4fa74d2cf,iprange,10.164.1.26,10.164.1.27,,,,,E.NMC
CT901OTPC,Net_10.63.142.0,e1d73f28-a540-51e8-6018-ca01f89de1f0,,,,10.63.142.0 255.255.255.0,,,,E.NMC
CT901OTPC,Net_10.163.143.0,e5302662-a540-51e8-5d05-7342ffffd983,,,,10.163.143.0 255.255.255.0,,,,E.NMC
CT901OTPC,Net_10.1.140.0,b8a24b44-e6fd-51e8-a21b-b05c7501e7e0,,,,10.1.140.0 255.255.255.0,,,,I.CCCG
CT901OTPC,Net_10.2.140.0,b8b2f02a-e6fd-51e8-1326-502ddbf8eed6,,,,10.2.140.0 255.255.255.0,,,,I.CCCG
CT901OTPC,Net_10.90.60.0,af67e71e-f224-51e8-7cbb-3f7a8be0a70e,,,,10.90.60.0 255.255.255.0,,,,I.OADMAPP
CT901OTPC,Net_10.91.60.0,b27bc8f8-f224-51e8-828f-7e5988604caf,,,,10.91.60.0 255.255.255.0,,,,I.OADMAPP
CT901OTPC,Range_10.90.60.11-12,b6f5002a-f224-51e8-34c1-f830ceec47e3,iprange,10.90.60.11,10.90.60.12,,,,,I.OADMAPP
CT901OTPC,Range_10.91.60.11-12,ba872420-f224-51e8-72fa-9bf8be381f89,iprange,10.91.60.11,10.91.60.12,,,,,I.OADMAPP
CT901OTPC,Range_10.90.60.39-40,52068f8a-f2f6-51e8-65f3-fc341ba33d75,iprange,10.90.60.39,10.90.60.40,,,,,I.OADMAPP
CT901OTPC,Range_10.91.60.39-40,687fe22a-f2f6-51e8-fe8c-641ba3b574df,iprange,10.91.60.39,10.91.60.40,,,,,I.OADMAPP
CT901OTPC,Net_10.1.149.0,68e34a9e-fdbf-51e8-ed87-e3c28453b606,,,,10.1.149.0 255.255.255.0,,,,I.CCCG
CT901OTPC,Net_10.2.149.0,68ece478-fdbf-51e8-301d-545e8806f1a7,,,,10.2.149.0 255.255.255.0,,,,I.CCCG
CT901OTPC,Host_192.168.150.109,74f796b0-238e-51e9-b9c9-cf2a0beb306f,,,,192.168.150.109 255.255.255.255,,,,E.UCN
CT901OTPC,Range_10.90.10.37-38,7784803c-238e-51e9-450b-41872fc4e6d7,iprange,10.90.10.37,10.90.10.38,,,,,I.OTPC
CT901OTPC,Range_10.91.10.37-38,7b8d0032-238e-51e9-9489-7e23e428cac8,iprange,10.91.10.37,10.91.10.38,,,,,I.OTPC
CT901OTPC,Net_10.1.127.0,45230432-2b4b-51e9-3771-e152fc1ba326,,,,10.1.127.0 255.255.255.0,,,,I.CSC
CT901OTPC,Net_10.2.127.0,4ee2f298-2b4b-51e9-2eac-b43da0d0fd1d,,,,10.2.127.0 255.255.255.0,,,,I.CSC
CT901OTPC,Net_10.1.122.0,58f5d9bc-2b4b-51e9-8eac-fef5018df79d,,,,10.1.122.0 255.255.255.0,,,,I.CSC
CT901OTPC,Net_10.2.122.0,62dcb6e4-2b4b-51e9-78c1-4d74c30843e2,,,,10.2.122.0 255.255.255.0,,,,I.CSC
CT901OTPC,Net_10.1.121.0,82a639fa-2b4b-51e9-2572-0fb379f58d4f,,,,10.1.121.0 255.255.255.0,,,,I.CSC
CT901OTPC,Net_10.2.121.0,8d1a81b6-2b4b-51e9-a617-000c3dde0bbf,,,,10.2.121.0 255.255.255.0,,,,I.CSC
CT901OTPC,Range_10.1.121.40-41,1e18053e-2b4d-51e9-883f-0062397a5f5f,iprange,10.1.121.40,10.1.121.41,,,,,I.CSC
CT901OTPC,Range_10.1.121.85-86,334cfb62-2b4d-51e9-e8f8-71c541d433ec,iprange,10.1.121.85,10.1.121.86,,,,,I.CSC
CT901OTPC,Range_10.1.121.87-88,472a3226-2b4d-51e9-c78a-b9b53bd30141,iprange,10.1.121.87,10.1.121.88,,,,,I.CSC
CT901OTPC,Range_10.2.121.40-41,93b20d44-2b4d-51e9-e6ae-36f639579c35,iprange,10.2.121.40,10.2.121.41,,,,,I.CSC
CT901OTPC,Range_10.2.121.85-86,c0ea0cd0-2b4d-51e9-d321-bc38ec8919a6,iprange,10.2.121.85,10.2.121.86,,,,,I.CSC
CT901OTPC,Range_10.2.121.87-88,ea932346-2b4d-51e9-33c4-707f903c5e2d,iprange,10.2.121.87,10.2.121.88,,,,,I.CSC
CT901OTPC,Net_10.164.1.0,bb6d3c1e-2d96-51e9-ecfa-dd8f47277895,,,,10.164.1.0 255.255.255.0,,,,E.NMC
CT901OTPC,Net_10.163.142.0,be748bf6-2d96-51e9-ba79-5c5e4d18d6bb,,,,10.163.142.0 255.255.255.0,,,,E.NMC
CT901OTPC,Net_10.164.129.0,c171233c-2d96-51e9-8aa1-5bb627b0e0d1,,,,10.164.129.0 255.255.255.0,,,,E.NMC
CT901OTPC,Host_10.164.1.1,c513edbc-2d96-51e9-e190-0fed501074b1,,,,10.164.1.1 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.1.2,c8782fa4-2d96-51e9-c91f-ec0ba0d7c03c,,,,10.164.1.2 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.129.1,cca04c92-2d96-51e9-7d4d-f124d1316395,,,,10.164.129.1 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.129.2,cfca148e-2d96-51e9-def8-072dfb948a5d,,,,10.164.129.2 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.1.3,d3906168-2d96-51e9-a012-ed3b0494a497,,,,10.164.1.3 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.129.3,d6fe2db2-2d96-51e9-c794-42fa60fcbae3,,,,10.164.129.3 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.1.37,d9f2b8e4-2d96-51e9-6549-54b993a77669,,,,10.164.1.37 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.1.38,dc9e3bf4-2d96-51e9-835b-8974b9ca8bd3,,,,10.164.1.38 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.129.37,df4ffedc-2d96-51e9-f20b-87c630726a41,,,,10.164.129.37 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.129.38,e1875a92-2d96-51e9-4a3b-e7e972e68e3e,,,,10.164.129.38 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.164.1.35,e4acc568-2d96-51e9-c883-56df62bfa39e,,,,10.164.1.35 255.255.255.255,,,,E.NMC
CT901OTPC,Host_10.1.121.13,e725cd44-2d96-51e9-85e9-b12e73d31549,,,,10.1.121.13 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.121.14,e9b49ba8-2d96-51e9-e7f9-be0677209785,,,,10.1.121.14 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.70.12.131,ec856592-2d96-51e9-3692-b9ac9de06a53,,,,10.70.12.131 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.132,ef95be6c-2d96-51e9-202f-17f3790f49ca,,,,10.70.12.132 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.133,f1f47d56-2d96-51e9-0975-adad36598b3c,,,,10.70.12.133 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.134,f4bcc7c8-2d96-51e9-04d9-2d36ecb660e9,,,,10.70.12.134 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.30,f77be7b4-2d96-51e9-e9c1-dc24872e18b8,,,,10.70.12.30 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.31,faa906ec-2d96-51e9-4f04-bd68d20369a9,,,,10.70.12.31 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.32,fd352a76-2d96-51e9-05df-171e00695940,,,,10.70.12.32 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.33,0102e512-2d97-51e9-1833-9739be85165b,,,,10.70.12.33 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.70.12.34,04037718-2d97-51e9-647a-f2ab8afb1b54,,,,10.70.12.34 255.255.255.255,,,,I.TOFAPP
CT901OTPC,Host_10.1.121.61,0753fda2-2d97-51e9-82ac-574230e905e2,,,,10.1.121.61 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.121.62,0ad62928-2d97-51e9-f023-6fa70ed574af,,,,10.1.121.62 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.121.63,0d4130fe-2d97-51e9-a066-aa8bb1005707,,,,10.1.121.63 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.121.64,0fa66684-2d97-51e9-1d62-027c7b78f0c5,,,,10.1.121.64 255.255.255.255,,,,I.CSC
CT901OTPC,Host_10.1.125.11,122fdd4a-2d97-51e9-6f88-1d9786d5daf2,,,,10.1.125.11 255.255.255.255,,,,I.CSCDMZ
