vdom,id,dst,gateway,device,comment,status
CT901OTPC,28,10.91.60.0 255.255.255.0,10.90.3.78,I_OADMAPP.3107,Spine OADMAPP,
CT901OTPC,29,10.1.121.0 255.255.255.0,10.90.3.134,I_CSC.3116,,
CT901OTPC,30,10.2.121.0 255.255.255.0,10.90.3.134,I_CSC.3116,,
CT901OTPC,31,10.1.149.0 255.255.255.0,10.90.3.38,I_OTPC.3105,CCCG Data,
CT901OTPC,32,10.2.149.0 255.255.255.0,10.90.3.38,I_OTPC.3105,CCCG DR Data,
CT901OTPC,33,10.163.142.0 255.255.255.0,10.90.2.22,E_NMC.3204,,
CT901OTPC,34,10.1.125.0 255.255.255.0,10.90.3.246,I_CSCDMZ.3128,,
CT901OTPC,35,10.163.225.0 255.255.255.0,10.90.3.222,I_DEV_CASH.3125,,
CT901OTPC,36,10.163.226.0 255.255.255.0,10.90.3.222,I_DEV_CASH.3125,,
CT901OTPC,37,10.163.227.0 255.255.255.0,10.90.3.222,I_DEV_CASH.3125,,
CT901OTPC,38,10.163.228.0 255.255.255.0,10.90.3.222,I_DEV_CASH.3125,,
CT901OTPC,39,10.163.229.0 255.255.255.0,10.90.3.222,I_DEV_CASH.3125,,
CT901OTPC,40,10.163.230.0 255.255.255.0,10.90.3.222,I_DEV_CASH.3125,,
CT901OTPC,41,10.163.220.0 255.255.255.0,10.90.3.222,I_DEV_CASH.3125,,
CT901OTPC,42,10.244.0.0 255.254.0.0,10.90.4.22,I_CCI.3162,CCI TKO subnet,
CT901OTPC,43,10.248.0.0 255.254.0.0,10.90.4.22,I_CCI.3162,CCI EQX subnet,
CT901OTPC,44,10.90.37.0 255.255.255.0,10.90.4.38,I_IIS.3164,,
CT901OTPC,45,10.91.37.0 255.255.255.0,10.90.4.38,I_IIS.3164,,
CT901OTPC,46,10.204.128.0 255.255.255.0,10.90.4.38,I_IIS.3164,,
CT901OTPC,47,10.204.129.0 255.255.255.0,10.90.4.38,I_IIS.3164,,
CT901OTPC,48,10.204.130.0 255.255.255.0,10.90.4.6,I_CASH.3130,,
CT901OTPC,49,10.204.132.0 255.255.255.0,10.90.4.6,I_CASH.3130,,
CP901CASH1,1,10.2.90.0 255.255.255.0,10.91.3.62,I_CASH.DR.3171,,
CP901CASH1,2,10.155.0.0 255.255.0.0,10.0.57.14,E_OMDD4.PB.1442,OMDD4,
CP901CASH1,3,10.156.0.0 255.255.0.0,10.0.57.14,E_OMDD4.PB.1442,OMDD4,
CP901CASH1,4,10.157.0.0 255.255.0.0,10.0.57.14,E_OMDD4.PB.1442,OMDD4,
CP901CASH1,5,10.55.0.0 255.255.0.0,10.19.234.14,WAN_OMDC.DR.211,,
CP901CASH1,6,10.56.0.0 255.255.0.0,10.19.235.14,WAN_OMDC.DR.213,,
CP901CASH1,7,10.57.0.0 255.255.0.0,10.19.236.14,WAN_OMDC.DR.215,,
CP901CASH1,8,10.2.89.0 255.255.255.0,10.91.3.62,I_CASH.DR.3171,,
CP901CASH1,9,10.18.96.0 255.255.224.0,10.18.95.97,Dev.MidSky.1973,,
CP901CASH1,10,10.1.150.0 255.255.255.0,10.91.2.30,E_SMARTS.DR3271,SMARTS data,
CP901CASH1,11,10.2.150.0 255.255.255.0,10.91.2.30,E_SMARTS.DR3271,SMARTS data DR,
CP901CASH1,12,10.204.132.0 255.255.255.0,10.91.3.62,I_CASH.DR.3171,,
CP901CASH1,13,192.168.0.0 255.255.0.0,10.91.1.142,E_UCN.3251,,
CP901CASH1,14,10.164.1.0 255.255.255.0,10.91.1.150,E_NMC.3252,,
CP901CASH1,15,10.164.129.0 255.255.255.0,10.91.1.150,E_NMC.3252,,
