vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,schedule,service,logtraffic,action,utm-status,ips-sensor,comments,nat,ippool,poolname
CP03CASH2,300,,a5f90c42-79c3-51e7-9398-0aa3e7cb9195,I.CASH.Trust2,I.SATWEB,Net_10.2.93.0 Net_10.1.93.0,Net_10.70.4.0,always,PING TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,301,,a6c3dbb6-79c3-51e7-ba4e-96913f3b87e0,I.CASH.Trust2,I.SATWEB,Net_10.2.93.0 Net_10.1.93.0,Net_10.70.4.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,302,TOF to UCN PING,d5f81a7c-79c9-51e7-64ec-fb339e1691f7,I.TOFAPP,E.UCN,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0,Host_10.193.49.21 Net_192.168.0.0,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,303,CCCG to SATWEB,02da4b0e-79d0-51e7-8db4-a04800ca388f,I.TOFAPP,I.SATWEB,Range_10.1.93.146-147 Range_10.1.93.156-157 Range_10.1.93.166-167 Range_10.1.93.176-177 Range_10.2.93.146-147 Range_10.2.93.156-157 Range_10.2.93.166-167 Range_10.2.93.176-177,Net_10.70.4.0,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,304,WAN_OMDD to CASH(DNAT),8241195e-7e6c-51e7-e2df-552e994749cf,W.OMDD.T3T4,I.CASH.Trust2,NetGp_OMDD_WAN,Dstnat_10.170.16.241-10.2.90.241 Dstnat_10.170.16.42-10.2.90.83 Dstnat_10.170.16.41-10.2.90.82,always,PING TCP/55455,all,accept,enable,otpc-all,,,,
CP03CASH2,305,WAN_OMDD CASH Return(SNAT),274f0168-7e6d-51e7-87b8-4da597407c38,I.CASH.Trust2,W.OMDD.T3T4,Host_10.2.90.241 Host_10.2.90.82 Host_10.2.90.83,NetGp_OMDD_WAN,always,PING TCP/55455,all,accept,enable,otpc-all,,enable,enable,Srcnat_10.2.90.241-10.170.16.241 Srcnat_10.2.90.82 -10.170.16.41 Srcnat_10.2.90.83-10.170.16.42
CP03CASH2,280,LIPRC to query TOF,e58e1fda-7ec0-51e7-6851-367011d76fd1,E.UCN,I.TOFAPP,Host_192.168.25.84 Host_192.168.30.65 Range_192.168.25.86-87,Range_10.70.2.30-32,always,TCP/50000-50001 TCP/50004-50005 TCP/51000-51001 TCP/51004-51005,all,accept,enable,otpc-all,,,,
CP03CASH2,306,EXN GW to CNS news,07a54386-84a3-51e7-4090-f324e867d3e0,E.MDF,I.SATWEB,Host_192.168.144.76,Host_10.70.4.61,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,307,EXN GW to upload news to OMDC,382f1ed2-84a3-51e7-e196-f8bb07832de8,E.MDF,I.TOFAPP,Host_192.168.144.76,Range_10.70.12.82-83 Range_10.70.2.82-83 Host_10.70.14.61 Host_10.70.12.70,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,308,IIS to SAT WEB PING,aa98f9de-84a3-51e7-4e40-434f20cbc4c7,E.MDF,I.SATWEB,Net_192.168.144.0,Net_10.70.4.0,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,309,IIS to TOF APP PING,d6439e9a-84a3-51e7-8f23-8886f4a1b247,E.MDF,I.TOFAPP,Net_192.168.144.0,Net_10.70.12.0 Net_10.70.2.0 Net_10.70.14.0,always,ICMP/13 ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,319,SIEM to CSC,df50f406-89e9-51e7-ea58-288ba2a022f5,E.UCN,E.CSC,Host_192.168.214.7,Host_10.0.60.0 Net_10.1.102.0 Net_10.1.107.0 Net_10.1.125.0 Net_10.2.102.0 Net_10.1.105.0/27,always,TCP/139 TCP/22 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,320,BMC to CSC,3d162fc0-89ea-51e7-1665-6721d0048062,E.UCN,E.CSC,Host_192.168.188.225 Host_192.168.188.226 Range_192.168.150.225-226,Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,always,PORT_BMC,,accept,enable,otpc-all,,,,
CP03CASH2,321,UCN to CSC1,ea839d6e-89ea-51e7-7bf9-1ec6291ac5a0,E.UCN,E.CSC,Host_192.168.150.234 Host_192.168.188.234,Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,always,ALL_ICMP DCE-RPC DNS FTP RDP SMTP SSH TCP/4 TELNET RLOGIN,all,accept,enable,otpc-all,,,,
CP03CASH2,322,CSC Bladelogic,cc95c718-89eb-51e7-5681-c1c803e93788,E.UCN,E.CSC,Host_192.168.188.229-230 Range_192.168.150.229-230,Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,always,TCP/4750,all,accept,enable,otpc-all,,,,
CP03CASH2,323,UCN to CSC 2,4cd11284-89ec-51e7-d932-908cf196d0c4,E.UCN,E.CSC,Host_192.168.188.231 Range_192.168.150.231-232,Host_10.0.60.0 Net_10.1.102.0 Net_10.2.102.0 Net_10.1.105.0/27,always,ALL_ICMP FTP SSH TCP/20 TCP/69 TFTP,all,accept,enable,otpc-all,,,,
CP03CASH2,332,CSC to UCN 2,440c8c96-8a19-51e7-9171-e868c7dd5547,E.CSC,E.UCN,Host_10.0.60.0 Net_10.1.102.0 Net_10.2.102.0 Net_10.1.105.0/27,Host_192.168.188.231 Range_192.168.150.231-232,always,ALL_ICMP FTP SSH TCP/20 TCP/69 TFTP,all,accept,enable,otpc-all,Reverse of UCN to CSC 2,,,
CP03CASH2,324,UCN to CSC3,c3523e42-89ec-51e7-76d5-e540562ad0f4,E.UCN,E.CSC,Host_192.168.150.228 Host_192.168.188.228,Host_10.0.60.0 Net_10.1.102.0 Net_10.2.102.0 Net_10.1.105.0/27,always,ALL_ICMP UDP/161,all,accept,enable,default,,,,
CP03CASH2,325,UCN to CSC networker,3d1c2c18-89ef-51e7-555d-0d30a380db08,E.UCN,E.CSC,NetGrp_UCNNetworker,Net_10.1.107.0,always,PORT_Networker,all,accept,enable,otpc-all,,,,
CP03CASH2,326,UCNHOST  to CSC,bb957ba2-8a0e-51e7-d90b-21a65cac516b,E.UCN,E.CSC,NetGrp_UCNHOST,Net_10.1.107.0,always,NFS TCP/2051-2052,all,accept,enable,otpc-all,,,,
CP03CASH2,327,UCN to CSC 4,29418670-8a12-51e7-6fba-3d211a026f76,E.UCN,E.CSC,Range_192.168.150.129-130 Range_192.168.188.129-130,Net_10.1.102.0 Net_10.2.102.0 Host_10.0.60.0 Net_10.1.107.0 Net_10.1.105.0/27,always,HTTP HTTPS SSH,all,accept,enable,otpc-all,,,,
CP03CASH2,328,UCN to CSC 5,18482616-8a13-51e7-bd9c-5471d4d36f5d,E.UCN,E.CSC,Host_192.168.150.225 Host_192.168.150.228 Host_192.168.150.6,Host_10.0.60.0 Net_10.1.102.0 Net_10.2.102.0 Net_10.1.105.0/27,always,ALL_ICMP SSH UDP/161-162,all,accept,enable,otpc-all,,,,
CP03CASH2,329,UCN to CSC 6,11eb8456-8a14-51e7-15b2-1c5abb434818,E.UCN,E.CSC,Host_192.168.143.82 Host_192.168.143.84 Host_192.168.187.19 Host_192.168.93.239,Host_10.0.60.0 Net_10.1.102.0 Net_10.2.102.0 Net_10.1.105.0/27,always,HTTPS SSH PING,all,accept,enable,otpc-all,,,,
CP03CASH2,330,UCN to CSC 7,ab221fa8-8a15-51e7-dc6e-47c7b0d1db5c,E.UCN,E.CSC,Host_192.168.150.227 Host_192.168.188.227,Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,always,DCE-RPC LDAP RDP SAMBA SMB TCP/1024-65535,all,accept,enable,otpc-all,,,,
CP03CASH2,331,CSC to UCN 1,1ab9548c-8a19-51e7-d8a4-c6657e8e4e45,E.CSC,E.UCN,Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,Host_192.168.188.225 Host_192.168.188.226 Range_192.168.150.225-226,always,PORT_BMC SNMP,all,accept,enable,otpc-all,,,,
CP03CASH2,333,CSC to UCN Syslog,dd059302-8a23-51e7-0059-e8861914d169,E.CSC,E.UCN,Host_10.0.60.0 Net_10.1.102.0 Net_10.2.102.0 Net_10.1.105.0/27,Host_192.168.150.228 Host_192.168.188.225 Host_192.168.188.226 Host_192.168.188.228 Range_192.168.150.225-226 Host_192.168.224.38,always,SYSLOG UDP/162,all,accept,enable,otpc-all,IT-NCR-2018-[T]1474:2:2018_0526,,,
CP03CASH2,334,CSC to UCN 5,eac868a4-8a26-51e7-9d1f-15059690f6ad,E.CSC,E.UCN,Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.125.0 Net_10.1.105.0/27,Host_192.168.214.6,always,UDP/514-515,all,accept,enable,otpc-all,,,,
CP03CASH2,335,CSC to UCN 6,6c0836f6-8a27-51e7-cb1f-37ed64802b68,E.CSC,E.UCN,Host_10.0.60.0 Net_10.1.102.0 Net_10.1.125.0 Net_10.2.102.0 Net_10.1.105.0/27,Host_192.168.150.109 Host_192.168.214.6 Host_192.168.214.7,always,TCP/5985-5986 UDP/514-515,all,accept,enable,otpc-all,,,,
CP03CASH2,336,CSC to UCN 7,e3c5a98a-8a27-51e7-284d-8baa8c64dde8,E.CSC,E.UCN,Host_10.0.60.0 Net_10.1.102.0 Net_10.1.125.0 Net_10.2.102.0 Net_10.1.105.0/27,Host_192.168.176.121 Host_192.168.176.81,always,HTTP,all,accept,enable,otpc-all,,,,
CP03CASH2,337,CSC to UCN,eceebd56-8a29-51e7-bf1a-ac8e2aafe520,E.CSC,E.UCN,Net_10.1.102.0 Net_10.2.102.0 Range_10.1.105.19-20 Range_10.1.105.3-4 Net_10.1.105.0/27,Host_192.168.176.80 Host_192.168.198.80,always,ALL_ICMP RADIUS RADIUS-OLD,all,accept,enable,otpc-all,,,,
CP03CASH2,338,CSC to UCN 9,65cde5d4-8a2b-51e7-520c-fe54195180bd,E.CSC,E.UCN,Host_10.0.60.0 Net_10.1.102.0 Net_10.2.102.0 Net_10.1.105.0/27,Host_192.168.150.225 Host_192.168.150.228 Host_192.168.150.6 Host_192.168.214.6 Host_192.168.224.6,always,ALL_ICMP UDP/161-162 UDP/514,all,accept,enable,otpc-all,,,,
CP03CASH2,339,CSC to UCN 10,b54fa736-8a2c-51e7-a977-5b2e17edd4fd,E.CSC,E.UCN,Net_10.1.125.0,Host_192.168.25.16,always,SSH,all,accept,enable,otpc-all,,,,
CP03CASH2,340,OADM WEB PCCWT Nessus scanning,e2834aac-8d4f-51e7-fe2e-c0351f59986a,E.UCN,I.OAdmWEB,Host_192.168.214.7,Net_10.91.22.0,always,TCP/139 TCP/22 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,341,OADM APP PCCWT Nessus scanning,1abff71c-8d50-51e7-06a0-f1945d193373,E.UCN,I.OAdmAPP,Host_192.168.214.7,Net_10.91.25.0,always,TCP/139 TCP/22 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,342,UCN to OADM WEB ping,479dbf62-8d50-51e7-fcb6-0df0434f9aa9,E.UCN,I.OAdmWEB,Net_192.168.0.0,Net_10.91.22.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,343,UCN to OADM APP ping,6c178fee-8d50-51e7-497e-a6052d54efbe,E.UCN,I.OAdmAPP,Net_192.168.0.0,Net_10.91.25.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,344,OADM WEB to UCN QASM logging,8dff30ee-8d50-51e7-2187-b2e536e740c5,I.OAdmWEB,E.UCN,Net_10.91.22.0,Host_192.168.224.38,always,TCP/5985-5986 UDP/514-515,all,accept,enable,otpc-all,,,,
CP03CASH2,345,OADM APP to UCN QASM logging,af45b002-8d50-51e7-5680-e27970960fad,I.OAdmAPP,E.UCN,Net_10.91.25.0,Host_192.168.224.38,always,TCP/5985-5986 UDP/514-515,all,accept,enable,otpc-all,,,,
CP03CASH2,346,OADM WEB to UCN Ping,d4f26bb0-8d50-51e7-fa04-fe607fd20a20,I.OAdmWEB,E.UCN,Net_10.91.22.0,Net_192.168.0.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,347,OADM APP to UCN Ping,f282ba2c-8d50-51e7-1a43-6f49d04e5316,I.OAdmAPP,E.UCN,Net_10.91.25.0,Net_192.168.0.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,348,OADM WEB Trading CRL list retrieval,16592aa8-8d51-51e7-c5b2-6173bdbdd7c8,I.OAdmWEB,E.UCN,Net_10.91.22.0,Host_192.168.176.121 Host_192.168.176.81,always,TCP/80,all,accept,enable,otpc-all,,,,
CP03CASH2,349,OADM APP Trading CRL list retrieval,36399358-8d51-51e7-7393-98ee7c3d90f1,I.OAdmAPP,E.UCN,Net_10.91.25.0,Host_192.168.176.121 Host_192.168.176.81,always,TCP/80,all,accept,enable,otpc-all,,,,
CP03CASH2,350,WATEREZOES to SATWEB,7b0f259a-8fec-51e7-a509-8929d3deff27,E.WATEREZOES,I.SATWEB,Host_10.2.125.43_WATER Host_10.1.125.43_WATEREZ,Host_10.70.4.61,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,351,SATWEB to WATEREZOES_2,7f00d84c-8fec-51e7-9d00-7b322d8f9738,I.SATWEB,E.WATEREZOES,Net_10.70.4.0 Net_10.70.5.0,Host_10.2.125.43_WATER,always,TCP/22 PING,all,accept,enable,otpc-all,Reverse of TBC70,,,
CP03CASH2,352,WATEREZOES to SATWEB PING,828796a4-8fec-51e7-bcdd-294cda7d378e,E.WATEREZOES,I.SATWEB,Net_10.1.125.0_WATEREZ Net_10.2.125.0_WATER,Net_10.70.4.0,always,PING,all,accept,enable,otpc-all,Reverse of TEMP3_20170819,,,
CP03CASH2,353,CASH to WATEREZOES,86ae4548-8fec-51e7-a81b-351cf55f1a3d,I.CASH.Trust2,E.WATEREZOES,Range_10.2.89.94-95 Range_10.1.89.94-95,Range_10.2.125.41-42_WATER,always,TCP/22230 TCP/27230,all,accept,enable,otpc-all,,,,
CP03CASH2,354,WATEREZ to CASH,8b5cc0e2-8fec-51e7-5350-ab6a20895c61,E.WATEREZOES,I.CASH.Trust2,Range_10.2.125.41-42_WATER,Range_10.2.89.94-95 Range_10.1.89.94-95,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,355,WATEREZOES to CASH_2,8f837562-8fec-51e7-f7f0-099433b2f5d7,E.WATEREZOES,I.CASH.Trust2,Net_10.2.125.0_WATER,Net_10.1.88.0 Net_10.2.88.0 Net_10.1.89.0 Net_10.2.89.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,356,WATEREZOES to CASH_3,93e17730-8fec-51e7-1cb6-04ece2c55eb4,E.WATEREZOES,I.CASH.Trust2,Net_10.2.125.0_WATER,Net_10.1.88.0 Net_10.2.88.0 Net_10.1.89.0 Net_10.2.89.0,always,ALL,all,accept,enable,otpc-all,Reverse of TEMP CSC,,,
CP03CASH2,357,WATEREZOES to TOF,9e357ea2-8fec-51e7-d9ed-07b33ee1d02e,E.WATEREZOES,I.TOFAPP,Net_10.2.125.0_WATER,Net_10.70.6.0 Net_10.70.16.0 Net_10.70.12.0 Net_10.70.2.0 Net_10.70.13.0 Net_10.70.3.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,358,WATEREZOES to TOF_2,a23a2dfe-8fec-51e7-abd8-f4d07f86db52,E.WATEREZOES,I.TOFAPP,Host_10.2.125.43_WATER,Range_10.70.12.30-34 Range_10.70.2.30-34,always,PING TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,359,TOF to WATEREZOES_3,a8df04fe-8fec-51e7-1709-70c48be35745,I.TOFAPP,E.WATEREZOES,Range_10.70.12.87-88 Range_10.70.2.87-88,Host_10.2.125.43_WATER,always,PING TCP/22,all,accept,enable,otpc-all,Reverse of TEMP_20170819,,,
CP03CASH2,360,WATEREZOES to TOF_3,ae2939fc-8fec-51e7-90cd-40d0d7dd713a,E.WATEREZOES,I.TOFAPP,Host_10.2.125.43_WATER Range_10.2.125.41-42_WATER,Range_10.70.12.87-88 Range_10.70.2.87-88,always,PING TCP/22,all,accept,enable,otpc-all,Reverse of TEMP5_20170819,,,
CP03CASH2,361,TOF to WATEREZOES_4,b446284a-8fec-51e7-21d9-f35778f57d39,I.TOFAPP,E.WATEREZOES,Range_10.70.12.30-34 Range_10.70.2.30-34,Host_10.2.125.43_WATER,always,PING TCP/22,all,accept,enable,otpc-all,Reverse of TEMP_20170819,,,
CP03CASH2,362,WATEREZOES to TOF_4,667d1f8a-8fef-51e7-a988-72f5a36f5441,E.WATEREZOES,I.TOFAPP,Net_10.2.126.0_WATER,Host_10.70.3.61 Range_10.70.3.63-64,always,PORT_ORSYP_Agents PING,all,accept,enable,otpc-all,,,,
CP03CASH2,363,WATEREZOES to TOF_5,68a31eea-8fef-51e7-13a8-9109c3c21336,E.WATEREZOES,I.TOFAPP,Net_10.2.126.0_WATER,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,364,WATEREZOES to SATWEB_3,6b8677ec-8fef-51e7-a895-52ab825fa4ba,E.WATEREZOES,I.SATWEB,Net_10.2.126.0_WATER,Net_10.70.4.0 Net_10.70.5.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,365,TOF to WATEREZOES,6f8bc4a0-8fef-51e7-65aa-aebfc887a5d6,I.TOFAPP,E.WATEREZOES,Host_10.70.3.61 Range_10.70.3.63-64,Net_10.2.126.0_WATER,always,PORT_ORSYP_Agents PING,all,accept,enable,otpc-all,,,,
CP03CASH2,366,TOF to WATEREZOES_2,726d18f4-8fef-51e7-2d85-08420943644e,I.TOFAPP,E.WATEREZOES,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0,Net_10.2.126.0_WATER,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,367,SATWEB to WATEREZOES,761905e4-8fef-51e7-5017-10276373d4ee,I.SATWEB,E.WATEREZOES,Net_10.70.4.0 Net_10.70.5.0,Net_10.2.126.0_WATER,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,368,OMDD4 to OMDC,ca736796-8ff5-51e7-65c8-7fa25cc258d1,E.OMDD4,I.CASH.Trust2,Host_10.68.51.11 Host_10.68.51.12 Host_10.68.55.11 Host_10.68.53.15,Range_10.2.88.82-83 Range_10.2.88.94-95,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,369,OMDD4 to OMDC RTS,7f50fca0-8ff6-51e7-f18b-e73c33c5bff0,E.OMDD4,I.CASH.Trust2,Host_10.68.21.11,Host_10.1.90.101 Host_10.2.90.101,always,TCP/22 PORT_OMD_CTL,all,accept,enable,otpc-all,,,,
CP03CASH2,370,OMDC to OMDD4,3b5ef244-8ff7-51e7-ee42-a7a98f27cc8f,I.CASH.Trust2,E.OMDD4,Net_10.1.88.0 Net_10.2.88.0,Net_10.68.25.0,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,371,OMDC to OMDD4 PING,552b6504-8ff7-51e7-e34e-956ecd9b9e52,I.CASH.Trust2,E.OMDD4,Net_10.1.88.0 Net_10.2.88.0,Net_10.68.25.0,always,ICMP/PING,all,accept,enable,otpc-all,Clone of OMDC to OMDD4,,,
CP03CASH2,372,TOF to UCN,34879b18-8ffe-51e7-12c3-a5570aa2937e,I.TOFAPP,E.UCN,Net_10.70.2.0,Host_192.168.198.80,always,RADIUS RADIUS-OLD,all,accept,enable,otpc-all,,,,
CP03CASH2,373,TOF to UCN_2,32d336dc-8fff-51e7-760e-b9012b8686ff,I.TOFAPP,E.UCN,Range_10.70.2.30-32,Host_192.168.25.84 Host_192.168.30.65 Range_192.168.25.86-87,always,FTP TCP/30001-30010,all,accept,enable,otpc-all,,,,
CP03CASH2,374,TOF to UCN_3,f179f59e-8fff-51e7-9ae4-dac7ecfc3d4a,I.TOFAPP,E.UCN,Range_10.70.2.33-34,Host_192.168.25.59 Range_192.168.25.231-232,always,SSH,all,accept,enable,otpc-all,,,,
CP03CASH2,375,TOF to UCN _3,34651d70-9000-51e7-97b4-e601fe02ed70,I.TOFAPP,E.UCN,Range_10.70.2.30-32 Range_10.70.2.33-34,Host_192.168.3.105,always,FTP TCP/30001-30010,all,accept,enable,otpc-all,,,,
CP03CASH2,376,TOF to UCN_4,bf4cd81a-9000-51e7-29ba-34db36214e5b,I.TOFAPP,E.UCN,Range_10.70.2.30-34,Host_192.168.53.101 Range_192.168.21.136-137,always,FTP TCP/29108-29112 UDP/29108-29112,all,accept,enable,otpc-all,,,,
CP03CASH2,377,UCN to TOF,a0980280-9002-51e7-02a4-de0dc5380a93,E.UCN,I.TOFAPP,Host_192.168.53.101 Range_192.168.21.136-137,Range_10.70.2.30-34,always,SSH,all,accept,enable,otpc-all,,,,
CP03CASH2,378,UCN to OMDD4,f106b072-9002-51e7-19f3-59006e08af1d,E.UCN,E.OMDD4,Host_192.168.188.225 Range_192.168.150.225-226 Host_192.168.188.226,Net_10.68.25.0,always,PORT_BMC,all,accept,enable,otpc-all,,,,
CP03CASH2,379,UCN to OMDD4_2,1564b0fe-9003-51e7-fe97-0c4ba650ffdd,E.UCN,E.OMDD4,Host_192.168.150.230 Host_192.168.188.226,Net_10.68.25.0,always,TCP/4750,all,accept,enable,otpc-all,,,,
CP03CASH2,380,OMDD4 to UCN,83d41650-9004-51e7-c583-e9e9acdd1c92,E.OMDD4,E.UCN,Host_10.68.51.11 Host_10.68.51.12 Host_10.68.55.11 Host_10.68.53.15,Range_192.168.35.25-26,always,TCP/389,all,accept,enable,otpc-all,,,,
CP03CASH2,381,OMDD4 to UCN_2,ae9bcd06-9004-51e7-4d24-5c7b0a577da4,E.OMDD4,E.UCN,Net_10.68.25.0,Host_192.168.150.226 Host_192.168.188.226,always,UDP/161-162,all,accept,enable,otpc-all,,,,
CP03CASH2,382,OMDD4 to UCN_3,1b8641b2-9005-51e7-dabd-7f8bd5fd60e6,E.OMDD4,E.UCN,Net_10.68.25.0,Host_192.168.188.225 Host_192.168.188.226 Range_192.168.150.225-226,always,PORT_BMC,all,accept,enable,otpc-all,,,,
CP03CASH2,383,OMDD4 to UCN_4,54674db4-9005-51e7-0528-7d8436840f5d,E.OMDD4,E.UCN,Net_10.68.25.0,Host_192.168.150.230 Host_192.168.188.226,always,TCP/4750,all,accept,enable,otpc-all,,,,
CP03CASH2,384,NMC PIM to OAdm APP,b7f6ec3a-9916-51e7-6447-eb13a4309334,E.NMC,I.OAdmAPP,Host_10.163.143.210 Host_10.63.142.210,Net_10.91.25.0,always,TCP/139 TCP/22 TCP/3389 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,385,NMC PIM to OAdm WEB,d7a890a6-9916-51e7-7c07-ddaf0a17c51f,E.NMC,I.OAdmWEB,Host_10.163.143.210 Host_10.63.142.210,Net_10.91.22.0,always,TCP/139 TCP/22 TCP/3389 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,386,OCG to OCG WAN PING,388ba7f6-a023-51e7-f3a2-75c6bd24ca7d,I.CASH.Trust2,W.OCG.T3T4,Net_10.2.93.0,NetGp_OCG_WAN,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,387,TKO_MDF to SATWEB,1ba6ec48-a066-51e7-819a-aaf694183425,I.TOFAPP,I.SATWEB,Range_192.168.20.14-15,Host_10.70.4.61,always,SSH,all,accept,enable,otpc-all,,,,
CP03CASH2,389,TOFAPP to UCN AD,4c9c42a6-a077-51e7-5620-0fe758d1a8dd,I.TOFAPP,E.UCN,Net_10.70.3.0,Range_192.168.176.50-55 Range_192.168.35.21-26,always,Windows AD,all,accept,enable,otpc-all,,,,
CP03CASH2,390,CSC to PTOFAPP 004-005,84c85f96-ab0f-51e7-2917-5fd87de76e61,E.CSC,I.CASH.Trust2,Range_10.1.101.1-2 Range_10.2.101.1-2,Range_10.2.89.87-88,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,391,SIEM to OADMAPP,dfe69194-ab33-51e7-a0be-07dcf95e20e9,E.UCN,I.OAdmAPP,Host_192.168.224.38,Net_10.91.25.0,always,TCP/139 TCP/22 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,392,SIEM to OADMWEB,fb88d0e2-ab33-51e7-e11a-28cc6315f967,E.UCN,I.OAdmWEB,Host_192.168.224.38,Net_10.91.22.0,always,TCP/139 TCP/22 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,393,OADMAPP to OADMWEB,daa6192a-bbbe-51e7-9b21-a510980dd2a2,I.OAdmAPP,I.OAdmWEB,Net_10.91.25.0,Net_10.91.22.0,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,394,TKO OADMAPP to PCCW OADMWEB,589f6622-bbc1-51e7-e293-e6922c5007a9,I.OAdmAPP,I.OAdmWEB,Net_10.90.25.0,Net_10.91.22.0,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,395,CNMC Networker to OAdmAPP,7217209c-bbf6-51e7-c78c-27501286fe3b,I.CNMC,I.OAdmAPP,NetGp_CNMC_Networker,Net_10.91.25.0,always,PORT_CNMC_Networker,all,accept,enable,otpc-all,IT-NCR-2018-[T]1367:4:2018_0428,,,
CP03CASH2,396,OAdmAPP to CNMC Networker,7857f738-bbf6-51e7-4be3-4ef5d11d75c2,I.OAdmAPP,I.CNMC,Net_10.91.25.0,NetGp_CNMC_Networker,always,PORT_CNMC_Networker,all,accept,enable,otpc-all,IT-NCR-2018-[T]1367:3:2018_0428,,,
CP03CASH2,397,CNMC Networker to OAdmAPP PING,94061f78-bbf6-51e7-64ef-6612a8b2b373,I.CNMC,I.OAdmAPP,NetGp_CNMC,Net_10.91.25.0,always,PING,all,accept,enable,otpc-all,Clone of CNMC Networker to OAdmAPP,,,
CP03CASH2,398,OAdmAPP to CNMC Networker PING,ab1a9cc0-bbf6-51e7-39e5-ea53ee5781f1,I.OAdmAPP,I.CNMC,Net_10.91.25.0,NetGp_CNMC,always,PING,all,accept,enable,otpc-all,Clone of OAdmAPP to CNMC Networker,,,
CP03CASH2,401,CNMC Networker to OAdmWeb,4ca0665e-bbf9-51e7-ea08-8fcb4c122b10,I.CNMC,I.OAdmWEB,NetGp_CNMC_Networker,Net_10.91.22.0,always,PORT_CNMC_Networker,all,accept,enable,otpc-all,IT-NCR-2018-[T]1367:4:2018_0428,,,
CP03CASH2,399,OAdmWeb to CNMC Networker,46913b58-bbf9-51e7-f702-0c34e85e2d03,I.OAdmWEB,I.CNMC,Net_10.91.22.0,NetGp_CNMC_Networker,always,PORT_CNMC_Networker,all,accept,enable,otpc-all,IT-NCR-2018-[T]1367:3:2018_0428,,,
CP03CASH2,402,OAdmWeb to CNMC Networker PING,62ef83e6-bbfd-51e7-a075-e6839e7801f8,I.OAdmWEB,I.CNMC,Net_10.91.22.0,NetGp_CNMC,always,PING,all,accept,enable,otpc-all,Clone of OAdmWeb to CNMC Networker,,,
CP03CASH2,403,CNMC Networker to OADMWeb PING,b7c9b3fa-bbfd-51e7-b25b-533ab1fcd3d6,I.CNMC,I.OAdmWEB,NetGp_CNMC,Net_10.91.22.0,always,PING,all,accept,enable,otpc-all,Reverse of OAdmWeb to CNMC Networker PING,,,
