vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,schedule,service,logtraffic,action,utm-status,ips-sensor,comments,nat,ippool,poolname
CP03CASH2,175,TBC38,62af2732-5844-51e7-1216-94be8a2ce920,I.TOFAPP,I.SATWEB,Host_10.70.6.11 Host_10.70.16.11,Range_10.70.5.51-52 Host_10.70.5.61,always,PORT_ORSYP_Agents,all,accept,enable,otpc-all,,,,
CP03CASH2,176,TBC39,62c86fbc-5844-51e7-9a62-fde8fcdc2b4c,I.TOFAPP,I.SATWEB,Range_10.70.3.63-64 Range_10.70.13.63-64,Range_10.70.5.51-52,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,184,TBC47,6399e466-5844-51e7-d386-228f5760a45d,I.SATWEB,I.TOFAPP,Range_10.70.5.51-52,Range_10.70.3.61-62 Range_10.70.3.63-64,always,PORT_NTP,all,accept,enable,otpc-all,,,,
CP03CASH2,186,TBC49,63ce4238-5844-51e7-a9eb-38d230983476,I.SATWEB,I.TOFAPP,Range_10.70.5.51-52,Range_10.70.3.71-73,always,PORT_SNMP TCP/162 TCP/50004 UDP/514 UDP/50004,all,accept,enable,otpc-all,,,,
CP03CASH2,187,TBC50,63e87108-5844-51e7-0130-4aed2128d410,I.SATWEB,I.TOFAPP,Range_10.70.5.51-52,Host_10.70.6.11 Range_10.70.3.72-73,always,PORT_ORSYP_Agents,all,accept,enable,otpc-all,,,,
CP03CASH2,188,TBC51,6407f802-5844-51e7-94a2-c7858fa30d46,I.SATWEB,I.TOFAPP,Range_10.70.5.51-52 Host_10.70.5.61,Range_10.70.3.61-62 Range_10.70.3.63-64 Host_10.70.6.11,always,PORT_ORSYP_Agents,all,accept,enable,otpc-all,,,,
CP03CASH2,189,TBC52,641cd114-5844-51e7-29f1-627f3c76696e,I.SATWEB,I.TOFAPP,Range_10.70.5.51-52 Host_10.70.5.61,Host_10.70.6.12 Host_10.70.16.12,always,TCP/1556 TCP/13724,all,accept,enable,otpc-all,,,,
CP03CASH2,190,TBC53,645f7276-5844-51e7-7cec-71414691076b,I.SATWEB,I.TOFAPP,Range_10.70.5.51-52,Host_10.70.6.11 Host_10.70.16.11,always,TCP/383 TCP/9383,all,accept,enable,otpc-all,,,,
CP03CASH2,192,TBC55,6493d278-5844-51e7-cadc-7e5cbab35d82,I.SATWEB,I.TOFAPP,Range_10.70.5.51-52,Host_10.70.16.11,always,PORT_ORSYP_Agents TCP/383 TCP/9383,all,accept,enable,otpc-all,,,,
CP03CASH2,169,TBC32,a3c94602-5845-51e7-d6fa-28634eee3930,I.TOFAPP,I.SATWEB,Range_10.70.2.80-81 Range_10.70.12.80-81 Host_10.70.12.70,Host_10.70.4.61,always,TCP/20 TCP/21 TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,174,TBC37,a4502c76-5845-51e7-99d8-76a7fb52fe02,I.TOFAPP,I.SATWEB,Host_10.70.6.12 Host_10.70.16.12,Range_10.70.5.51-52 Range_10.70.15.51-52 Range_10.70.15.61-63 Range_10.70.5.61-63,always,TCP/1556 TCP/13724,all,accept,enable,otpc-all,,,,
CP03CASH2,181,TBC44,a506f62c-5845-51e7-e76c-f2924abac828,I.SATWEB,I.TOFAPP,Range_10.70.4.51-52,Range_10.70.2.33-34 Range_10.70.12.33-34,always,TCP/22 PING,all,accept,enable,otpc-all,,,,
CP03CASH2,196,TBC59,a6913c28-5845-51e7-29d3-c9cf6d13b885,I.CASH.Trust2,I.SATWEB,Net_10.1.90.0 Net_10.2.90.0 Net_10.2.93.0 Net_10.1.93.0,Net_10.70.4.0 Net_10.70.5.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,200,TBC63,bbfb786e-588e-51e7-3075-806a5b6b6afd,E.TOF1,I.TOFAPP,Host_10.65.85.3,Range_10.70.12.87-88 Range_10.70.2.87-88,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,220,TBC83,be1a2ac8-588e-51e7-e2a9-87078cec8e1d,I.TOFAPP,E.TOF2,Range_10.70.2.30-32,Host_10.63.110.100,always,PORT_FTPS TCP/5500-5700 PORT_FTP_DATA FTP_GET FTP_PUT,all,accept,enable,otpc-all,,,,
CP03CASH2,222,TBC85,be4e843a-588e-51e7-3b92-bc7351db3d10,I.TOFAPP,E.TOF2,Net_10.70.2.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.16.0,Net_10.63.110.0 Net_10.65.72.0 Net_10.65.75.0 Net_10.65.73.0 Host_10.63.92.11,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,224,TBC87,be82e8ce-588e-51e7-328b-53b172624200,E.TOF2,I.TOFAPP,Net_10.63.110.0 Net_10.65.72.0 Net_10.65.75.0 Net_10.65.73.0 Host_10.63.92.11,Net_10.70.2.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.16.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,227,TBC90,bed19b90-588e-51e7-3790-da6937b6b8bd,I.CASH.Trust2,E.CSC,Range_10.2.89.87-88,Range_10.1.101.1-2 Range_10.2.101.1-2,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,229,TBC92,bf266fc6-588e-51e7-88b3-2a3e1204a4ea,I.TOFAPP,E.CSC,Host_10.70.6.11 Host_10.70.16.11,Net_10.1.102.0 Net_10.2.102.0 Net_10.1.103.0 Net_10.2.103.0,always,PORT_ORSYP_Agents PING,all,accept,enable,otpc-all,,,,
CP03CASH2,230,TBC93,bf3f8344-588e-51e7-b1b9-7190c54454b8,I.TOFAPP,E.CSC,NetGp_TOF_ORSYP_Consoles,Net_10.1.102.0 Net_10.2.102.0,always,PORT_ORSYP_Agents PING,all,accept,enable,otpc-all,,,,
CP03CASH2,231,TBC94,bf59b6e2-588e-51e7-ce97-0a0a66e949eb,E.CSC,I.CASH.Trust2,Range_10.1.101.1-2 Range_10.2.101.1-2,Range_10.1.89.84-85 Range_10.2.89.84-85,always,TCP/55755 TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,234,TBC97,bfa83d76-588e-51e7-a817-af87900c7dec,E.CSC,I.TOFAPP,Net_10.1.102.0 Net_10.2.102.0 Net_10.1.103.0 Net_10.2.103.0,Host_10.70.6.11 Host_10.70.16.11,always,PORT_ORSYP_Agents PING,all,accept,enable,otpc-all,,,,
CP03CASH2,235,TBC98,bfc26d7c-588e-51e7-089b-bc586e21e334,E.CSC,I.TOFAPP,Net_10.1.102.0 Net_10.2.102.0,NetGp_TOF_ORSYP_Consoles,always,PORT_ORSYP_Agents PING,all,accept,enable,otpc-all,,,,
CP03CASH2,198,TBC61,efbd030e-5891-51e7-4197-44e077a488fd,E.TOF1,I.TOFAPP,Host_10.65.85.3,Range_10.70.2.30-34 Range_10.70.12.30-34,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,199,TBC62,efd6a5d4-5891-51e7-fb08-875e4f1bf172,E.TOF1,I.SATWEB,Host_10.65.85.3,Host_10.70.4.61,always,TCP/22 PING,all,accept,enable,otpc-all,,,,
CP03CASH2,388,PCCW STAT to DTS,0c83aba0-a068-51e7-e7cf-5ce38e234cf7,E.TOF1,I.TOFAPP,Host_10.65.85.3,Host_10.70.14.61,always,TCP/22,all,accept,enable,otpc-all,Clone of TBC62,,,
CP03CASH2,201,TBC64,f00a86c4-5891-51e7-ff38-f452dc22eec0,E.TOF1,I.TOFAPP,Net_10.2.122.0,NetGp_TOF_ORSYP_Consoles Host_10.70.16.11 Host_10.70.6.11,always,PORT_ORSYP_Agents,all,accept,enable,otpc-all,,,,
CP03CASH2,202,TBC65,f025ff12-5891-51e7-d12e-c06d15af21e6,E.TOF1,I.TOFAPP,Range_10.2.121.43-44,Range_10.70.2.30-34 Range_10.70.12.30-34,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,205,TBC68,f0746b52-5891-51e7-2aa2-80f583e202e5,E.TOF1,I.TOFAPP,Net_10.2.122.0 Host_10.63.91.11 Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.48.0 Net_10.65.85.0 Net_10.2.121.0 Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51 Host_10.3.21.51 Host_10.3.22.51 Host_10.3.29.51 Net_10.4.51.136/29,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0 Net_10.70.14.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,206,TBC69,f08d71c4-5891-51e7-4e52-e584638fc82e,E.TOF1,I.SATWEB,Net_10.2.122.0 Host_10.63.91.11 Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.48.0 Net_10.65.85.0 Net_10.2.121.0 Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51 Host_10.3.21.51 Host_10.3.22.51 Host_10.3.29.51 Net_10.4.51.136/29,Net_10.70.4.0 Net_10.70.5.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,209,TBC72,f0dc7f44-5891-51e7-39d8-c14b0bc52aef,I.TOFAPP,E.TOF1,Range_10.70.2.82-83,Host_10.3.21.51,always,TCP/31106 TCP/31137,all,accept,enable,otpc-all,,,,
CP03CASH2,210,TBC73,f0f84170-5891-51e7-efe9-5043a4caee1b,I.TOFAPP,E.TOF1,Range_10.70.2.82-83,Host_10.3.22.51,always,TCP/31206 TCP/31237,all,accept,enable,otpc-all,,,,
CP03CASH2,211,TBC74,f110ab20-5891-51e7-bcd9-450daf313576,I.TOFAPP,E.TOF1,Range_10.70.2.82-83,Host_10.3.29.51,always,TCP/31906 TCP/31937,all,accept,enable,otpc-all,,,,
CP03CASH2,212,TBC75,f12b84fe-5891-51e7-e857-f90cd2d1b673,I.TOFAPP,E.TOF1,Range_10.70.2.82-83 Range_10.70.12.82-83,Host_10.63.91.11,always,PORT_REUTERS,all,accept,enable,otpc-all,,,,
CP03CASH2,213,TBC76,f145c454-5891-51e7-2941-4efb198f48d2,I.TOFAPP,E.TOF1,Range_10.70.2.82-83,Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.48.0,always,TCP/27171,all,accept,enable,otpc-all,,,,
CP03CASH2,214,TBC77,f15f672e-5891-51e7-0561-861ccd385477,I.TOFAPP,E.TOF1,Range_10.70.2.30-34 Range_10.70.12.30-34 Range_10.70.2.87-88 Range_10.70.12.87-88,Host_10.65.85.3,always,TCP/22 PING,all,accept,enable,otpc-all,,,,
CP03CASH2,215,TBC78,f1790814-5891-51e7-9268-e6cbbe93ea1b,I.TOFAPP,E.TOF1,NetGp_TOF_ORSYP_Consoles Host_10.70.16.11 Host_10.70.6.11,Net_10.2.122.0,always,PORT_ORSYP_Agents PING,all,accept,enable,otpc-all,,,,
CP03CASH2,218,TBC81,f1c79d62-5891-51e7-7438-ef86a460a7f3,I.TOFAPP,E.TOF1,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0,Net_10.2.122.0 Host_10.63.91.11 Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.48.0 Net_10.65.85.0 Net_10.2.121.0 Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51 Host_10.3.21.51 Host_10.3.22.51 Host_10.3.29.51 Net_10.4.51.136/29,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,219,TBC82,f1e250e4-5891-51e7-f357-3ec60cc6f84f,I.SATWEB,E.TOF1,Net_10.70.4.0 Net_10.70.5.0,Net_10.2.122.0 Host_10.63.91.11 Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.48.0 Net_10.65.85.0 Net_10.2.121.0 Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51 Host_10.3.21.51 Host_10.3.22.51 Host_10.3.29.51 Net_10.4.51.136/29,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,221,TBC84,f24495e2-5891-51e7-dcfa-0246f0de266d,I.TOFAPP,E.TOF2,Range_10.70.2.82-83 Range_10.70.12.82-83,Host_10.63.92.11,always,TCP/8101 TCP/14002,all,accept,enable,otpc-all,,,,
CP03CASH2,223,TBC86,f278c7ae-5891-51e7-2b01-50a428c0fcf9,E.TOF2,I.TOFAPP,Host_10.63.110.100,Range_10.70.2.82-83 Range_10.70.12.82-83 Host_10.70.12.70,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,225,OMDC to CSC SSH,f2ad40c4-5891-51e7-4bc2-28e0638cb1a4,I.CASH.Trust2,E.CSC,Net_10.1.88.0 Net_10.2.88.0,Net_10.1.102.0 Net_10.2.102.0,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,226,TBC89,f2c77fca-5891-51e7-2542-e93bf93863a7,I.CASH.Trust2,E.CSC,Net_10.1.88.0 Net_10.2.88.0,Net_10.1.103.0 Net_10.2.103.0,always,TCP/443,all,accept,enable,otpc-all,,,,
CP03CASH2,232,TBC95,08c72d20-5892-51e7-1d85-86bf14688a69,E.CSC,I.CASH.Trust2,Range_10.1.102.1-2 Range_10.2.102.1-2,Host_10.1.88.86 Range_10.1.88.80-85 Range_10.2.88.80-85 Range_10.2.89.87-88,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,203,TBC66,05cc69ec-5896-51e7-1b0f-9923fa058d44,E.TOF1,I.TOFAPP,Range_10.2.121.43-44,Range_10.70.12.87-88 Range_10.70.2.87-88,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,208,TBC71,064fb676-5896-51e7-9d35-57a48e474d57,I.TOFAPP,E.TOF1,Range_10.70.2.82-83,Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51,always,TCP/30106 TCP/30206 TCP/30906,all,accept,enable,otpc-all,,,,
CP03CASH2,216,TBC79,0725739c-5896-51e7-e199-c19d34181037,I.TOFAPP,E.TOF1,Range_10.70.2.30-34 Range_10.70.12.30-34 Range_10.70.2.87-88 Range_10.70.12.87-88,Range_10.2.121.43-44,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,236,TBC99,0946678a-5896-51e7-a008-68bb977b6fee,E.CSC,I.CASH.Trust2,Net_10.1.102.0 Net_10.2.102.0 Net_10.1.103.0 Net_10.2.103.0 Net_10.1.101.0 Net_10.2.101.0,Net_10.1.88.0 Net_10.2.88.0 Net_10.1.89.0 Net_10.2.89.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,237,TBC100,09482c14-5896-51e7-a379-7dbc4ef441eb,E.CSC,I.TOFAPP,Net_10.1.102.0 Net_10.2.102.0 Net_10.1.103.0 Net_10.2.103.0 Net_10.1.125.0,Net_10.70.6.0 Net_10.70.16.0 Net_10.70.12.0 Net_10.70.2.0 Net_10.70.13.0 Net_10.70.3.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,238,CASH to CSC PING,09625b7a-5896-51e7-07d3-d83c33e20c8f,I.CASH.Trust2,E.CSC,Net_10.1.88.0 Net_10.2.88.0 Net_10.1.89.0 Net_10.2.89.0,Net_10.1.102.0 Net_10.2.102.0 Net_10.1.103.0 Net_10.2.103.0 Net_10.1.101.0 Net_10.2.101.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,239,TBC102,097c80e0-5896-51e7-40be-31590c471c03,I.TOFAPP,E.CSC,Net_10.70.6.0 Net_10.70.16.0,Net_10.1.102.0 Net_10.2.102.0 Net_10.1.103.0 Net_10.2.103.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,240,TBC240,75c896f0-5984-51e7-8957-1fd75fdc0264,I.SATWEB,E.UCN,Range_10.70.4.101-102,Range_192.168.176.50-55 Range_192.168.35.21-26,always,PING TCP/389,all,accept,enable,otpc-all,Clone of TBC00,,,
CP03CASH2,241,TOF App Nessus Scanning,1584d89a-6b08-51e7-5df9-a6fb7d75c507,E.UCN,I.TOFAPP,Host_192.168.224.38,Net_10.70.3.0 Net_10.70.6.0,always,TCP/139 TCP/22 TCP/445,all,accept,enable,otpc-all,,,,
CP03CASH2,242,Sat Web Nessus Scanning,21377f62-6b08-51e7-b959-13e78bebe19e,E.UCN,I.SATWEB,Host_192.168.224.38,Net_10.70.5.0,always,TCP/139 TCP/22 TCP/445,all,accept,enable,otpc-all,Clone of TOF App Nessus Scanning,,,
CP03CASH2,243,Tenable to Cash,71cde34e-6b08-51e7-6a72-104db3f0bdd7,E.UCN,I.CASH.Trust2,Host_192.168.224.38,Net_10.2.88.0 Net_10.2.95.0 Net_10.2.96.0,always,TCP/139 TCP/445 TCP/22,all,accept,enable,otpc-all,IT-NCR-2018-[T]1474:1:2018_0526,,,
CP03CASH2,244,Tenable to OMD CTLFE,d29d20c2-6b08-51e7-6318-c37f036a614c,E.UCN,E.OMDD4,Host_192.168.224.38,Net_10.68.25.0,always,TCP/139 TCP/445 TCP/22,all,accept,enable,otpc-all,IT-NCR-2018-[T]1474:2:2018_0526,,,
CP03CASH2,245,Stat Nessus Scanning,4135efe6-6b09-51e7-d192-7cbbe8769f98,E.UCN,E.TOF1,Host_192.168.224.38,Net_10.65.85.0,always,TCP/139 TCP/445 TCP/22,all,accept,enable,otpc-all,Clone of OMDC Nessus Scanning,,,
CP03CASH2,246,OMDD BMC1,670eeb14-6b09-51e7-4f91-24081c585382,E.OMDD4,E.NMC,Net_10.68.25.0,Host_10.164.129.8 Range_10.164.1.8-9,always,PORT_BMC PORT_SNMP,all,accept,enable,otpc-all,,,,
CP03CASH2,247,WAN OCG Security rule 1,e32dfdea-6d05-51e7-11ae-c77d49c01a5b,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Net_10.2.93.0,always,ICMP/13 ICMP/14,all,,,,,,,
CP03CASH2,248,WAN OCG to OCG DC,e34e24da-6d05-51e7-d113-183411106cdb,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Range_10.2.93.11-40,always,TCP/50001-50100,all,accept,enable,otpc-all,,,,
CP03CASH2,249,WAN OCG to OCG ping,e3700672-6d05-51e7-40f7-9dd339fc05e5,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Host_10.2.93.20,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,250,WAN OCG to OCG ping (dstnat),e391962a-6d05-51e7-432b-887d8ed270eb,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Host_10.2.93.231,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,251,WAN OCG to CMPC (dstnat),e3b2d9f2-6d05-51e7-8c7c-ca97c7c8b549,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Host_10.2.93.51,always,TCP/50001-50100 ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,252,WAN OMDC Security rule 1,e3d46b6c-6d05-51e7-92b0-a95d081db28a,I.CASH.Trust2,W.OMDC.T3T4,Net_10.2.90.0,NetGp_OMDC_WAN,always,ICMP/13 ICMP/14,all,,,,,,,
CP03CASH2,253,OMDC to WAN OMDC ping,e3efe1e4-6d05-51e7-e489-70744e288f61,I.CASH.Trust2,W.OMDC.T3T4,Range_10.2.90.82-83 Host_10.2.90.241,NetGp_OMDC_WAN,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,254,WAN OMDC Security rule 2,e414338c-6d05-51e7-1dac-92435538cddd,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Net_10.2.90.0,always,ICMP/13 ICMP/14,all,,,,,,,
CP03CASH2,255,WAN OMDC to OMDC RTS,e43130a4-6d05-51e7-93b5-9f59921b56a6,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Range_10.2.90.82-83,always,TCP/55455 TCP/55855,all,accept,enable,otpc-all,,,,
CP03CASH2,256,WAN OMDC to OMDC RTS ManWS,e45226b0-6d05-51e7-4b8c-f5df6bc6d16b,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Host_10.2.90.241,always,TCP/1888 ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,257,WAN OMDC to OMDCC RTS,e473bab4-6d05-51e7-2884-e29b3eb1278a,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Range_10.2.90.94-95,always,TCP/55455,all,accept,enable,otpc-all,,,,
CP03CASH2,258,OMC to OMDC RTS,e495492c-6d05-51e7-1626-1543951cf1cd,I.OMC,I.CASH.Trust2,Net_10.80.13.0,Net_10.1.90.0 Net_10.2.90.0,always,TCP/55455 TCP/55855,all,accept,enable,otpc-all,,,,
CP03CASH2,259,OADM APP to TOF APP DBS SFTP,5be4b3ca-6e03-51e7-3b29-98e0a236de59,I.OAdmAPP,I.TOFAPP,Range_10.91.20.39-40,Range_10.70.12.30-32 Range_10.70.2.30-32,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,260,NMC to OADM WEB Access,c4cbeb10-6e03-51e7-9169-138a6047bee7,E.NMC,I.OAdmWEB,Net_10.63.142.0 Net_10.163.143.0,Range_10.91.22.41-42,always,TCP/22 TCP/80 TCP/443 TCP/8080 TCP/8443,all,accept,enable,otpc-all,,,,
CP03CASH2,261,NMC to OADM WEB PING,c4ed3cd4-6e03-51e7-94d9-2f6c59021fa7,E.NMC,I.OAdmWEB,NetGp_NMC,Net_10.91.22.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,262,OADM WEB to NMC PING,c50e8ff6-6e03-51e7-305d-84a61e5ce685,I.OAdmWEB,E.NMC,Net_10.91.22.0,NetGp_NMC,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,263,OADM APP to TOF APP PING,c52fe232-6e03-51e7-63c0-21ab848dd62d,I.OAdmAPP,I.TOFAPP,Net_10.91.20.0,Net_10.70.2.0 Net_10.70.12.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,264,TOF APP to OTPC APP PING,c55135c2-6e03-51e7-cfb8-50f71c84a674,I.TOFAPP,I.OAdmAPP,Net_10.70.2.0 Net_10.70.12.0,Net_10.91.20.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,265,NMC to OADM APP PING,c572870e-6e03-51e7-51df-838b3d094ef6,E.NMC,I.OAdmAPP,NetGp_NMC,Net_10.91.25.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,266,OADM APP to NMC PING,c593d9d6-6e03-51e7-6b07-8a1fa6314710,I.OAdmAPP,E.NMC,Net_10.91.25.0,NetGp_NMC,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,267,OADM WEB to OADM APP Apache,c5b52c6c-6e03-51e7-31e2-5b542f7d8014,I.OAdmWEB,I.OAdmAPP,Range_10.91.21.41-42,Range_10.91.20.39-40,always,TCP/38000-39000,all,accept,enable,otpc-all,,,,
CP03CASH2,270,SAT WEB to OADM APP PING,c6315c60-6e03-51e7-8904-7709892aa049,I.SATWEB,I.OAdmAPP,Net_10.70.4.0,Net_10.91.20.0 Net_10.90.20.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,271,OADM APP to TOF APP DTS,c63a9e88-6e03-51e7-66ec-4f76137e6e8c,I.OAdmAPP,I.TOFAPP,Range_10.91.20.39-40,Range_10.70.12.33-34 Range_10.70.2.33-34,always,TCP/22 TCP/30088,all,accept,enable,otpc-all,,,,
CP03CASH2,272,OADM APP to OADM WEB SSH,c65bf074-6e03-51e7-6b9c-f3815852caf9,I.OAdmAPP,I.OAdmWEB,Range_10.90.20.39-40 Range_10.91.20.39-40,Range_10.91.21.41-42,always,TCP/22,all,accept,enable,otpc-all,,,,
CP03CASH2,273,OADM APP to OADM WEB PING,c67d4436-6e03-51e7-0ae2-a0da131865de,I.OAdmAPP,I.OAdmWEB,Net_10.90.20.0 Net_10.91.20.0,Net_10.91.21.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,274,OADM WEB to OADM APP PING,c69e9636-6e03-51e7-c2f5-93c30b580012,I.OAdmWEB,I.OAdmAPP,Net_10.91.21.0,Net_10.90.20.0 Net_10.91.20.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,275,OMC to OMDC RTS 2,c6bfe85e-6e03-51e7-bc2e-606299551126,I.OMC,I.CASH.Trust2,Range_10.80.13.17-18 Range_10.80.13.131-132,Range_10.1.90.82-83 Range_10.2.90.82-83,always,TCP/55455 TCP/55855,all,accept,enable,otpc-all,,,,
CP03CASH2,276,OMC to OMDC RTS PING,c6e13ad6-6e03-51e7-bff6-0198e71c9923,I.OMC,I.CASH.Trust2,Net_10.80.13.0 Net_10.80.3.0,Net_10.1.90.0 Net_10.2.90.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,277,OMDC RTS to OMC PING,c7028ede-6e03-51e7-f0e6-b7e467301cdf,I.CASH.Trust2,I.OMC,Net_10.1.90.0 Net_10.2.90.0,Net_10.80.13.0 Net_10.80.3.0,always,PING,all,accept,enable,otpc-all,,,,
CP03CASH2,278,OADM APP to UCN Email Server,d1cba5a8-7281-51e7-294d-3ae46b6b85bd,I.OAdmAPP,E.UCN,Range_10.91.20.39-40,Host_192.168.110.23 Range_192.168.7.23-24 Host_192.168.239.11,always,TCP/25,all,accept,enable,otpc-all,,,,
CP03CASH2,279,OCG VPN PC  to OCG,d1f2379a-7281-51e7-8669-92f17bfe58a9,E.OCG,I.CASH.Trust2,Host_10.163.144.41 Host_10.163.145.41,Net_10.2.95.0 Net_10.1.95.0,always,TCP/22 TCP/40000-41000 TCP/45000-46000 TCP/50000-50300 PING,all,accept,enable,otpc-all,,,,
CP03CASH2,283,OMDD4 to CASH PING,f73cbcd8-741a-51e7-0a01-be1c97eafe63,E.OMDD4,I.CASH.Trust2,Net_10.68.21.0 Net_10.68.51.0 Net_10.68.55.0 Net_10.68.53.0,Net_10.1.90.0 Net_10.2.88.0 Net_10.2.90.0,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,400,CSC UCN PING,3bb6f232-7445-51e7-e5ba-b9942124868d,E.UCN,E.CSC,Net_192.168.0.0,Host_10.0.60.0 Net_10.1.102.0 Net_10.1.107.0 Net_10.1.125.0 Net_10.2.102.0 Net_10.1.105.0/27,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,290,CSC to UCN PING,a7fd099a-7445-51e7-f502-84089bb36105,E.CSC,E.UCN,Host_10.0.60.0 Net_10.1.102.0 Net_10.1.107.0 Net_10.1.125.0 Net_10.2.102.0 Net_10.1.105.0/27,Net_192.168.0.0,always,ICMP/PING,all,accept,enable,otpc-all,Reverse of TEMP CSC UCN ALL,,,
CP03CASH2,296,UCN TO TOF PING,6fb19092-79ae-51e7-e013-390eba969092,E.UCN,I.TOFAPP,Net_192.168.0.0,Net_10.70.3.0 Net_10.70.2.0 Net_10.70.6.0,always,ICMP/PING,all,accept,enable,otpc-all,Reverse of TEMP TOF to UCN,,,
CP03CASH2,297,UCN TO OMDD4 PING,2826b1ac-79af-51e7-8343-25ff085e8bdb,E.UCN,E.OMDD4,Net_192.168.0.0,Net_10.68.25.0,always,ICMP/PING,all,accept,enable,otpc-all,,,,
CP03CASH2,298,OMDD4 TO UCN PING,30feebbe-79af-51e7-5730-27c68a5cef9d,E.OMDD4,E.UCN,Net_10.68.25.0,Net_192.168.0.0 Host_10.193.49.21,always,ICMP/PING,all,accept,enable,otpc-all,Reverse of TEMP UCN TO OMDD4,,,
