vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,action,schedule,service,utm-status,logtraffic,fsso,ips-sensor,ssl-ssh-profile,comments,logtraffic-start,status
DEH1TBP,95,SOTC_SMARTS_0004,256f05e6-c28a-51ea-e145-3571f4af238b,I.SMARTTBP,D.OTPC,net_10.2.150.0/24,net_10.70.12.0/24,accept,always,TCP/61001-61002 TCP/62001-62004,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,96,SOTC_SMARTS_0007,41e8a7f4-c28a-51ea-43fe-c17cee1391a7,I.SMARTTBP,X.HTBP,host_10.2.150.20,net_10.204.130.0/24 net_10.204.131.0/24,accept,always,TCP/21 TCP/6800,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,97,SOTC_SMARTS_0009,6396f126-c28a-51ea-6a30-ad4747a1e63a,I.SMARTTBP,D.CCI,host_10.2.150.21,host_10.244.192.75,accept,always,TCP/1435,enable,all,disable,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,98,SOTC_SMARTS_0012,815ea636-c28a-51ea-b3c2-abf32a27e19e,D.CCI,I.SMARTTBP,host_10.244.192.17,net_10.2.150.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,101,SOTC_SMARTS_0014,987af590-c28a-51ea-b8ac-c98437fa1868,I.SMARTTBP,D.CCI,net_10.2.150.0/24,host_10.244.192.161,accept,always,TCP/1433-1434,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,102,SOTC_SMARTS_0016,aba578f2-c28a-51ea-ca4a-a3603c6b79ee,I.SMARTTBP,D.OTPC,net_10.2.150.0/24,host_10.70.12.200 host_10.70.14.61,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,103,SOTC_SMARTS_0018,f67f9a24-c28a-51ea-dd2a-d2f3382e7a60,I.SMARTTBP,D.CCI,net_10.2.150.0/24,host_10.244.192.59,accept,always,TCP/1433-1435,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,104,SOTC_SMARTS_0020,103ed646-c28b-51ea-277e-5cbd028fb707,I.SMARTTBP,D.OTPC,net_10.2.150.0/24,host_10.1.125.103 host_10.1.125.15,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,105,SOTC_SMARTS_0021,27e25854-c28b-51ea-6c93-ce8842859548,D.CCI,I.SMARTTBP,net_10.193.46.0/24,host_10.2.150.21 host_10.2.150.27,accept,always,TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,106,SOTC_SMARTS_0024,4030fe10-c28b-51ea-de98-20996d835ff9,X.HTBP,I.SMARTTBP,net_10.18.113.0/24,net_10.2.150.0/24,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,107,SOTC_SMARTS_0026,57ea5a24-c28b-51ea-a621-5bf9278ae863,I.SMARTTBP,X.HTBP,host_10.2.150.21 host_10.2.150.27,net_10.18.113.0/24,accept,always,TCP/22 TCP/8025 TCP/8026 TCP/8028 TCP/8032,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,108,SOTC_SMARTS_0028,7291bf52-c28b-51ea-8c07-48c3d89eb09d,D.CCI,I.SMARTTBP,net_10.193.46.0/24,host_10.2.153.21 host_10.2.153.26 host_10.2.153.27,accept,always,TCP/3389,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,109,SOTC_SMARTS_0031,c877b3ea-c28b-51ea-50a6-2e7e46bc52c4,I.SMARTTBP,D.CCI,net_10.2.150.0/24,net_10.248.128.0/24 host_10.244.129.41 host_10.248.129.41,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5474:2020_0710,,
DEH1TBP,99,allow-all-ping,cc1eb104-bbb2-51ea-1cd4-2cf837c41d13,any,any,all,all,accept,always,ALL_ICMP,enable,all,,sdn3-all,certificate-inspection,,,
DEH1TBP,100,allow-all,cc483efc-bbb2-51ea-90f2-9e04249fad6b,any,any,all,all,accept,always,ALL,enable,all,,sdn3-all,certificate-inspection,,,disable
DEH1TBP,110,,3cd450b4-e11c-51ea-2c64-253709028422,D.CCI,I.HTBP,range_10.244.64.68-70 range_10.248.64.68-70 IP_10.244.64.174 IP_10.248.64.174,net_10.152.54.0/24,accept,always,Port_from_BMC,enable,all,,sdn3-all,certificate-inspection,NCR-5027:2020_0506,,
DEH1TBP,111,,3cd6a152-e11c-51ea-0aac-5912ccdaa3da,I.HTBP,D.CCI,range_10.244.64.68-70 range_10.248.64.68-70 IP_10.244.64.174 IP_10.248.64.174,net_10.152.54.0/24,accept,always,Port_from_BMC,enable,all,,sdn3-all,certificate-inspection,NCR-5027:2020_0506,,
DEH1TBP,112,,b703beec-e11c-51ea-9e80-373a4ea0a171,D.CCI,I.HTBP,range_10.244.64.68-70 range_10.248.64.68-70 IP_10.244.64.174 IP_10.248.64.174,net_10.152.54.0/24,accept,always,Port_from_BMC,enable,all,,sdn3-all,certificate-inspection,NCR-5027:2020_0506,,
DEH1TBP,113,,b7060cf6-e11c-51ea-2f92-f6a8d04bec23,I.HTBP,D.CCI,net_10.152.54.0/24,range_10.244.64.68-70 range_10.248.64.68-70 IP_10.244.64.174 IP_10.248.64.174,accept,always,Port_to_BMC,enable,all,,sdn3-all,certificate-inspection,NCR-5027:2020_0506,,
DEH1TBP,114,MDS_MIX_5002,c52a1d00-e341-51ea-544f-b496b0a79b36,I.HTBP,D.SDN2,IP_10.170.63.95,IP_10.241.51.51 IP_10.241.51.52 IP_10.241.51.55 IP_10.241.151.51 IP_10.241.151.52 IP_10.241.151.55,accept,always,TCP_10022,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,115,MDS_MIX_5004,c52ccf00-e341-51ea-c59f-9182286328ff,I.HTBP,D.OTPC,IP_10.170.63.95,IP_10.63.91.11 IP_10.63.92.11,accept,always,TCP_14002,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,116,MDS_MIX_5006,c52f1c06-e341-51ea-5020-0170946b81e6,I.HTBP,D.CCI,IP_10.170.63.95,IP_10.244.128.13,accept,always,TCP_30001-30010 TCP_21,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,117,MDS_MIX_5008,c5314878-e341-51ea-8e8c-153d9bf447b1,I.HTBP,D.SDN2,IP_10.170.63.95,IP_10.151.25.11 IP_10.152.25.11 IP_10.170.53.89 IP_10.170.53.90 IP_10.170.63.89 IP_10.170.63.90 IP_10.170.53.96 IP_10.170.63.96 IP_174.20.2.86,accept,always,TCP_22,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,118,MDS_MIX_5010,c533eb1e-e341-51ea-db87-111dea8e7953,I.HTBP,D.CCI,IP_10.170.63.95,IP_10.244.128.134 IP_10.248.128.134 IP_10.245.126.179 IP_10.249.126.179 IP_10.245.126.181 IP_10.249.126.181,accept,always,TCP_22,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,119,MDS_MIX_5012,c5365f2a-e341-51ea-93cc-9eabe501f940,I.HTBP,D.OTPC,IP_10.170.63.95,IP_10.70.2.33 IP_10.70.2.34 IP_10.70.12.33 IP_10.70.12.34,accept,always,TCP_22,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,120,MDS_MIX_5014,c538eb50-e341-51ea-4e4e-ca7981bf7ac2,D.SDN2,I.HTBP,IP_10.151.5.37 IP_10.152.5.35 IP_10.151.25.12 IP_10.152.25.12,IP_10.170.63.95,accept,always,TCP_22,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,121,MDS_MIX_5019,c53b2bb8-e341-51ea-0bb7-663c4e440b54,I.HTBP,D.OTPC,IP_10.170.63.95,IP_10.1.90.123 IP_10.1.90.124 IP_10.2.90.123 IP_10.2.90.124 IP_10.1.90.113 IP_10.1.90.114 IP_10.2.90.113 IP_10.2.90.114,accept,always,TCP_22 TCP_55455,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,122,MDS_MIX_5021,c53d7dd2-e341-51ea-b579-8253ac8fb9bd,I.HTBP,D.SDN2,IP_10.170.63.95,IP_10.151.5.75 IP_10.152.5.75,accept,always,TCP_22 TCP_12024 TCP_12025,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,123,MDS_MIX_5023,c53fbb60-e341-51ea-bf66-0a812fe49569,I.HTBP,D.CCI,IP_10.170.63.95,IP_10.244.192.90 IP_10.245.95.102 IP_10.248.192.90 IP_10.249.95.102,accept,always,TCP_389,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,124,MDS_MIX_5026,c542177a-e341-51ea-f2f3-e9df8939e8c7,D.SDN2,I.HTBP,net_239.1.1.0/24,IP_10.80.3.95,accept,always,UDP_51000-51009,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,125,MDS_MIX_5027,c54438d4-e341-51ea-4e33-db3493101e4e,D.SDN2,I.HTBP,net_239.1.127.0/24,IP_10.80.4.95,accept,always,UDP_51000-51009,enable,all,,sdn3-all,certificate-inspection,,enable,
DEH1TBP,126,PPP_BMC_5011,7cf993b2-e5bc-51ea-1226-4b628efef79d,I.SMARTTBP,D.CCI,net_10.2.153.0/24,range_10.244.64.68-70 range_10.244.64.174-175 range_10.248.64.68-70 range_10.248.64.174-175,accept,always,TCP_2059 TCP_1828-1838 TCP_3181-3183 UDP_162,enable,all,,sdn3-all,certificate-inspection,NCR-5546:2020_824,enable,
DEH1TBP,127,PPP_BMC_5012,7f7ff2de-e5bc-51ea-6c31-54e787eb5dc5,I.HTBP,D.CCI,net_10.152.34.0/24,range_10.244.64.68-70 range_10.244.64.174-175 range_10.248.64.68-70 range_10.248.64.174-175,accept,always,TCP_2059 TCP_1828-1838 TCP_3181-3183 UDP_162,enable,all,,sdn3-all,certificate-inspection,NCR-5546:2020_824,enable,
DEH1TBP,128,MDS_OMDD_0011,674d6f66-e6a2-51ea-084c-23ef5546f7bf,D.CCI,I.HTBP,host_10.244.128.14 host_10.244.128.20 IP_10.244.128.13,IP_10.170.63.96,accept,always,TCP/22,enable,all,,sdn3-all,certificate-inspection,NCR-5364:2020_0825,,
DEH1TBP,129,MDS_OMDD_0012,8cf92ce6-e6a2-51ea-7eec-0d0285663d67,I.HTBP,D.CCI,IP_10.170.63.96,host_10.244.255.13 host_10.248.255.13,accept,always,SMTP,enable,all,,sdn3-all,certificate-inspection,NCR-5364:2020_0825,,
DEH1TBP,130,PPP_BMC_5021,7549e158-e77e-51ea-2e0f-6fcb531c3af8,D.CCI,I.SMARTTBP,range_10.244.64.68-70 range_10.244.64.174-175 range_10.248.64.68-70 range_10.248.64.174-175,net_10.2.153.0/24,accept,always,TCP_2059 TCP_1828-1838 TCP_3181-3183 UDP_162,enable,all,,sdn3-all,certificate-inspection,NCR-5546:2020_824,enable,
DEH1TBP,131,PPP_BMC_5022,754cf618-e77e-51ea-dda8-a04cf465e3e9,D.CCI,I.HTBP,range_10.244.64.68-70 range_10.244.64.174-175 range_10.248.64.68-70 range_10.248.64.174-175 net_10.244.64.0/24 net_10.248.64.0/24,net_10.152.34.0/24,accept,always,TCP_2059 TCP_1828-1838 TCP_3181-3183 UDP_162,enable,all,,sdn3-all,certificate-inspection,NCR-5546:2020_824,enable,
DEH1TBP,133,CO_NMC_5002,1b4a0fda-ee5d-51ea-00ea-493417885648,D.CCI,I.HTBP,net_10.245.127.0/24,IP_10.170.63.95,accept,always,TCP_22,enable,all,,sdn3-all,certificate-inspection,NCR-5741:2020_0904,enable,
