vdom,name,uuid,subnet,visibility,type,associated-interface,start-ip,end-ip
DEH1HKATS1,host_10.244.64.88,8a062f5e-933a-51ea-c434-5497ce8b2115,10.244.64.88 255.255.255.255,,,,,
DEH1HKATS1,net_10.151.54.0/24,69868770-9401-51ea-e340-f28531d51637,10.151.54.0 255.255.255.0,,,,,
DEH1HKATS1,net_10.170.54.0/24,9efcf72c-94e2-51ea-646f-ad521828ab95,10.170.54.0 255.255.255.0,,,,,
DEH1HKATS1,net_10.170.64.0/24,a8fa3230-94e2-51ea-cb02-000385c46b6b,10.170.64.0 255.255.255.0,,,,,
DEH1HKATS1,range_10.164.1.200-201,1856b288-94e4-51ea-d0f8-9d73a2f05c6d,,,iprange,,10.164.1.200,10.164.1.201
DEH1HKATS1,range_10.164.129.200-201,186a31b4-94e4-51ea-ae49-d88f83587400,,,iprange,,10.164.129.200,10.164.129.201
DEH1HKATS1,net_10.151.58.0/24,1876ccee-94e4-51ea-743f-89a29eac5fe6,10.151.58.0 255.255.255.0,,,,,
DEH1HKATS1,net_10.152.58.0/24,18806ed4-94e4-51ea-4e2b-271927f1a7c7,10.152.58.0 255.255.255.0,,,,,
DEH1HKATS1,range_10.244.192.88-90,18899554-94e4-51ea-1042-a39a91f500b9,,,iprange,,10.244.192.88,10.244.192.90
DEH1HKATS1,host_10.245.95.100,1899007a-94e4-51ea-980c-4bb446093bc6,10.245.95.100 255.255.255.255,,,,,
DEH1HKATS1,host_10.245.95.102,18a3a8cc-94e4-51ea-b33a-7fe49a41a561,10.245.95.102 255.255.255.255,,,,,
DEH1HKATS1,host_10.245.95.111,18ac1246-94e4-51ea-a2d7-2198bf7c539b,10.245.95.111 255.255.255.255,,,,,
DEH1HKATS1,range_10.248.192.88-90,18b44ef2-94e4-51ea-b80e-98af127a7439,,,iprange,,10.248.192.88,10.248.192.90
DEH1HKATS1,range_10.249.95.99-100,18c319f0-94e4-51ea-35b5-ac989cb72709,,,iprange,,10.249.95.99,10.249.95.100
DEH1HKATS1,host_10.249.95.102,18d19336-94e4-51ea-1df6-8a3541c0a188,10.249.95.102 255.255.255.255,,,,,
DEH1HKATS1,host_10.245.132.39,18db847c-94e4-51ea-a1d4-8b778a45b4da,10.245.132.39 255.255.255.255,,,,,
DEH1HKATS1,host_10.245.132.51,18e548c2-94e4-51ea-feb0-1c75727ecc53,10.245.132.51 255.255.255.255,,,,,
DEH1HKATS1,host_10.249.132.58,18ee1f74-94e4-51ea-0798-12ad08835ce0,10.249.132.58 255.255.255.255,,,,,
DEH1HKATS1,host_10.249.132.60,18f85836-94e4-51ea-d3d6-b9e1df46e170,10.249.132.60 255.255.255.255,,,,,
DEH1HKATS1,host_10.244.64.77,19021db2-94e4-51ea-d1d5-99db349aed2d,10.244.64.77 255.255.255.255,,,,,
DEH1HKATS1,host_10.248.64.77,190af5d6-94e4-51ea-9d7e-90b38dbd4191,10.248.64.77 255.255.255.255,,,,,
DEH1HKATS1,net_10.248.95.0,19148e34-94e4-51ea-dd75-6018416fd5dd,10.248.95.0 255.255.255.0,,,,,
DEH1HKATS1,host_10.245.79.24,191ea50e-94e4-51ea-7320-a77d7359df15,10.245.79.24 255.255.255.255,,,,,
DEH1HKATS1,host_10.249.79.24,1927cd0a-94e4-51ea-5cce-8bc1e17a3b86,10.249.79.24 255.255.255.255,,,,,
DEH1HKATS1,range_10.245.79.19-20,1930a66e-94e4-51ea-4ad5-14b61bd739b2,,,iprange,,10.245.79.19,10.245.79.29
DEH1HKATS1,host_10.245.95.19,193ee062-94e4-51ea-d1c3-a3c0740125b3,10.245.95.19 255.255.255.255,,,,,
DEH1HKATS1,host_10.249.79.19,19480246-94e4-51ea-a66f-9afb760d3685,10.249.79.19 255.255.255.255,,,,,
DEH1HKATS1,host_10.245.127.67,19525980-94e4-51ea-cf6f-fabdab50ea61,10.245.127.67 255.255.255.255,,,,,
DEH1HKATS1,host_10.249.127.51,195b0ed6-94e4-51ea-a1f1-b8a5718ac132,10.249.127.51 255.255.255.255,,,,,
DEH1HKATS1,range_10.245.132.73-75,196482e0-94e4-51ea-5cdb-1988c2871867,,,iprange,,10.245.132.73,10.245.132.75
DEH1HKATS1,range_10.245.127.38-46,1973a806-94e4-51ea-3c8d-95e04035233d,,,iprange,,10.245.127.38,10.245.127.46
DEH1HKATS1,range_10.249.132.49-50,19813232-94e4-51ea-b376-41dca4563bfd,,,iprange,,10.249.132.49,10.249.132.50
DEH1HKATS1,host_10.249.132.59,1990c15c-94e4-51ea-a810-74e550ffa86d,10.249.132.59 255.255.255.255,,,,,
DEH1HKATS1,range_10.249.127.35-44,1998ae9e-94e4-51ea-aade-b416f9dd25ea,,,iprange,,10.249.127.35,10.249.127.44
DEH1HKATS1,host_10.63.142.130,19a7cc12-94e4-51ea-bc89-62d8ad8dca4a,10.63.142.130 255.255.255.255,,,,,
DEH1HKATS1,host_10.63.142.133,19b1b182-94e4-51ea-903d-3e18a3a39b4f,10.63.142.133 255.255.255.255,,,,,
DEH1HKATS1,range_10.163.142.23-24,19ba68f4-94e4-51ea-da68-e52f8cc4bf65,,,iprange,,10.163.142.34,10.163.143.24
DEH1HKATS1,net_10.2.153.0/24,cd40dc7e-94e8-51ea-8091-387fcdc364a4,10.2.153.0 255.255.255.0,,,,,
DEH1HKATS1,host_10.245.79.99,df819964-94e8-51ea-6c92-180397694d18,10.245.79.99 255.255.255.255,,,,,
DEH1HKATS1,range_10.245.127.83-84,ee938ec6-94e8-51ea-0453-11234ca8a8d5,,,iprange,,10.245.127.83,10.245.127.84
DEH1HKATS1,host_10.244.64.43,d9848a28-9cc5-51ea-7075-c5ef5014cdb7,10.244.64.43 255.255.255.255,,,,,
DEH1HKATS1,IP_10.170.63.95,f10ee2d0-dba7-51ea-7e5e-b20df5247a45,10.170.63.95 255.255.255.255,,,,,
DEH1HKATS1,IP_10.151.5.37,f11067d6-dba7-51ea-bd26-58b47821cb65,10.151.5.37 255.255.255.255,,,,,
DEH1HKATS1,IP_10.152.5.35,f110b402-dba7-51ea-4c48-132d22f9f3bb,10.152.5.35 255.255.255.255,,,,,
DEH1HKATS1,IP_10.151.25.12,f1110060-dba7-51ea-9591-b8eb3ed30cdf,10.151.25.12 255.255.255.255,,,,,
DEH1HKATS1,IP_10.152.25.12,f1114c00-dba7-51ea-21f0-d946e6a9a320,10.152.25.12 255.255.255.255,,,,,
DEH1HKATS1,net_239.1.1.0/24,f112549c-dba7-51ea-5dd3-e472c543cb62,239.1.1.0 255.255.255.0,,,,,
DEH1HKATS1,net_239.1.127.0/24,f112a032-dba7-51ea-b6ea-df17ebb9a33a,239.1.127.0 255.255.255.0,,,,,
DEH1HKATS1,IP_10.241.51.51,f11325e8-dba7-51ea-d60f-9311087a4ec7,10.241.51.51 255.255.255.255,,,,,
DEH1HKATS1,IP_10.241.51.52,f1137200-dba7-51ea-cfb3-0d9b722efc1e,10.241.51.52 255.255.255.255,,,,,
DEH1HKATS1,IP_10.241.51.55,f113bd14-dba7-51ea-5950-984071fbba4e,10.241.51.55 255.255.255.255,,,,,
DEH1HKATS1,IP_10.241.151.51,f11408be-dba7-51ea-f33a-09730527a964,10.241.151.51 255.255.255.255,,,,,
DEH1HKATS1,IP_10.241.151.52,f114551c-dba7-51ea-eef9-f9a6f1b9aca5,10.241.151.52 255.255.255.255,,,,,
DEH1HKATS1,IP_10.241.151.55,f114a10c-dba7-51ea-00ae-b2638edaaf76,10.241.151.55 255.255.255.255,,,,,
DEH1HKATS1,IP_159.220.180.3,f114ecb6-dba7-51ea-978b-202f533d2f61,159.220.180.3 255.255.255.255,,,,,
DEH1HKATS1,IP_159.220.180.66,f1153932-dba7-51ea-e5eb-68933184eee8,159.220.180.66 255.255.255.255,,,,,
DEH1HKATS1,IP_10.63.91.11,f11583ce-dba7-51ea-3c2c-20f7877d0bde,10.63.91.11 255.255.255.255,,,,,
DEH1HKATS1,IP_10.63.92.11,f115ced8-dba7-51ea-3484-50ad6ec5f0ef,10.63.92.11 255.255.255.255,,,,,
DEH1HKATS1,IP_10.244.128.13,f1161aaa-dba7-51ea-d2e9-9ea677e80fff,10.244.128.13 255.255.255.255,,,,,
DEH1HKATS1,IP_10.151.25.11,f11665a0-dba7-51ea-2307-4050e3e72646,10.151.25.11 255.255.255.255,,,,,
DEH1HKATS1,IP_10.152.25.11,f116b2d0-dba7-51ea-9c05-d10fab4d8636,10.152.25.11 255.255.255.255,,,,,
DEH1HKATS1,IP_10.170.53.89,f116fede-dba7-51ea-d97c-159ea100d95e,10.170.53.89 255.255.255.255,,,,,
DEH1HKATS1,IP_10.170.53.90,f117500a-dba7-51ea-84c1-dc306c48f130,10.170.53.90 255.255.255.255,,,,,
DEH1HKATS1,IP_10.170.63.89,f1179d12-dba7-51ea-18e6-39700dc75bd7,10.170.63.89 255.255.255.255,,,,,
DEH1HKATS1,IP_10.170.63.90,f117ea10-dba7-51ea-67a5-f197b2da406e,10.170.63.90 255.255.255.255,,,,,
DEH1HKATS1,IP_10.170.53.96,f11838e4-dba7-51ea-ccf8-2b07514bb185,10.170.53.96 255.255.255.255,,,,,
DEH1HKATS1,IP_10.170.63.96,f11884fc-dba7-51ea-1ec0-aec0c9ffaf31,10.170.63.96 255.255.255.255,,,,,
DEH1HKATS1,IP_174.20.2.86,f118d10a-dba7-51ea-32b2-810912e9e1d5,174.20.2.86 255.255.255.255,,,,,
DEH1HKATS1,IP_10.244.128.134,f1191c5a-dba7-51ea-35c0-7e5f113d0fc4,10.244.128.134 255.255.255.255,,,,,
DEH1HKATS1,IP_10.248.128.134,f11969e4-dba7-51ea-0959-5c9f31acdd95,10.248.128.134 255.255.255.255,,,,,
DEH1HKATS1,IP_10.245.126.179,f119bae8-dba7-51ea-2832-d171f6744dd2,10.245.126.179 255.255.255.255,,,,,
DEH1HKATS1,IP_10.249.126.179,f11a084a-dba7-51ea-667b-96572b2342ac,10.249.126.179 255.255.255.255,,,,,
DEH1HKATS1,IP_10.245.126.181,f11a561a-dba7-51ea-3493-f01391db2841,10.245.126.181 255.255.255.255,,,,,
DEH1HKATS1,IP_10.249.126.181,f11aa4b2-dba7-51ea-72bd-92556780e825,10.249.126.181 255.255.255.255,,,,,
DEH1HKATS1,IP_10.1.90.113,f11af1ba-dba7-51ea-eb06-1e7ab70d1e06,10.1.90.113 255.255.255.255,,,,,
DEH1HKATS1,IP_10.1.90.114,f11b3db4-dba7-51ea-b12c-57132428560c,10.1.90.114 255.255.255.255,,,,,
DEH1HKATS1,IP_10.2.90.113,f11b8756-dba7-51ea-a7a7-42dfa78dc9ed,10.2.90.113 255.255.255.255,,,,,
DEH1HKATS1,IP_10.2.90.114,f11bd120-dba7-51ea-8c3f-2deecc1a17b7,10.2.90.114 255.255.255.255,,,,,
DEH1HKATS1,IP_10.70.2.33,f11c1964-dba7-51ea-e57c-9924d8d0f389,10.70.2.33 255.255.255.255,,,,,
DEH1HKATS1,IP_10.70.2.34,f11c6158-dba7-51ea-c89f-cef0d811d955,10.70.2.34 255.255.255.255,,,,,
DEH1HKATS1,IP_10.70.12.33,f11cabc2-dba7-51ea-b82f-86d4627f9683,10.70.12.33 255.255.255.255,,,,,
DEH1HKATS1,IP_10.70.12.34,f11cf596-dba7-51ea-7e74-d18664980e2f,10.70.12.34 255.255.255.255,,,,,
DEH1HKATS1,IP_10.1.90.82,f11d836c-dba7-51ea-f4ef-c8b45a2be60f,10.1.90.82 255.255.255.255,,,,,
DEH1HKATS1,IP_10.1.90.83,f11dcb60-dba7-51ea-2481-3596edd9d49c,10.1.90.83 255.255.255.255,,,,,
DEH1HKATS1,IP_10.2.90.82,f11e1192-dba7-51ea-8bc2-ed99a7821a09,10.2.90.82 255.255.255.255,,,,,
DEH1HKATS1,IP_10.2.90.83,f11e5756-dba7-51ea-c69e-1d196dc5fe6a,10.2.90.83 255.255.255.255,,,,,
DEH1HKATS1,IP_10.151.5.75,f11e9dd8-dba7-51ea-5b79-91545e6610a0,10.151.5.75 255.255.255.255,,,,,
DEH1HKATS1,IP_10.152.5.75,f11ee70c-dba7-51ea-ce82-b7d374b96b3e,10.152.5.75 255.255.255.255,,,,,
DEH1HKATS1,IP_10.244.192.90,f11f2f14-dba7-51ea-fd9b-3b7e82519d43,10.244.192.90 255.255.255.255,,,,,
DEH1HKATS1,IP_10.245.95.102,f11f7a96-dba7-51ea-3bd2-d6e92dd87e70,10.245.95.102 255.255.255.255,,,,,
DEH1HKATS1,IP_10.248.192.90,f11fc866-dba7-51ea-ce9e-31d91f77bf39,10.248.192.90 255.255.255.255,,,,,
DEH1HKATS1,IP_10.249.95.102,f1201280-dba7-51ea-2bd7-4c2ba94393a7,10.249.95.102 255.255.255.255,,,,,
DEH1HKATS1,IP_10.80.3.95,f1205ace-dba7-51ea-5b00-ac5f7bf9b679,10.80.3.95 255.255.255.255,,,,,
DEH1HKATS1,IP_10.80.4.95,f120a3b2-dba7-51ea-8211-d0c36804c6b7,10.80.4.95 255.255.255.255,,,,,
DEH1HKATS1,IP_10.244.64.174,75e2cf90-e106-51ea-d34a-4bf5467d93f7,10.244.64.174 255.255.255.255,,,,,
DEH1HKATS1,IP_10.248.64.174,7c83703e-e106-51ea-c956-2287200d79bf,10.248.64.174 255.255.255.255,,,,,
DEH1COMM,none,4957a956-7198-51ea-6b1c-d7634aab4091,0.0.0.0 255.255.255.255,,,,,
DEH1COMM,SSLVPN_TUNNEL_ADDR1,49da87c2-7198-51ea-f281-c445c3152b58,,,iprange,ssl.DEH1COMM,10.212.134.200,10.212.134.210
DEH1COMM,all,49dab058-7198-51ea-3b5e-bec6d0548747,,,,,,
DEH1COMM,FIREWALL_AUTH_PORTAL_ADDRESS,49dab3a0-7198-51ea-7ed1-525865923c9f,,disable,,,,
DEH1COMM,host_10.63.142.209,983dc06a-c683-51ea-551c-d2dc505a82d0,10.63.142.209 255.255.255.255,,,,,
DEH1COMM,host_10.163.143.210,abb326f8-c683-51ea-55c7-e300869f928e,10.163.143.210 255.255.255.255,,,,,
DEH1COMM,net_10.2.153.0/24,13f9a958-c684-51ea-775a-965781c58978,10.2.153.0 255.255.255.0,,,,,
DEH1COMM,net_10.152.34.0/24,9c49b21c-c684-51ea-3afe-85e3f2eff62c,10.152.34.0 255.255.255.0,,,,,
DEH1COMM,net_10.152.52.0/24,a92203ae-c684-51ea-bfc8-cd4ad1d1b642,10.152.52.0 255.255.255.0,,,,,
DEH1COMM,net_10.152.54.0/24,b5e18aec-c684-51ea-2f1b-c88030d4a1a5,10.152.54.0 255.255.255.0,,,,,
DEH1COMM,net_10.152.58.0/24,bffec5e4-c684-51ea-c5f2-589fcc54f529,10.152.58.0 255.255.255.0,,,,,
DEH1COMM,net_10.162.2.0/24,c9190ed2-c684-51ea-ea4b-eb2c5f2b555b,10.162.2.0 255.255.255.0,,,,,
DEH1COMM,net_10.162.4.0/24,d1c5a400-c684-51ea-8718-54f3eddfcfb0,10.162.4.0 255.255.255.0,,,,,
DEH1COMM,net_10.170.44.0/24,db5bb31a-c684-51ea-978d-b52cf279ccd1,10.170.44.0 255.255.255.0,,,,,
DEH1COMM,net_10.170.64.0/24,e47a0e7e-c684-51ea-4543-b2f8959bc0bd,10.170.64.0 255.255.255.0,,,,,
DEH1COMM,host_10.164.1.40,0bbdd470-c806-51ea-4990-bd9cec6da56e,10.164.1.40 255.255.255.255,,,,,
DEH1COMM,net_10.170.54.0/24,fe3ba278-c814-51ea-6ca9-3afe785721f8,10.170.54.0 255.255.255.0,,,,,
DEH1COMM,range_10.164.1.200-201,c8e5181a-ca86-51ea-a7e9-5bd369027a6a,,,iprange,,10.164.1.200,10.164.1.201
DEH1COMM,range_10.164.129.200-201,dddbcc3c-ca86-51ea-eaca-832d3935e5fa,,,iprange,,10.164.129.200,10.164.129.201
DEH1COMM,host_10.164.1.21,9f26babe-ca87-51ea-d2b6-3f725c78653f,10.164.1.21 255.255.255.255,,,,,
DEH1COMM,host_10.164.129.21,bbd8fc3a-ca87-51ea-24c9-81d243ce85cd,10.164.129.21 255.255.255.255,,,,,
DEH1COMM,net_10.163.142.0/24,648d19ec-ca88-51ea-57e4-29cd870c41ad,10.163.142.0 255.255.255.0,,,,,
DEH1COMM,net_10.163.143.0/24,73334f98-ca88-51ea-c4cb-d1ba5e735303,10.163.143.0 255.255.255.0,,,,,
DEH1COMM,net_10.63.142.0/24,8183b8bc-ca88-51ea-b7e6-1507c1f27ec4,10.63.142.0 255.255.255.0,,,,,
DEH1COMM,net_10.164.1.0/24,5394781c-cadb-51ea-99b7-1e0758439eb2,10.164.1.0 255.255.255.0,,,,,
DEH1COMM,net_10.164.129.0/24,5da23cb8-cadb-51ea-e243-3e814bc8ed53,10.164.129.0 255.255.255.0,,,,,
DEH1COMM,range_10.152.58.101-102,e40080bc-cadb-51ea-e10f-23de2857b9e8,,,iprange,,10.152.58.101,10.152.58.102
DEH1COMM,range_10.152.58.155-157,f1a7e2d2-cadb-51ea-3095-eae91111ee49,,,iprange,,10.152.58.155,10.152.58.157
DEH1COMM,host_10.152.54.79,49a713b8-cadc-51ea-4957-1af21045b8de,10.152.54.79 255.255.255.255,,,,,
DEH1COMM,range_10.151.54.82-85,59481d1c-cadc-51ea-233c-fa9b5bb7416b,,,iprange,,10.151.54.82,10.151.54.85
DEH1COMM,range_10.152.54.43-46,6fe95db0-cadc-51ea-0f30-f11fd825dad6,,,iprange,,10.152.54.43,10.152.54.46
DEH1COMM,range_10.152.54.59-76,824a8394-cadc-51ea-b165-d734ab18ef3b,,,iprange,,10.152.54.59,10.152.54.76
DEH1COMM,host_10.152.54.99,be5dde6c-cadc-51ea-8530-b413d827e22e,10.152.54.99 255.255.255.255,,,,,
DEH1COMM,net_10.172.71.0/24,5e287b50-cd85-51ea-7a4f-3c55fe92f995,10.172.71.0 255.255.255.0,,,,,
DEH1COMM,net_10.172.72.0/24,6d1ec498-cd85-51ea-ac71-b8944ce8cce4,10.172.72.0 255.255.255.0,,,,,
DEH1COMM,net_10.172.73.0/24,77c4ad18-cd85-51ea-b17b-8ecb41938d85,10.172.73.0 255.255.255.0,,,,,
DEH1COMM,IP_10.164.1.40,5ee53980-db7b-51ea-ee61-b0491f53bce5,10.164.1.40 255.255.255.255,,,,,
DEH1COMM,IP_10.63.142.134,e175168c-dba7-51ea-bceb-5baa3983795a,10.63.142.134 255.255.255.255,,,,,
DEH1COMM,IP_10.63.142.135,e17569ac-dba7-51ea-b9ff-58d397b28c81,10.63.142.135 255.255.255.255,,,,,
DEH1COMM,IP_10.170.63.95,e175f642-dba7-51ea-ddd7-b2b6a293d3c4,10.170.63.95 255.255.255.255,,,,,
DEH1MC1,none,5290e3c0-7198-51ea-6d55-88d0631eba7b,0.0.0.0 255.255.255.255,,,,,
DEH1MC1,SSLVPN_TUNNEL_ADDR1,5313335c-7198-51ea-8ae7-cda948dba809,,,iprange,ssl.DEH1MC1,10.212.134.200,10.212.134.210
DEH1MC1,all,53135b3e-7198-51ea-aaa9-c75f7249f0d4,,,,,,
DEH1MC1,FIREWALL_AUTH_PORTAL_ADDRESS,53135e90-7198-51ea-1a1c-dfac833b236e,,disable,,,,
DEH1MC2,none,60b668c6-7198-51ea-19e6-853c8638a659,0.0.0.0 255.255.255.255,,,,,
DEH1MC2,SSLVPN_TUNNEL_ADDR1,6138a48a-7198-51ea-1d2d-973f9c23e7c6,,,iprange,ssl.DEH1MC2,10.212.134.200,10.212.134.210
DEH1MC2,all,6138cc76-7198-51ea-09f3-563d0cf191c5,,,,,,
DEH1MC2,FIREWALL_AUTH_PORTAL_ADDRESS,6138cfbe-7198-51ea-614a-03036fafdd33,,disable,,,,
DEH1TBP,none,6d2d5d6c-7198-51ea-3e1c-ddcc85dd00b0,0.0.0.0 255.255.255.255,,,,,
DEH1TBP,SSLVPN_TUNNEL_ADDR1,6daee832-7198-51ea-4319-2f12f8920c0e,,,iprange,ssl.DEH1TBP,10.212.134.200,10.212.134.210
DEH1TBP,all,6daf1078-7198-51ea-6633-92b736c667b8,,,,,,
DEH1TBP,FIREWALL_AUTH_PORTAL_ADDRESS,6daf13ca-7198-51ea-5832-6093996c6dae,,disable,,,,
DEH1TBP,net_10.152.54.0/24,16982d3e-9681-51ea-98d0-b81d086ac0ed,10.152.54.0 255.255.255.0,,,,,
DEH1TBP,net_10.164.1.0/24,1699c4dc-9681-51ea-aecb-2d8b7f30b603,10.164.1.0 255.255.255.0,,,,,
DEH1TBP,net_10.164.129.0/24,16ae9f38-9681-51ea-9a47-55a00fafbad5,10.164.129.0 255.255.255.0,,,,,
DEH1TBP,net_10.63.142.0/24,16af197c-9681-51ea-72a0-50d33695b9bb,10.63.142.0 255.255.255.0,,,,,
DEH1TBP,net_10.163.142.0/24,16b9377c-9681-51ea-4bf3-588ba20457eb,10.163.142.0 255.255.255.0,,,,,
DEH1TBP,net_10.163.143.0/24,16cf32ca-9681-51ea-3986-612ecc082761,10.163.143.0 255.255.255.0,,,,,
DEH1TBP,net_10.245.127.0/24,16cfffb6-9681-51ea-9d0b-5fd385b26157,10.245.127.0 255.255.255.0,,,,,
DEH1TBP,net_10.245.132.0/24,16d0ee30-9681-51ea-cf6a-39f94de18a18,10.245.132.0 255.255.255.0,,,,,
DEH1TBP,net_10.249.127.0/24,16db9f74-9681-51ea-fdc2-869a164bab1f,10.249.127.0 255.255.255.0,,,,,
DEH1TBP,net_10.249.132.0/24,16f60cce-9681-51ea-60ff-df936be161c2,10.249.132.0 255.255.255.0,,,,,
DEH1TBP,range_10.244.64.68-70,16f7c10e-9681-51ea-faf4-8d3ac978af4e,,,iprange,,10.244.64.68,10.244.64.70
DEH1TBP,range_10.248.64.68-70,170bdb6c-9681-51ea-babd-76cc1c151a7a,,,iprange,,10.248.64.68,10.248.64.70
DEH1TBP,host_10.164.1.21,170d0316-9681-51ea-8b58-1b561ad96bd7,10.164.1.21 255.255.255.255,,,,,
DEH1TBP,host_10.164.1.26,17194afe-9681-51ea-1a9f-515941c68874,10.164.1.26 255.255.255.255,,,,,
DEH1TBP,host_10.164.1.27,171d04fa-9681-51ea-ed6f-3218c6f8d3c5,10.164.1.27 255.255.255.255,,,,,
DEH1TBP,host_10.164.130.26,172fd904-9681-51ea-1e3a-bc3dc0c369f0,10.164.130.26 255.255.255.255,,,,,
DEH1TBP,host_10.164.129.21,1731075c-9681-51ea-e068-b93347c95676,10.164.129.21 255.255.255.255,,,,,
DEH1TBP,host_10.248.64.43,173ab6c6-9681-51ea-e75f-a9a57bdd3f97,10.248.64.43 255.255.255.255,,,,,
DEH1TBP,host_10.244.130.6,1753c846-9681-51ea-68b3-39665038e4fb,10.244.130.6 255.255.255.255,,,,,
DEH1TBP,host_10.244.64.88,1754a2d4-9681-51ea-d5ad-6f6b9ce343c7,10.244.64.88 255.255.255.255,,,,,
DEH1TBP,net_10.151.54.0/24,17575916-9681-51ea-4ad8-e00a1e38df61,10.151.54.0 255.255.255.0,,,,,
DEH1TBP,net_10.170.54.0/24,17607d3e-9681-51ea-f6ed-1536cafe1ee4,10.170.54.0 255.255.255.0,,,,,
