vdom,name,uuid,extip,extintf,mappedip
DEH1HKATS1,dstnat_4.3.2.1-1.2.3.4,a8572d9e-8252-51ea-a5e6-e10536f3b2ba,4.3.2.1,any,1.2.3.4
