vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,action,schedule,service,utm-status,logtraffic,ips-sensor,nat,ippool,poolname,comments,status,capture-packet,auto-asic-offload
CT03CASH2,261,TBC261,bea13b9c-68ad-51e7-1605-08ec6321059d,I.TOFAPP,E.UCN,Net_10.70.13.0,Range_192.168.166.53-54,accept,always,TCP/10123 TCP/135-139 TCP/2701 TCP/3268-3269 TCP/389 TCP/443 TCP/445 TCP/636 TCP/80 UDP/135-139 UDP/636,enable,all,otpc-all,,,,,,,
CT03CASH2,262,TBC262,bedc32ec-68ad-51e7-1601-702baba8c230,E.UCN,I.TOFAPP,Net_192.168.187.0 Net_192.168.93.0 Range_192.168.150.140-141 Range_192.168.190.229-230,Range_10.70.13.72-73,accept,always,TCP/3389,enable,all,otpc-all,,,,,,,
CT03CASH2,263,LIPRC to query TOF,bee398a2-68ad-51e7-c296-f35c8960526d,E.UCN,I.TOFAPP,Host_192.168.25.84 Host_192.168.30.65 Range_192.168.25.86-87,Range_10.70.12.30-32,accept,always,TCP/50000-50001 TCP/51000-51001 TCP/50004-50005 TCP/51004-51005,enable,all,otpc-all,,,,,,,
CT03CASH2,264,SIEM to TOF App SSH 2,bf0577c4-68ad-51e7-f9d4-0d5b31cace4c,E.UCN,I.TOFAPP,Host_192.168.150.109 Range_192.168.214.6-7,Range_10.70.12.30-32 Range_10.70.13.101-102 Host_10.70.16.208 Host_10.70.13.31,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,265,TBC265,bf266de4-68ad-51e7-70bf-1ab3dcd3307b,E.UCN,I.TOFAPP,Net_192.168.143.0 Net_192.168.150.0 Net_192.168.164.0 Net_192.168.190.0 Net_192.168.189.0,Range_10.70.13.72-73 Host_10.70.13.76 Range_10.70.13.83-84,accept,always,TCP/3389,enable,all,otpc-all,,,,,,,
CT03CASH2,266,TBC266,bf47a2a2-68ad-51e7-56ae-391e4da34b4c,E.UCN,I.TOFAPP,Range_192.168.21.136-137,Range_10.70.12.30-32 Range_10.70.12.33-34,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,267,SSCAMAPP to TOF APP,bf691ba8-68ad-51e7-0383-fe21a0db4105,E.UCN,I.TOFAPP,Range_192.168.166.53-54,Net_10.70.13.0,accept,always,TCP/135-139 TCP/445,enable,all,otpc-all,,,,,,,
CT03CASH2,268,TBC268,bf8afb42-68ad-51e7-4836-aa443452beef,E.UCN,I.CASH.Trust2,Host_192.168.150.57,Range_10.1.88.45-50 Range_10.1.88.80-85,accept,always,TCP/7937-9936 TCP/80 UDP/514 UDP/7937-7960 TCP/111 TCP/514 UDP/111,enable,all,otpc-all,,,,,,,
CT03CASH2,269,TBC269,bfabeff0-68ad-51e7-9c7a-5357b5ddbef0,E.UCN,I.CASH.Trust2,Host_192.168.150.50 Host_192.168.150.54,Range_10.1.88.45-50 Range_10.1.88.80-85,accept,always,TCP/111 TCP/2049 TCP/2051-2052,enable,all,otpc-all,,,,,,,
CT03CASH2,270,Tenable to TOF Stat,bfcce638-68ad-51e7-32e7-eef40d1efdca,E.UCN,E.TOF1,Host_192.168.150.109 Host_192.168.214.6 Host_192.168.214.7 Host_192.168.214.9,Net_10.65.69.0,accept,always,TCP/22 TCP/139 TCP/445,enable,all,otpc-all,,,,IT-NCR-2018-[T]2170:1:2018_1201,,,
CT03CASH2,272,TBC272,c00fb990-68ad-51e7-75e2-7bb063af4a85,E.TOF1,E.UCN,Net_10.65.69.0,Host_10.193.49.21,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,273,TBC273,c030bcf8-68ad-51e7-a8b0-e72b4f510e32,E.TOF1,E.UCN,Host_10.65.69.3,Host_192.168.150.70 Host_192.168.188.24,accept,always,TCP/80 TCP/443 TCP/5723,enable,all,otpc-all,,,,,,,
CT03CASH2,274,WAN OCG Security rule 1,9544706a-6d04-51e7-fbc9-59751e03f8d0,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Net_10.1.93.0,,always,ICMP/13 ICMP/14,,all,,,,,,,,
CT03CASH2,275,WAN OCG to OCG DC,9566fb3a-6d04-51e7-d6ac-a19edbb1795c,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Range_10.1.93.11-40,accept,always,TCP/50001-50100,enable,all,otpc-all,,,,,,,
CT03CASH2,276,WAN OCG to OCG ping,958852ee-6d04-51e7-7a45-a98242139419,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Host_10.1.93.20,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,277,WAN OCG to OCG ping (dstnat),95a9a0f2-6d04-51e7-86af-c8396285cd6a,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Host_10.1.93.231,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,278,WAN OCG to CMPC,95caf202-6d04-51e7-60d5-b100d16f5566,W.OCG.T3T4,I.CASH.Trust2,NetGp_OCG_WAN,Host_10.1.93.51,accept,always,TCP/50001-50100 ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,279,WAN OMDC Security rule 1,95ec452e-6d04-51e7-181c-e825036adbf7,I.CASH.Trust2,W.OMDC.T3T4,Net_10.1.90.0,NetGp_OMDC_WAN,,always,ICMP/13 ICMP/14,,all,,,,,,,,
CT03CASH2,280,OMDC to WAN OMDC ping,9608d6e4-6d04-51e7-dbb0-93287832b91b,I.CASH.Trust2,W.OMDC.T3T4,Range_10.1.90.82-83 Host_10.1.90.86 Host_10.1.90.241 Range_10.1.90.94-95,NetGp_OMDC_WAN,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,281,WAN OMDC Security rule 2,962a289e-6d04-51e7-e5c5-78ef14e86391,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Net_10.1.90.0,,always,ICMP/13 ICMP/14,,all,,,,,,,,
CT03CASH2,282,WAN OMDC to OMDC RTS,9646b6d0-6d04-51e7-c0e8-e076572dd065,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Range_10.1.90.82-83 Host_10.1.90.86,accept,always,TCP/55455 TCP/55855,enable,all,otpc-all,,,,,,,
CT03CASH2,283,WAN OMDC to OMDC RTS ManWS,9668101e-6d04-51e7-366a-f47166bdc448,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Host_10.1.90.241,accept,always,TCP/1888 ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,284,WAN OMDC to OMDCC RTS,96895c88-6d04-51e7-f841-ac9112092279,W.OMDC.T3T4,I.CASH.Trust2,NetGp_OMDC_WAN,Range_10.1.90.94-95,accept,always,TCP/55455,enable,all,otpc-all,,,,,,,
CT03CASH2,285,OMC to OMDC RTS,96d3e1e0-6d04-51e7-b10f-e37a325d5af5,I.OMC,I.CASH.Trust2,Net_10.80.1.0,Net_10.1.90.0 Net_10.2.90.0,accept,always,TCP/55455 TCP/55855,enable,all,otpc-all,,,,,,,
CT03CASH2,286,OADM APP to TOF APP DBS SFTP,770ed618-6df8-51e7-4e0a-876fb04a4333,I.OAdmAPP,I.TOFAPP,Range_10.90.20.39-40,Range_10.70.12.30-32 Range_10.70.2.30-32,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,287,NMC to OADM WEB Access,fd9baf16-6df4-51e7-72b8-88594505560e,E.NMC,I.OAdmWEB,Net_10.63.142.0 Net_10.163.143.0,Range_10.90.22.41-42,accept,always,TCP/22 TCP/80 TCP/443 TCP/8080 TCP/8443,enable,all,otpc-all,,,,,,,
CT03CASH2,288,NMC to OADM WEB PING,fdbcfe0a-6df4-51e7-9c4d-75aef915d908,E.NMC,I.OAdmWEB,NetGp_NMC,Net_10.90.22.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,289,OADM WEB to NMC PING,fde7d88c-6df4-51e7-4f42-5842f08d7abd,I.OAdmWEB,E.NMC,Net_10.90.22.0,NetGp_NMC,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,290,OADM APP to TOF APP PING,fe092b72-6df4-51e7-896b-599392f90b34,I.OAdmAPP,I.TOFAPP,Net_10.90.20.0,Net_10.70.2.0 Net_10.70.12.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,291,TOF APP to OTPC APP PING,fe4db8aa-6df4-51e7-8e61-6b44e663d83a,I.TOFAPP,I.OAdmAPP,Net_10.70.2.0 Net_10.70.12.0,Net_10.90.20.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,292,NMC to OADM APP PING,fe4f9e18-6df4-51e7-405e-d64dd6b7f2d8,E.NMC,I.OAdmAPP,NetGp_NMC,Net_10.90.25.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,293,OADM APP to NMC PING,fe6d3518-6df4-51e7-df63-b77983bcdc34,I.OAdmAPP,E.NMC,Net_10.90.25.0,NetGp_NMC,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,294,OADM WEB to OADM APP Apache,fe8e7246-6df4-51e7-05f9-4d6dea8473d4,I.OAdmWEB,I.OAdmAPP,Range_10.90.21.41-42,Range_10.90.20.39-40,accept,always,TCP/38000-39000,enable,all,otpc-all,,,,,,,
CT03CASH2,297,SAT WEB to OADM APP PING,ff377166-6df4-51e7-2af3-03bc69188133,I.SATWEB,I.OAdmAPP,Net_10.70.4.0 Net_10.70.14.0,Net_10.90.20.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,298,OADM APP to TOF APP DTS,ff5b2476-6df4-51e7-352c-de83e56d4dfe,I.OAdmAPP,I.TOFAPP,Range_10.90.20.39-40,Range_10.70.12.33-34 Range_10.70.2.33-34,accept,always,TCP/22 TCP/30088,enable,all,otpc-all,,,,,,,
CT03CASH2,299,OADM APP to OADM WEB SSH,ff7c7734-6df4-51e7-d872-9147ef0976f8,I.OAdmAPP,I.OAdmWEB,Range_10.90.20.39-40 Range_10.91.20.39-40,Range_10.90.21.41-42,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,300,OADM APP to OADM WEB PING,ff9dca74-6df4-51e7-f98d-f26332919837,I.OAdmAPP,I.OAdmWEB,Net_10.90.20.0 Net_10.91.20.0,Net_10.90.21.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,301,OADM WEB to OADM APP PING,ffbf1c60-6df4-51e7-482c-d5e1017f2827,I.OAdmWEB,I.OAdmAPP,Net_10.90.21.0,Net_10.90.20.0 Net_10.91.20.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,302,OMC to OMDC RTS 2,ffe07022-6df4-51e7-730b-6278cd559473,I.OMC,I.CASH.Trust2,Range_10.80.11.17-18 Range_10.80.11.131-132,Range_10.1.90.82-83 Range_10.2.90.82-83,accept,always,TCP/55455 TCP/55855,enable,all,otpc-all,,,,,,,
CT03CASH2,303,OMC to OMDC RTS PING,0001c13c-6df5-51e7-57e3-b8c9d31842a0,I.OMC,I.CASH.Trust2,Net_10.80.11.0 Net_10.80.1.0,Net_10.1.90.0 Net_10.2.90.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,304,OMDC RTS to OMC PING,00231b66-6df5-51e7-1102-bdd4ca4efdd1,I.CASH.Trust2,I.OMC,Net_10.1.90.0 Net_10.2.90.0,Net_10.80.11.0 Net_10.80.1.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,305,OMDC to CSC PING,6d1ae178-710f-51e7-8e2c-324560f4cbbc,I.CASH.Trust2,E.CSC3,Net_10.1.88.0 Net_10.1.89.0,Net_10.1.101.0 Net_10.1.102.0 Net_10.2.101.0 Net_10.2.102.0 Net_10.1.103.0 Net_10.2.103.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,307,CSC to OMDC RFS,ea2f7516-710f-51e7-6255-a75df5266836,E.CSC3,I.CASH.Trust2,Range_10.1.101.1-2 Range_10.2.101.1-2,Range_10.1.89.84-85 Range_10.2.89.84-85,accept,always,TCP/22 TCP/55755,enable,all,otpc-all,,,,,,,
CT03CASH2,308,CSC to OMDC MTRPC,1877348e-7117-51e7-65a8-a45221099edd,E.CSC3,I.CASH.Trust2,Host_10.1.103.10 Host_10.2.103.10,Host_10.1.88.31,accept,always,TCP/8192,enable,all,otpc-all,,,,,,,
CT03CASH2,310,TOF APP to CSC PING,a02210a2-7112-51e7-5baa-591d66a2199a,I.TOFAPP,E.CSC3,Net_10.70.13.0 Net_10.70.3.0,Net_10.1.102.0 Net_10.1.103.0 Net_10.2.102.0 Net_10.2.103.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,311,CSC to TOF APP PING,fa8f9082-7112-51e7-0b69-b7c3389bf43f,E.CSC3,I.TOFAPP,Net_10.1.102.0 Net_10.1.103.0 Net_10.2.102.0 Net_10.2.103.0,Net_10.70.13.0 Net_10.70.16.0 Net_10.70.3.0 Net_10.70.6.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,312,CSC to TOF APP ORSYP,45ecbbd6-7113-51e7-b9cc-d800d7ca0fbf,E.CSC3,I.TOFAPP,Net_10.1.102.0 Net_10.1.103.0 Net_10.2.102.0 Net_10.2.103.0,Host_10.70.16.11 Host_10.70.6.11 NetGp_TOF_ORSYP_Consoles,accept,always,PORT_ORSYP_Agents,enable,all,otpc-all,,,,,,,
CT03CASH2,313,OMDC to CSC SFTP,6d78cac8-7113-51e7-75ec-ebb904a150aa,I.CASH.Trust2,E.CSC3,Net_10.1.88.0 Net_10.2.88.0,Net_10.1.102.0 Net_10.2.102.0,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,314,OMDC to CSC HTTPS,88cdd674-7113-51e7-7cce-0cec87b8a797,I.CASH.Trust2,E.CSC3,Net_10.1.88.0 Net_10.2.88.0,Net_10.1.103.0 Net_10.2.103.0,accept,always,TCP/443,enable,all,otpc-all,,,,,,,
CT03CASH2,315,OMDC to CSC KVM,cf64af2c-7113-51e7-5614-880179ff7f93,I.CASH.Trust2,E.CSC3,Host_10.1.88.31,Host_10.1.103.10 Host_10.2.103.10,accept,always,TCP/2068 TCP/3211 TCP/3871 TCP/443 TCP/8192 UDP/131,enable,all,otpc-all,,,,,,,
CT03CASH2,316,OMDC to CSC SFTP 2,35997372-7114-51e7-6c61-1caed6dc7365,I.CASH.Trust2,E.CSC3,Host_10.1.88.78,Range_10.1.101.1-2 Range_10.2.101.1-2,accept,always,TCP/22 TCP/5432,enable,all,otpc-all,,,,,,,
CT03CASH2,317,OMDC to CSC SFTP 3,5a272fc2-7114-51e7-55c8-e7b3fd93fb0d,I.CASH.Trust2,E.CSC3,Range_10.1.89.87-88,Range_10.1.101.1-2 Range_10.2.101.1-2,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,318,TOFAPP to CSC,c3919e0c-7114-51e7-e33e-c06a3035e375,I.TOFAPP,E.CSC3,Host_10.70.16.11 Host_10.70.6.11 NetGp_TOF_ORSYP_Consoles,Net_10.1.102.0 Net_10.1.103.0 Net_10.2.102.0 Net_10.2.103.0,accept,always,PORT_ORSYP_Agents,enable,all,otpc-all,,,,,,,
CT03CASH2,319,OADM APP to UCN Email Server,cb52d280-727e-51e7-d26f-c6ade4ce5fbf,I.OAdmAPP,E.UCN,Range_10.90.20.39-40,Host_192.168.110.23 Range_192.168.7.23-24 Host_192.168.239.11,accept,always,TCP/25,enable,all,otpc-all,,,,,,,
CT03CASH2,320,OCG VPN PC to OCG,e6fcce8e-72db-51e7-f806-7697ec573705,E.OCG,I.CASH.Trust2,Host_10.163.144.41 Host_10.163.145.41,Net_10.1.95.0 Net_10.2.95.0,accept,always,TCP/22 TCP/40000-41000 TCP/45000-46000 TCP/50000-50300 PING,enable,all,otpc-all,,,,,,,
CT03CASH2,321,OCG to Stage Server,cb9c3a42-727e-51e7-256f-aa0d086387d2,I.CASH.Trust2,E.UCN,Net_10.1.88.0 Net_10.1.95.0,Host_10.193.49.21,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,322,CCASS Host to TOF APP FTPS,cbbdb08c-727e-51e7-023b-63d41096cf4c,E.XSYS,I.TOFAPP,Host_172.23.2.1 Host_172.22.8.4,Range_10.70.12.30-34,accept,always,PORT_FTPS FTP_GET FTP_PUT PORT_FTP_DATA,enable,all,otpc-all,,,,,,,
CT03CASH2,474,TOF APP to CCASS host FTPS,04d95238-c5cf-51e7-5cf5-92618cfad5b7,I.TOFAPP,E.XSYS,Host_10.70.12.70 Range_10.70.12.80-81 Range_10.70.12.30-34,Host_172.23.2.1,accept,always,PORT_FTPS FTP_GET FTP_PUT PORT_FTP_DATA TCP/22,enable,all,otpc-all,,,,Reverse of CCASS Host to TOF APP FTPS,,,
CT03CASH2,323,CCASS Host to TOF APP PING,cbdf01ce-727e-51e7-4404-43a237c63a7b,E.XSYS,I.TOFAPP,Host_172.23.2.1 Host_172.22.8.4,Net_10.70.12.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,324, TOF APP to CCASS Host PING,cc0054b4-727e-51e7-aa2a-0d683c14932a,I.TOFAPP,E.XSYS,Net_10.70.12.0,Host_172.23.2.1 Host_172.22.8.4,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,325,CCASS Host to SAT Web PING,cc21a8b2-727e-51e7-452a-150c7e4da2af,E.XSYS,I.SATWEB,Host_172.23.2.1 Host_172.22.8.4,Net_10.70.14.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,326,SAT Web to CCASS Host PING,cc42fddc-727e-51e7-7ca3-044a7d532add,I.SATWEB,E.XSYS,Net_10.70.14.0,Host_172.23.2.1 Host_172.22.8.4,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,327,SMARTS to CASH,68b94148-78ed-51e7-bddc-68a9bf451c7e,E.SMARTS,I.CASH.Trust2,Host_10.1.150.20,Host_10.1.90.241 Host_10.1.90.86 Range_10.1.90.82-83 Range_10.2.90.82-83 Host_10.2.90.241,accept,always,TCP/55455 TCP/55855,enable,all,otpc-all,,,,,,,
CT03CASH2,342,SMARTS to OMDC-RTS PING,5f5e91d8-7970-51e7-8c7f-dd6214be0ce7,E.SMARTS,I.CASH.Trust2,Net_10.1.150.0,Net_10.1.90.0 Net_10.2.90.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,IT-NCR-2018-[T]1853::2018_0929,,,
CT03CASH2,343,OMD CTL to OMDC,f819daa2-7986-51e7-dd7e-a0dfa5786d25,E.OMDD4,I.CASH.Trust2,Host_10.68.11.11,Host_10.1.90.101 Host_10.2.90.101,accept,always,PORT_OMD_CTL TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,344,OMD CTL to OMDC ping,3bed6fbe-7987-51e7-af77-1d7dc5d6c25f,E.OMDD4,I.CASH.Trust2,Net_10.68.11.0,Net_10.1.90.0 Net_10.2.90.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,331,OMDC to OMD CLTFE SFTP,c9d77b3e-741a-51e7-1c52-9ebd21ffbd2a,I.CASH.Trust2,E.OMDD4,Net_10.1.88.0 Net_10.2.88.0,Net_10.68.15.0,accept,always,TCP/22,enable,all,otpc-all,,,,Reverse of TEMP_3,,,
CT03CASH2,345,CSC to OMDC SSH,33fa6652-7989-51e7-5642-a9c39779766c,E.CSC3,I.CASH.Trust2,Range_10.1.102.1-2 Range_10.2.102.1-2,Range_10.1.88.80-86 Range_10.2.88.80-85,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,347,CSC to PTOFAPP 004-005,608d5264-798a-51e7-3aaa-3ca4cb07897d,E.CSC3,I.CASH.Trust2,Range_10.1.101.1-2 Range_10.2.101.1-2,Range_10.1.89.87-88,accept,always,TCP/22,enable,all,otpc-all,,,,Clone of CSC to OMDC SH,,,
CT03CASH2,346,MMDH pilot north to OMDC SH,5f2036ea-798e-51e7-10e0-c2d39d4a9c5e,E.CSC3,I.CASH.Trust2,Host_10.1.106.11,Host_10.1.89.70,accept,always,TCP/55755,enable,all,otpc-all,,,,Clone of TEMP CSC2,,,
CT03CASH2,349,MMDH-Pilot to OMDC,276b79fc-798f-51e7-54f9-e5440c870851,E.CSC3,I.CASH.Trust2,Host_10.1.107.11,Host_10.1.88.70,accept,always,TCP/22,enable,all,otpc-all,,,,Clone of MMDH pilot north to OMDC SH,,,
CT03CASH2,359,OMDC to MMDH-Pilot,da916448-7f6a-51e7-1811-e868ef35cac3,I.CASH.Trust2,E.CSC3,Host_10.1.88.70,Host_10.1.107.11,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,350,MMDH pilot to UCN,b8af4a6a-798f-51e7-d94d-b2e85ac7cbb2,E.CSC3,E.UCN,Host_10.1.107.11,Host_10.193.49.21,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,336,CSC to CASH ping,166e228e-7431-51e7-f3b5-54ff03c778cd,E.CSC3,I.CASH.Trust2,Net_10.1.101.0 Net_10.1.102.0 Net_10.1.103.0 Net_10.2.101.0 Net_10.2.102.0 Net_10.2.103.0,Net_10.1.88.0 Net_10.1.89.0,accept,always,PING,enable,all,otpc-all,,,,Reverse of TEMP CSC,,,
CT03CASH2,337,UCN to CSC PING,16bcc074-7445-51e7-0843-30ac236ad0bb,E.UCN,E.CSC3,Net_192.168.0.0/16,Net_10.0.60.0 Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,accept,always,ICMP/PING,enable,all,otpc-all,,,,Reverse of  ,,,
CT03CASH2,400,CSC to UCN PING,258f4d20-7444-51e7-694e-fecec8fe1497,E.CSC3,E.UCN,Net_10.0.60.0 Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,Net_192.168.0.0/16,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,348,UCN to CASH PING,bd187406-798e-51e7-fe04-1eca3136ca02,E.UCN,I.CASH.Trust2,Net_192.168.0.0/16,Net_10.1.88.0 Net_10.1.95.0 Net_10.1.96.0 Net_10.90.30.0 Net_10.204.130.0 Net_10.204.131.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,IT-NCR-2019-[T]2644::2019_0316,,,
CT03CASH2,351,TOF to CSI ping,0365c922-79a8-51e7-5a03-5951df56fa04,I.TOFAPP,E.TOF2,Net_10.70.12.0 Net_10.70.2.0,Net_10.63.109.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,353,TOF TO UCN PING,41d78812-79ad-51e7-dd6f-90f487898317,I.TOFAPP,E.UCN,Net_10.70.13.0 Net_10.70.12.0 Net_10.70.16.0,Host_10.193.49.21 Net_192.168.0.0/16,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,355,UCN TO OMDD4 PING,e1d02328-79ae-51e7-274e-d2555afdfa11,E.UCN,E.OMDD4,Net_192.168.0.0/16,Net_10.68.15.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,356,OMDD4 TO UCN PING,e7e588a2-79ae-51e7-30b1-733bacbf2620,E.OMDD4,E.UCN,Net_10.68.15.0 Net_10.68.41.0 Net_10.68.45.0 Net_10.68.43.0,Net_192.168.0.0/16,accept,always,ICMP/PING,enable,all,otpc-all,,,,Reverse of TEMP UCN TO OMDD4,,,
CT03CASH2,357,OMDC_WAN TO OMDD_RTS,a4b39c46-79bc-51e7-f933-4a28c832b02f,E.OMDD4,I.CASH.Trust2,OMDD_HGC_WAN OMDD_PCCW_WAN OMDD_WTT_WAN,Range_10.1.90.82-83 Host_10.1.90.241,accept,always,TCP/55455 PING,enable,all,otpc-all,,,,,,,
CT03CASH2,488,OMDC to OMDD4,61a60f5e-f2db-51e7-7c33-a70dd7459dd1,I.CASH.Trust2,E.OMDD4,Range_10.1.90.82-83 Host_10.1.90.241,OMDD_HGC_WAN OMDD_PCCW_WAN OMDD_WTT_WAN,accept,always,PING,enable,all,otpc-all,,,,Reverse of OMDC_WAN TO OMDD_RTS,,,
CT03CASH2,360,CIS to TOF SFTP,a13112e6-7f6c-51e7-7a86-30a8ba59ba3c,E.TOF2,I.TOFAPP,Host_10.63.109.100 Host_10.63.109.101,Host_10.70.12.70 Host_10.70.12.86 Range_10.70.12.82-83 Range_10.70.2.82-83,accept,always,SSH PING,enable,all,otpc-all,,,,,,,
CT03CASH2,352,CSI to TOF ping,b90ac070-79a8-51e7-eed4-3df1ad74f75a,E.TOF2,I.TOFAPP,Net_10.63.109.0,Net_10.70.12.0 Net_10.70.2.0,accept,always,PING,enable,all,otpc-all,,,,Reverse of TEMP  TOF TO ETOF.2,,,
CT03CASH2,361,TOF CIS FTPS,b472fa86-7f6c-51e7-e62d-b52f2e2cc5a1,I.TOFAPP,E.TOF2,Range_10.70.12.30-32,Host_10.63.109.101,accept,always,FTP_GET FTP_PUT PORT_FTPS PORT_FTP_DATA TCP/5500-5700,enable,all,otpc-all,,,,Reverse of CIS to TOF SFTP,,,
CT03CASH2,362,EXN GW to CNS news,e33cba54-84a4-51e7-7720-c4ba5ce5a05c,E.MDF,I.SATWEB,Range_192.168.20.14-15,Host_10.70.14.61,accept,always,TCP/22 PING,enable,all,otpc-all,,,,,,,
CT03CASH2,363,EXN GW to upload news to OMDC,26c55718-84a5-51e7-2855-768b17477e23,E.MDF,I.TOFAPP,Range_192.168.20.14-15,Range_10.70.12.82-83 Range_10.70.2.82-83 Host_10.70.4.61_TOFAPP Host_10.70.12.70,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,364,IIS to SAT WEB PING,7204a116-84a5-51e7-8258-cccc72a9c386,E.MDF,I.SATWEB,Net_192.168.20.0,Net_10.70.14.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,365,IIS to TOF APP PING,a4f15434-84a5-51e7-4a99-324ad5e0bc3c,E.MDF,I.TOFAPP,Net_192.168.20.0,Net_10.70.12.0 Net_10.70.2.0 Net_10.70.4.0_TOFAPP,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,372,SATWEB to UCN,188bb04e-8508-51e7-967b-4b49cb32c045,I.SATWEB,E.UCN,Range_10.70.14.101-102,Host_192.168.176.55 Host_192.168.176.50 Host_192.168.176.51 Host_192.168.176.52 Host_192.168.176.53 Host_192.168.176.54 Host_192.168.35.21 Host_192.168.35.22 Host_192.168.35.23 Host_192.168.35.24 Host_192.168.35.25 Host_192.168.35.26,accept,always,TCP/389,enable,all,otpc-all,,,,,,,
CT03CASH2,376,BSS to CCCG WEB,0a76b5c2-8967-51e7-b920-c3f298befe2c,E.TOF1,I.SATWEB,Range_10.19.19.11-12,Range_10.70.14.101-102,accept,always,TCP/443 TCP/80 TCP/8080 TCP/8443,enable,all,otpc-all,,,,,,,
CT03CASH2,377,BSS to SAT WEB PING,239f28f4-8967-51e7-c752-daf45a9496ad,E.TOF1,I.SATWEB,Net_10.19.19.0,Net_10.70.14.0,accept,always,ICMP/PING,enable,all,otpc-all,,,,,,,
CT03CASH2,378,Tenable to MMDH,16bc41d2-89ce-51e7-f07f-dbf67806fb44,E.UCN,E.CSC3,Host_192.168.214.7 Host_192.168.214.9,Net_10.0.60.0 Net_10.1.102.0 Net_10.1.107.0 Net_10.2.102.0 Net_10.1.105.0/27,accept,always,TCP/139 TCP/22 TCP/445,enable,all,otpc-all,,,,IT-NCR-2018-[T]2170:1:2018_1201,,,
