vdom,id,name,uuid,srcintf,dstintf,srcaddr,dstaddr,action,schedule,service,utm-status,logtraffic,ips-sensor,nat,ippool,poolname,comments,status,capture-packet,auto-asic-offload
CT03CASH2,187,TBC41,15a6010e-6785-51e7-23d3-6dfa6ac83543,I.SATWEB,I.TOFAPP,Range_10.70.14.61-63,Range_10.70.2.31-32 Range_10.70.2.33-34 Range_10.70.2.72-73 Range_10.70.2.1-2 Range_10.70.2.8-9 Range_10.70.12.31-32 Range_10.70.12.33-34 Range_10.70.12.1-2 Range_10.70.12.8-9,accept,always,TCP/22,enable,all,otpc-all,,,,SDTF01;TOF-WEB;TOF-Trust;3;2017_0715,,,
CT03CASH2,188,TBC42,15b4c16c-6785-51e7-06dc-055b584ae280,I.SATWEB,I.TOFAPP,Range_10.70.14.51-52,Range_10.70.2.30-32 Range_10.70.2.33-34 Range_10.70.12.33-34,accept,always,TCP/22,enable,all,otpc-all,,,,SDTF01;TOF-WEB;TOF-Trust;6-7;2017_0715,,,
CT03CASH2,189,TBC43,15d7b898-6785-51e7-81e2-ab8e4c477bb9,I.SATWEB,I.TOFAPP,Range_10.70.14.101-102,Range_10.70.12.101-105,accept,always,TCP/1888-1889,enable,all,otpc-all,,,,SDTF01;TOF-WEB;TOF-Trust;8;2017_0715 SDTF01;TOF-WEB-MGT;TOF-Trust;24;2017_0715,,,
CT03CASH2,190,TBC44,15f94d1e-6785-51e7-bc69-5d5874355109,I.SATWEB,I.TOFAPP,Range_10.70.14.101-102,Range_10.1.141.10-30_2,accept,always,TCP/32000-33999 ICMP/PING,enable,all,otpc-all,,,,SDTF01;TOF-WEB;TOF-Trust;9;2017_0715 SDTF01;TOF-WEB-MGT;TOF-Trust;25;2017_0715,,,
CT03CASH2,191,TBC45,161add44-6785-51e7-05fe-b499f4363a54,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52,Range_10.70.13.61-64,accept,always,PORT_NTP,enable,all,otpc-all,,,,SDTF01;TOF-WEB-MGT;TOF-Trust;1;2017_0715,,,
CT03CASH2,192,TBC46,163bd044-6785-51e7-ea24-67e6a48aa4d3,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Range_10.70.15.61-63,Range_10.70.13.71-73,accept,always,PORT_SNMP TCP/162 TCP/50004 UDP/514 UDP/50004,enable,all,otpc-all,,,,SDTF01;TOF-WEB-MGT;TOF-Trust;3;2017_0715,,,
CT03CASH2,193,TBC47,165d5d9a-6785-51e7-c1e7-90c30bf7ce81,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Range_10.70.15.61-63,Host_10.70.16.11 Range_10.70.13.72-73 Range_10.70.13.61-64,accept,always,PORT_ORSYP_Agents,enable,all,otpc-all,,,,SDTF01;TOF-WEB-MGT;TOF-Trust;4-6;2017_0715,,,
CT03CASH2,194,TBC48,167ecba6-6785-51e7-291b-0309f397f8f8,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Range_10.70.15.61-63,Host_10.70.6.12 Host_10.70.16.12,accept,always,TCP/1556 TCP/13724,enable,all,otpc-all,,,,SDTF01;TOF-WEB-MGT;TOF-Trust;7;2017_0715,,,
CT03CASH2,195,TBC49,16a0cc42-6785-51e7-92fa-3c34e670ad89,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Range_10.70.15.61-63,Host_10.70.16.11,accept,always,TCP/383 TCP/9383,enable,all,otpc-all,,,,SDTF01;TOF-WEB-MGT;TOF-Trust;8;2017_0715,,,
CT03CASH2,196,TBC50,16c214ec-6785-51e7-ccd9-03bf855e0a38,I.SATWEB,I.TOFAPP,Range_10.70.15.51-52 Range_10.70.15.61-63,Host_10.70.6.11,accept,always,PORT_ORSYP_Agents TCP/383 TCP/9383,enable,all,otpc-all,,,,SDTF01;TOF-WEB-MGT;TOF-Trust;9;2017_0715,,,
CT03CASH2,197,TBC51,16e2699a-6785-51e7-f291-a39c19062a43,I.SATWEB,I.TOFAPP,Net_10.70.15.0,Net_10.70.5.0 Net_10.70.13.0 Net_10.70.3.0,accept,always,TCP/22,enable,all,otpc-all,,,,SDTF01;TOF-WEB-MGT;TOF-Trust;22;2017_0715,,,
CT03CASH2,199,TBC53,172323e0-6785-51e7-90db-ab58f3623a7f,I.CASH.Trust2,I.SATWEB,Net_10.1.93.0 Net_10.2.93.0,Net_10.70.14.0,accept,always,TCP/22,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-WEB;21;2017_0715,,,
CT03CASH2,200,TBC54,1744fb46-6785-51e7-26e4-ff26820a07fa,I.CASH.Trust2,I.SATWEB,Host_10.1.90.86,Host_10.70.14.61,accept,always,TCP/20 TCP/21 TCP/22,enable,all,otpc-all,,,,SDTF01;OMD-Trust;TOF-WEB;1;2017_0715,,,
CT03CASH2,201,TBC55,1765c952-6785-51e7-48bf-276451035e28,I.CASH.Trust2,I.SATWEB,Net_10.1.90.0 Net_10.2.90.0 Net_10.1.93.0 Net_10.2.93.0,Net_10.70.14.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,202,TBC56,1784b420-6785-51e7-fc83-a3569b7a48fa,I.TOFAPP,E.SMARTS,Range_10.70.2.33-34 Range_10.70.12.33-34,Host_10.1.150.20,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;SMARTS_TOFFW;1;2017_0715,,,
CT03CASH2,203,TBC57,17a7e17a-6785-51e7-32b3-836d5a40f16e,I.TOFAPP,E.TOF1,Range_10.70.12.30-34 Range_10.70.2.33-34,Host_10.63.107.100,accept,always,PORT_FTPS PING FTP_GET FTP_PUT PORT_FTP_DATA,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-DTS;1;2017_0715,,,
CT03CASH2,204,TBC58,17c99342-6785-51e7-89e0-d793d1027208,I.TOFAPP,E.TOF1,Range_10.70.12.30-34 Range_10.70.2.33-34,Host_10.63.107.100 Host_10.63.107.101,accept,always,PORT_FTPS TCP/22 PING FTP_GET FTP_PUT PORT_FTP_DATA,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-DTS;6;2017_0715,,,
CT03CASH2,205,TBC59,17eba04a-6785-51e7-4c3d-f878c8b49c27,I.TOFAPP,E.TOF1,Range_10.70.12.82-83 Host_10.70.12.86,Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51 Net_10.4.51.240/29,accept,always,TCP/30106 TCP/30206 TCP/30906 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-HSID;1;2017_0715,,,
CT03CASH2,206,TBC60,180d2e04-6785-51e7-c9eb-5dc81fea61bc,I.TOFAPP,E.TOF1,Range_10.70.12.82-83 Host_10.70.12.70,Host_10.3.21.51,accept,always,TCP/31106,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-HSID;3;2017_0715,,,
CT03CASH2,207,TBC61,182e20aa-6785-51e7-d7df-11cd38655416,I.TOFAPP,E.TOF2,Range_10.70.12.82-83 Host_10.70.12.70,Host_10.3.22.51_TOF2,accept,always,TCP/31206,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-HSID;4;2017_0715,,,
CT03CASH2,208,TBC62,184f15f8-6785-51e7-14d1-10d2da2c059d,I.TOFAPP,E.TOF1,Range_10.70.12.82-83 Host_10.70.12.70,Host_10.3.29.51,accept,always,TCP/31906,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-HSID;5;2017_0715,,,
CT03CASH2,209,OMDC to Reuter1,18711c8e-6785-51e7-e7f6-b962ef6f3442,I.TOFAPP,E.TOF1,Range_10.70.2.82-83 Range_10.70.12.82-83,Host_159.220.180.3,accept,always,PORT_REUTERS,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-REUTERS1;2;2017_0715,,,
CT03CASH2,210,TBC64,1892636c-6785-51e7-3113-2af73c3366b6,I.TOFAPP,E.TOF1,Range_10.70.12.82-83,Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.25.0,accept,always,TCP/27171 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-SNP;1;2017_0715,,,
CT03CASH2,211,TBC65,18b3ccd2-6785-51e7-e6c8-32fc99211a31,I.TOFAPP,E.TOF1,Range_10.70.2.30-34 Range_10.70.12.30-34,Host_10.65.85.1,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-STAT;1;2017_0715,,,
CT03CASH2,212,TBC66,18d50c1c-6785-51e7-c218-8bcefafebb97,I.TOFAPP,E.TOF1,Range_10.70.2.30-34 Range_10.70.12.30-34 Range_10.70.2.87-88 Range_10.70.12.87-88,Host_10.65.85.3,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-STAT;6;2017_0715,,,
CT03CASH2,213,TBC67,18f604bc-6785-51e7-8d0f-f636483c76c0,I.TOFAPP,E.TOF1,Range_10.70.12.30-32 Range_10.70.2.30-32,Range_10.1.131.11-12 Range_10.1.131.21-22,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;WATER-CC-TOF;1;2017_0715,,,
CT03CASH2,214,TBC68,191a043e-6785-51e7-c77c-0accc0d0f63f,I.TOFAPP,E.TOF1,Host_10.70.6.11 Host_10.70.16.11 NetGp_TOF_ORSYP_Consoles,Net_10.1.122.0 Net_10.2.122.0,accept,always,PORT_ORSYP_Agents PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;WATER-CT-Trust;1-2;2017_0715,,,
CT03CASH2,215,TBC69,193a1238-6785-51e7-a493-817c1c0a1da1,I.TOFAPP,E.TOF1,Range_10.70.2.30-34 Range_10.70.12.30-34 Range_10.70.2.87-88 Range_10.70.12.87-88,Range_10.1.121.43-44,accept,always,TCP/22,enable,all,otpc-all,,,,SDTF01;TOF-Trust;WATER-CT-Trust;3-4;2017_0715 SDTF01;TOF-Trust;WATER-EZOES-Untrust;2;2017_0715,,,
CT03CASH2,429,TOF to WATEREZOES_1,ae69396c-8fc9-51e7-228b-0b32789b91d3,I.TOFAPP,E.WATEREZOES,Range_10.70.2.30-34 Range_10.70.12.30-34 Range_10.70.2.87-88 Range_10.70.12.87-88,Range_10.1.125.41-43_WATEREZ,accept,always,TCP/22,enable,all,otpc-all,,,,Clone of TEMP_20170819,,,
CT03CASH2,445,TOF to WATEREZOES_2,779c39d2-8fdf-51e7-56dd-4641d812d2ac,I.TOFAPP,E.WATEREZOES,Range_10.70.13.61-63,Net_10.1.126.0_WATEREZ,accept,always,PORT_ORSYP_Agents PING,enable,all,otpc-all,,,,Clone of TBC70,,,
CT03CASH2,217,TBC71,197e1c80-6785-51e7-322c-01f104219830,I.TOFAPP,E.TOF1,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0,Net_10.1.122.0 Host_10.63.91.11 Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.48.0 Net_10.65.69.0 Net_10.1.121.0 Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51 Host_10.3.21.51 Host_10.3.22.51 Host_10.3.29.51 Net_10.4.51.136/29,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,446,TOF to WATEREZ,0ac8b9e2-8fe0-51e7-0852-fa3089003985,I.TOFAPP,E.WATEREZOES,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0,Net_10.1.126.0_WATEREZ,accept,always,PING,enable,all,otpc-all,,,,Clone of TBC71,,,
CT03CASH2,218,TBC72,199bc956-6785-51e7-1ec5-df3b6d0bcf75,E.UCN,E.TOF1,Range_192.168.150.225-226,Host_10.63.107.108,accept,always,TCP/3181-3183 TCP/1828-1838 TCP/12124 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-DTS;2;2017_0715,,,
CT03CASH2,219,TBC73,19bd6ebc-6785-51e7-a2a2-bdb4c35b4ae4,E.UCN,E.TOF1,Host_192.168.150.227,Host_10.63.107.108,accept,always,TCP/135 TCP/139 TCP/389 TCP/445 TCP/1024-65535 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-DTS;3;2017_0715,,,
CT03CASH2,220,TBC74,19df9cd0-6785-51e7-dd33-b195c29bffe9,E.UCN,E.TOF1,Range_192.168.150.229-230,Host_10.63.107.108,accept,always,TCP/4750 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-DTS;4;2017_0715,,,
CT03CASH2,221,TBC75,1a0106e0-6785-51e7-f976-567ca85fd4d7,E.UCN,E.TOF1,Host_192.168.150.234,Host_10.63.107.108,accept,always,TCP/4 TCP/8 TCP/21 TCP/22 TCP/23 TCP/25 TCP/53 TCP/123 TCP/135 TCP/389 TCP/513 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-DTS;5;2017_0715,,,
CT03CASH2,222,TBC76,1a21607a-6785-51e7-6ab0-aea311bfaf2c,E.UCN,E.TOF1,Host_192.168.143.82 Host_192.168.143.84 Host_192.168.187.19 Host_192.168.93.239,NetGp_AMS_IAN_SW,accept,always,TCP/21 TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-IAN;1;2017_0715,,,
CT03CASH2,223,TBC77,1a569f60-6785-51e7-f39b-d84a241e4f3f,E.NMC,E.TOF1,Host_10.163.143.219,NetGp_AMS_IAN_SW,accept,always,TCP/21 TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-Trust;TOF-IAN;1;2017_0715,,,
CT03CASH2,224,TBC78,1a667d90-6785-51e7-c2ab-02f84319a9d7,E.UCN,E.TOF1,Net_192.168.0.0/16,Net_10.63.134.0 Net_10.63.136.0/22 Net_10.63.140.0 Net_10.63.107.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,225,TBC79,1a85ebee-6785-51e7-6a1b-325141e63134,E.SMARTS,I.TOFAPP,Host_10.1.150.20,Range_10.70.12.87-88,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;SMARTS_TOFFW;TOF_Trust;1;2017_0715,,,
CT03CASH2,226,TBC80,1aa6bafe-6785-51e7-bc59-8c2f3e78dce5,E.SMARTS,I.TOFAPP,Host_10.1.150.20,Range_10.70.2.33-34,accept,always,TCP/61001-61002 TCP/62001-62004 PING,enable,all,otpc-all,,,,SDTF01;SMARTS_TOFFW;TOF_Trust;2;2017_0715,,,
CT03CASH2,227,TBC81,1ac8c14e-6785-51e7-fd7e-ec4c61b93094,E.TOF1,I.TOFAPP,Host_10.63.107.100 Host_10.63.107.101,Range_10.70.2.30-34 Range_10.70.12.30-34,accept,always,PING,enable,all,otpc-all,,,,SDTF01;TOF-DTS;TOF_Trust;1;2017_0715,,,
CT03CASH2,228,TBC82,1ae9dd84-6785-51e7-ac6d-f4fe6d99ffd1,E.TOF1,I.TOFAPP,Host_159.220.180.3,Range_10.70.12.82-83 Range_10.70.2.82-83,accept,always,PING,enable,all,otpc-all,,,,SDTF01;TOF-REUTERS1;TOF_Trust;1;2017_0715,,,
CT03CASH2,229,TBC83,1b0ab6ee-6785-51e7-f7e2-c47345bd7bc2,E.TOF1,I.TOFAPP,Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99,Range_10.70.12.82-83,accept,always,TCP/53801 PING,enable,all,otpc-all,,,,SDTF01;TOF-SNP;TOF_Trust;1;2017_0715,,,
CT03CASH2,230,TBC84,1b2cd8c8-6785-51e7-2fb8-0e79fdace0e4,E.TOF1,I.TOFAPP,Host_10.65.69.1 Host_10.65.69.3,Range_10.70.2.30-34 Range_10.70.12.30-34,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-STAT;TOF_Trust;1;2017_0715,,,
CT03CASH2,231,TBC85,1b4e4490-6785-51e7-dc9c-84be7b3e5d04,E.TOF1,I.TOFAPP,Host_10.65.69.3,Range_10.70.2.87-88 Range_10.70.12.87-88,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;TOF-STAT;TOF_Trust;152017_0715,,,
CT03CASH2,232,TBC86,1b6eed08-6785-51e7-0c1e-566ffc17bdb2,E.TOF1,I.TOFAPP,Net_10.1.122.0 Net_10.2.122.0,Host_10.70.6.11 Host_10.70.16.11 NetGp_TOF_ORSYP_Consoles,accept,always,PORT_ORSYP_Agents PING,enable,all,otpc-all,,,,SDTF01;WATER-CT-Trust;TOF-Trust;1-2;2017_0715,,,
CT03CASH2,233,TBC87,1b907cb6-6785-51e7-cff7-53592faa3112,E.TOF1,I.TOFAPP,Range_10.1.121.43-44,Range_10.70.2.30-34 Range_10.70.12.30-34,accept,always,TCP/22 PING,enable,all,otpc-all,,,,SDTF01;WATER-CT-Trust;TOF-Trust;3;2017_0715 SDTF01;WATER-EZOES-Untrust;TOF-Trust;3;2017_0715,,,
CT03CASH2,234,TBC88,1bbdf86c-6785-51e7-77d6-27ab096d334a,E.TOF1,I.TOFAPP,Range_10.1.121.43-44,Range_10.70.12.87-88 Range_10.70.2.87-88,accept,always,TCP/22,enable,all,otpc-all,,,,SDTF01;WATER-CT-Trust;TOF-Trust;4;2017_0715 SDTF01;WATER-EZOES-Untrust;TOF-Trust;2-3;2017_0715,,,
CT03CASH2,447,WATEREZ to TOF,256d04d8-8fe0-51e7-d2d6-2207baf7c02d,E.WATEREZOES,I.TOFAPP,Net_10.1.126.0_WATEREZ,Host_10.70.3.61 Range_10.70.3.63-64,accept,always,PORT_ORSYP_Agents PING,enable,all,otpc-all,,,,Clone of TBC89,,,
CT03CASH2,236,TBC90,1bf420d6-6785-51e7-271d-40f86ce9d40e,E.TOF1,I.TOFAPP,Net_10.1.122.0 Host_10.63.91.11 Host_67.56.151.9 Host_67.57.180.12 Range_75.124.44.80-81 Range_206.60.222.98-99 Net_10.65.48.0 Net_10.1.121.0 Host_10.3.11.51 Host_10.3.12.51 Host_10.3.19.51 Host_10.3.21.51 Host_10.3.22.51 Host_10.3.29.51 Net_10.4.51.136/29 Net_10.65.69.0,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0 Net_10.70.4.0_TOFAPP,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,448,WATEREZ to TOF_3,398179fe-8fe0-51e7-7608-d94f81b13f79,E.WATEREZOES,I.TOFAPP,Net_10.1.126.0_WATEREZ,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0,accept,always,PING,enable,all,otpc-all,,,,Clone of TBC90,,,
CT03CASH2,237,TBC91,1c12f286-6785-51e7-0b22-6832e3f01c55,E.TOF1,E.UCN,Host_10.63.107.108,Range_192.168.150.225-226,accept,always,TCP/3181-3183 TCP/1828-1838 TCP/12124 PING,enable,all,otpc-all,,,,SDTF01;TOF-DTS;TOF-Trust;2;2017_0715,,,
CT03CASH2,238,TBC92,1c348c66-6785-51e7-b34e-c06dc91d1481,E.TOF1,E.UCN,Host_10.63.107.108,Host_192.168.150.227 Host_192.168.150.230 Range_192.168.150.229-230,accept,always,PING,enable,all,otpc-all,,,,SDTF01;TOF-DTS;TOF-Trust;3;2017_0715,,,
CT03CASH2,242,TBC96,1cbc5268-6785-51e7-4525-6785254c03f1,I.SATWEB,E.TOF1,Net_10.70.14.0 Net_10.70.15.0,Net_10.65.69.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,244,SMARTS to DTS SFTP,1cfabddc-6785-51e7-06f1-2b0d5e2f302a,E.SMARTS,I.SATWEB,Host_10.1.150.21 Host_10.1.150.26,Host_10.70.14.61,accept,always,TCP/22 PING,enable,all,otpc-all,,,,IT-NCR-2018-[T]2114::2018_1201,,,
CT03CASH2,245,TBC99,1d185b62-6785-51e7-7f62-10eecfcf5ed9,E.TOF1,I.SATWEB,Host_10.65.69.1 Host_10.65.69.2,Host_10.70.14.61,accept,always,TCP/445 PING,enable,all,otpc-all,,,,,,,
CT03CASH2,246,TBC100,1d3772f4-6785-51e7-a708-767027ae8320,E.TOF1,I.SATWEB,Host_10.65.69.1 Host_10.65.69.3,Host_10.70.14.61,accept,always,TCP/22 PING,enable,all,otpc-all,,,,,,,
CT03CASH2,457,TKO STAT to PCCWT DTS,04f779b2-a06c-51e7-38e1-5481f03a26aa,E.TOF1,I.TOFAPP,Host_10.65.69.1 Host_10.65.69.3,Host_10.70.4.61_TOFAPP,accept,always,TCP/22 PING,enable,all,otpc-all,,,,Clone of TBC100,,,
CT03CASH2,239,TBC93,2f399c00-67f5-51e7-3849-55237bca465e,E.TOF1,E.UCN,NetGp_AMS_IAN_SW,Host_192.168.176.80,accept,always,UDP/1645-1616 PING,enable,all,otpc-all,,,,SDTF01;TOF-IAN;TOF-Trust;2;2017_0715,,,
CT03CASH2,240,TBC94,4bbe93f8-67f5-51e7-7a98-cde83707c9e3,E.TOF1,E.UCN,NetGp_AMS_IAN_SW,Host_192.168.214.6,accept,always,UDP/514-515 PING,enable,all,otpc-all,,,,SDTF01;TOF-IAN;TOF-Trust;3;2017_0715,,,
CT03CASH2,241,TBC95,5757d49a-67f5-51e7-ab3a-4d6e9d30cb91,E.TOF1,E.UCN,NetGp_AMS_IAN_SW,Net_192.168.0.0/16,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,63,NMC to OCG VPN RDP,23a5d21c-6860-51e7-1728-de507a6a7d3e,E.NMC,E.OCG,Net_10.163.143.0 Net_10.63.142.0 Net_10.163.142.0,Host_10.163.145.41 Host_10.163.144.41,accept,always,TCP/3389,enable,all,otpc-all,,,,SDTF04;NMC2NMC-Trust;NMC2OCG;6;2017_0715,,,
CT03CASH2,64,NMC to OCG VPN,21b3a028-6861-51e7-5cca-37e7ce8d6fbc,E.NMC,I.CASH.Trust2,Host_10.63.142.210 Host_10.163.143.210,Net_10.163.144.40_29,accept,always,TCP/22 TCP/139 TCP/445 TCP/3389,enable,all,otpc-all,,,,SDTF04;NMC2NMC-Trust;NMC2OCG;11;2017_0715,,,
CT03CASH2,67,Ping NMC to OCG VPN,46190c28-6861-51e7-a07b-487681315150,E.NMC,I.CASH.Trust2,NetGp_NMC,Net_10.163.144.40_29,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,152,TOF App to Stage Server,9aaa9030-6862-51e7-222b-3b863f6a3870,I.TOFAPP,E.UCN,Net_10.70.13.0,Host_10.193.49.21,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,153,OMD CTLFE to Stage Server,a8c7da38-6862-51e7-1bae-3d99b44c1a1e,E.OMDD4,E.UCN,Net_10.68.15.0,Host_10.193.49.21,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,172,TBC27,1a42860e-6863-51e7-4a2b-b55681c19c25,I.TOFAPP,I.SATWEB,Range_10.70.2.87-88 Range_10.70.12.87-88,Host_10.70.14.61,accept,always,TCP/22,enable,all,otpc-all,,,,"SDPF01;TOF-Trust;TOF-WEB;9,11;2017_0715",,,
CT03CASH2,185,TBC39,d5deea24-6863-51e7-ac99-91b991f9beb3,I.TOFAPP,I.SATWEB,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0 Net_10.70.5.0 Net_192.168.144.0,Net_10.70.14.0 Net_10.70.15.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,198,TBC52,0f0c1498-6864-51e7-49a7-8635a6137f7e,I.SATWEB,I.TOFAPP,Net_10.70.14.0 Net_10.70.15.0,Net_10.70.2.0 Net_10.70.3.0 Net_10.70.6.0 Net_10.70.12.0 Net_10.70.13.0 Net_10.70.16.0 Net_10.1.141.0,accept,always,PING,enable,all,otpc-all,,,,,,,
CT03CASH2,249,TBC103,e5f6ac2e-6865-51e7-ae56-9ad66a7ba171,E.OCG,I.CASH.Trust2,Net_10.1.94.104_29 Net_10.2.94.104_29,Net_10.1.95.0 Net_10.1.96.0 Net_10.2.95.0 Net_10.2.96.0,accept,always,PING TCP/22 TCP/3389 TCP/40000-41000 TCP/45000-46000,enable,all,otpc-all,,,,,,,
CT03CASH2,250,TBC104,8a22b392-6866-51e7-431b-c16baca3afe8,I.CASH.Trust2,E.OCG,Net_10.1.95.0 Net_10.1.96.0 Net_10.2.95.0 Net_10.2.96.0,Net_10.1.94.104_29 Net_10.2.94.104_29,accept,always,PING TCP/22 TCP/3389 TCP/40000-41000 TCP/45000-46000,enable,all,otpc-all,,,,,,,
CT03CASH2,151,Cash to Stage Server,7e110ebc-68a4-51e7-5862-bb1274ccfb12,I.CASH.Trust2,E.UCN,Net_10.1.88.0,Host_10.193.49.21,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,251,TBC251,ae134f04-68ad-51e7-26dc-f9e00f8c2069,I.TOFAPP,E.UCN,Net_10.70.13.0 Net_10.70.16.0,Host_192.168.166.159,accept,always,TCP/137-138 TCP/2967 TCP/443 TCP/445 TCP/80 TCP/8014,enable,all,otpc-all,,,,,,,
CT03CASH2,252,TBC252,bd754560-68ad-51e7-73b2-7ceadb4da544,I.TOFAPP,E.UCN,Net_10.70.13.0 Net_10.70.16.0,Range_192.168.150.131-132,accept,always,TCP/1688,enable,all,otpc-all,,,,,,,
CT03CASH2,253,TBC253,bd9645c6-68ad-51e7-f0c2-ec1d3615989d,I.TOFAPP,E.UCN,Range_10.70.12.30-32,Host_192.168.25.84 Host_192.168.30.65 Range_192.168.25.86-87,accept,always,PORT_FTPS TCP/30000-30010 FTP_GET FTP_PUT PORT_FTP_DATA,enable,all,otpc-all,,,,,,,
CT03CASH2,254,TBC254,bdb813ae-68ad-51e7-d864-87635939c4b5,I.TOFAPP,E.UCN,Range_10.70.12.30-32 Range_10.70.12.33-34,Host_192.168.3.105,accept,always,PORT_FTPS TCP/30000-30010 FTP_GET FTP_PUT PORT_FTP_DATA,enable,all,otpc-all,,,,,,,
CT03CASH2,255,TBC255,bdd9a672-68ad-51e7-aa39-7899522ec4f8,E.TOF1,E.UCN,Net_10.65.69.0,Host_192.168.150.109 Host_192.168.214.6 Host_192.168.214.7,accept,always,UDP/514-515 TCP/5985-5986,enable,all,otpc-all,,,,,,,
CT03CASH2,256,TBC256,bdf9bb1a-68ad-51e7-a306-b12531a63e21,E.TOF1,E.UCN,Net_10.65.69.0,Host_192.168.176.81 Host_192.168.176.121,accept,always,TCP/80,enable,all,otpc-all,,,,,,,
CT03CASH2,257,TBC257,be1c2e34-68ad-51e7-7045-7551e46761fe,I.TOFAPP,E.UCN,Range_10.70.13.72-73 Range_10.70.13.83-84 Host_10.70.13.76,Host_192.168.150.245 Host_192.168.190.242,accept,always,TCP/445 UDP/135-139,enable,all,otpc-all,,,,,,,
CT03CASH2,258,TBC258,be3d049c-68ad-51e7-b686-545da9e9e976,I.TOFAPP,E.UCN,Range_10.70.12.33-34,Host_192.168.25.59 Range_192.168.25.231-232,accept,always,TCP/22,enable,all,otpc-all,,,,,,,
CT03CASH2,259,TBC259,be5eda04-68ad-51e7-ac2e-f2f1805ad5ff,E.TOF1,E.UCN,Net_10.65.69.0,Host_192.168.150.36 Host_192.168.188.36,accept,always,TCP/5723,enable,all,otpc-all,,,,,,,
CT03CASH2,260,TBC260,be7fcf5c-68ad-51e7-984d-b1abc66debe3,I.TOFAPP,E.UCN,Range_10.70.12.30-32 Range_10.70.12.33-34,Range_192.168.21.136-137 Host_192.168.53.101,accept,always,PORT_FTPS TCP/29108-29112 UDP/29108-29112 FTP_GET FTP_PUT PORT_FTP_DATA,enable,all,otpc-all,,,,,,,
