vdom,name,uuid,extip,extintf,mappedip
CT03CASH2,Dstnat_10.1.93.10-10.1.94.114,d2c1d8b2-84ef-51e7-66e9-50ec8083d01e,10.1.93.10,any,10.1.94.114
CT03CASH2,Dstnat_10.1.93.121-10.241.50.21,cc842194-70d5-51e8-7c63-8f7ce6e52ec6,10.1.93.121,any,10.241.50.21
CT03CASH2,Dstnat_10.1.93.122-10.241.50.22,d284686a-70d5-51e8-34c2-76e9126b1f12,10.1.93.122,any,10.241.50.22
CT03CASH2,Dstnat_10.1.93.243-10.241.50.241,6b8a636c-7bd4-51e8-2a2d-183e8964f1e7,10.1.93.243,any,10.241.50.241
